transaction_id,account_id,merchant_id,device_id,amount,currency,transaction_type,geo_location,ip_address,transaction_time,status,risk_score,ml_score
4896,19020,416,NULL,4857.03,USD,DEPOSIT,"60.724888, 160.494060",225.97.113.91,2024-11-30 12:02:48.397,SUCCESS,15,0.25
4897,23586,1410,4374,3224.64,USD,TRANSFER,"-76.488550, -56.242860",170.31.54.214,2024-05-22 14:17:48.443,SUCCESS,4,0.06
4898,15575,2712,104,2308.01,EUR,DEPOSIT,"-0.782433, 133.301739",51.90.236.203,2025-06-04 11:26:48.480,SUCCESS,29,0.96
4899,18894,441,2250,3213.27,GBP,PAYMENT,"3.045195, 109.377349",13.176.72.9,2025-04-18 01:05:48.493,SUCCESS,74,0.64
4900,14880,1530,NULL,3267.21,EUR,DEPOSIT,"-24.576009, -8.423952",132.71.162.212,2024-06-20 09:01:48.510,SUCCESS,28,0.47
4901,17046,3109,4757,9740.02,EUR,DEPOSIT,"28.073225, -168.785872",74.208.154.132,2025-02-03 20:03:48.527,SUCCESS,71,0.29
4902,17331,813,NULL,3791.36,EUR,DEPOSIT,"22.099981, 176.608216",227.81.111.219,2025-02-14 21:22:48.540,SUCCESS,86,0.75
4903,15667,1412,NULL,7988.88,USD,PAYMENT,"-22.261541, 156.931912",63.140.242.196,2025-02-07 00:55:48.557,SUCCESS,8,0.39
4904,17620,618,1479,625.41,EUR,PAYMENT,"-6.251867, 61.425226",189.152.77.13,2025-09-12 19:58:48.570,FAILED,12,0.22
4905,6910,415,4895,1428.22,USD,WITHDRAWAL,"10.380271, -142.050204",85.95.95.232,2025-12-01 07:17:48.580,SUCCESS,7,0.31
4906,16170,2692,1813,7359.17,GBP,PAYMENT,"55.533053, 61.831276",70.189.86.55,2024-09-22 01:24:48.593,SUCCESS,40,0.60
4907,23047,2079,NULL,8673.31,GBP,WITHDRAWAL,"55.060230, 26.485224",47.182.229.23,2024-02-28 07:25:48.607,SUCCESS,25,0.88
4908,20611,2230,3621,5235.31,EUR,TRANSFER,"-38.865683, -115.575949",75.98.253.154,2024-07-27 01:57:48.620,SUCCESS,64,0.17
4909,16443,65,NULL,2096.71,CHF,DEPOSIT,"87.591206, 19.823005",89.251.232.116,2025-10-12 20:36:48.630,SUCCESS,32,0.52
4910,19767,2823,3537,3602.65,GBP,TRANSFER,"21.349594, -87.682983",183.69.104.99,2024-12-08 04:13:48.637,SUCCESS,91,0.00
4911,23452,3668,1191,1320.25,GBP,PAYMENT,"31.576215, 84.129314",106.20.39.148,2025-09-17 08:18:48.647,SUCCESS,29,0.78
4912,17926,4274,91,4409.90,CHF,TRANSFER,"73.316504, -147.548949",65.48.186.115,2025-12-25 20:51:48.657,SUCCESS,15,0.16
4913,14214,2588,3287,5916.69,CHF,PAYMENT,"61.530316, -54.587491",244.132.220.160,2024-11-18 23:20:48.663,SUCCESS,39,0.51
4914,18291,110,NULL,1175.16,EUR,TRANSFER,"-26.710159, -44.080467",253.112.219.143,2024-02-25 22:42:48.673,SUCCESS,84,0.54
4915,23421,2491,NULL,7232.28,GBP,PAYMENT,"74.894848, -82.481969",170.29.225.22,2025-06-21 10:01:48.683,SUCCESS,8,0.91
4916,21375,2986,264,949.74,EUR,TRANSFER,"-59.738529, -178.056348",89.19.148.102,2025-07-07 09:50:48.693,FAILED,94,0.15
4917,18841,293,NULL,4982.13,CHF,WITHDRAWAL,"58.408501, 112.318965",223.138.118.189,2025-01-17 19:17:48.703,SUCCESS,8,0.40
4918,15617,353,3107,8555.06,GBP,WITHDRAWAL,"71.404751, 100.246983",35.121.70.200,2024-11-08 17:59:48.713,SUCCESS,12,0.53
4919,22084,4984,NULL,659.56,CHF,PAYMENT,"-78.016582, 14.337144",129.163.141.23,2024-11-11 12:52:48.723,SUCCESS,91,0.32
4920,16356,1691,4788,2663.16,CHF,TRANSFER,"58.706383, 93.817322",211.161.32.218,2024-09-20 18:59:48.733,FAILED,80,0.75
4921,6767,4808,3403,7529.46,USD,DEPOSIT,"14.289940, -173.470536",4.103.106.123,2025-09-14 07:21:48.740,SUCCESS,30,0.56
4922,9245,2494,NULL,2300.00,CHF,DEPOSIT,"11.388425, 81.346516",133.200.210.146,2025-02-07 11:18:48.750,FAILED,9,0.80
4923,22391,1799,2053,1860.09,GBP,TRANSFER,"32.004434, -156.033638",141.11.62.68,2024-02-15 21:41:48.763,SUCCESS,92,0.07
4924,21817,2218,1735,7416.96,CHF,TRANSFER,"-46.217321, 156.611777",232.112.28.214,2025-04-01 16:52:48.773,SUCCESS,54,0.96
4925,15947,2813,1453,1868.95,GBP,DEPOSIT,"49.727406, -127.230992",207.64.41.82,2025-01-27 19:04:48.787,FAILED,52,0.23
4926,23476,2422,NULL,6490.49,GBP,TRANSFER,"-13.912313, 81.357765",6.88.139.80,2024-10-19 21:42:48.800,SUCCESS,18,0.39
4927,16903,1790,3986,5946.51,USD,WITHDRAWAL,"-10.575807, -163.301159",103.192.185.247,2025-09-27 13:46:48.810,SUCCESS,98,0.65
4928,14186,2689,NULL,7616.91,CHF,WITHDRAWAL,"-81.616117, -121.492098",10.175.3.131,2024-11-11 02:02:48.823,SUCCESS,42,0.43
4929,20945,4066,1881,4267.65,CHF,DEPOSIT,"45.731144, 98.073728",144.149.79.231,2024-03-02 22:45:48.833,SUCCESS,62,0.46
4930,21552,3436,2919,8258.45,USD,DEPOSIT,"41.741811, 152.658562",153.19.32.111,2024-02-28 20:53:48.847,SUCCESS,12,0.97
4931,14586,3494,NULL,2188.98,GBP,PAYMENT,"79.731899, -40.093200",35.57.46.76,2025-03-31 07:24:48.860,SUCCESS,44,0.44
4932,13696,1234,3081,5472.04,CHF,DEPOSIT,"61.467022, 78.348273",120.56.214.218,2025-01-21 03:22:48.867,SUCCESS,13,0.79
4933,18775,1347,NULL,7413.35,EUR,TRANSFER,"-23.982697, -37.504882",216.222.100.59,2025-08-11 12:54:48.880,SUCCESS,69,0.31
4934,16257,4472,2287,9453.22,USD,WITHDRAWAL,"-33.899310, -113.405374",146.217.200.188,2025-02-08 01:43:48.890,SUCCESS,6,0.46
4935,8381,4338,1759,4471.00,GBP,DEPOSIT,"-75.214194, 111.014139",204.83.148.172,2025-10-13 22:12:48.900,SUCCESS,89,0.74
4936,21005,4222,NULL,4198.23,CHF,PAYMENT,"-77.828353, 24.075052",120.86.124.13,2024-02-14 10:43:48.913,SUCCESS,4,0.88
4937,17788,1263,NULL,5684.09,CHF,PAYMENT,"62.967802, 7.809601",186.36.16.9,2025-09-26 05:56:48.927,SUCCESS,2,0.60
4938,16598,2242,1533,4364.67,USD,DEPOSIT,"-47.645517, -137.595906",251.140.8.31,2025-08-27 21:47:48.940,SUCCESS,96,0.86
4939,18748,3040,2229,1234.20,EUR,TRANSFER,"54.401204, 94.193336",131.72.204.243,2025-07-18 00:31:48.950,SUCCESS,53,0.19
4940,18173,2200,2498,7906.10,EUR,WITHDRAWAL,"-57.837214, -27.148654",227.237.149.22,2025-01-05 19:42:48.960,FAILED,99,0.42
4941,22338,2671,872,8103.71,GBP,PAYMENT,"25.455739, -99.741581",159.122.178.30,2024-09-29 04:56:48.973,SUCCESS,69,0.18
4942,23038,4942,4120,5635.60,EUR,PAYMENT,"33.374937, 29.550913",106.244.126.97,2024-10-24 08:23:48.987,SUCCESS,69,0.78
4943,21283,3113,4351,7119.37,USD,TRANSFER,"71.242251, -147.830479",95.73.112.239,2024-05-03 00:28:48.997,SUCCESS,57,0.66
4944,21036,3086,4821,1996.57,GBP,PAYMENT,"61.702946, -18.405141",136.220.116.24,2024-03-15 14:30:49.013,SUCCESS,51,0.08
4945,13675,2756,NULL,9357.79,GBP,PAYMENT,"6.301257, -66.852868",229.189.62.151,2024-04-22 10:38:49.027,SUCCESS,5,0.88
4946,16473,3330,1208,3319.35,GBP,DEPOSIT,"58.325511, 145.939483",216.164.228.209,2025-06-29 20:36:49.040,SUCCESS,59,0.52
4947,20486,1297,4553,7173.80,GBP,WITHDRAWAL,"66.637134, -107.687016",232.93.12.134,2025-11-15 10:42:49.053,SUCCESS,53,0.33
4948,22961,4951,2482,1628.92,CHF,WITHDRAWAL,"49.482825, -158.453300",2.112.35.205,2024-03-16 21:12:49.067,SUCCESS,99,0.41
4949,19324,858,NULL,4027.72,USD,WITHDRAWAL,"-44.586991, 13.652232",234.142.151.162,2024-11-04 14:12:49.077,SUCCESS,61,0.56
4950,14082,3532,3463,9273.15,USD,DEPOSIT,"-20.679008, -152.175560",4.25.134.17,2024-08-27 19:06:49.090,SUCCESS,63,0.19
4951,22029,4579,1254,6482.18,GBP,TRANSFER,"-61.316484, 105.717616",36.64.244.107,2024-03-31 07:10:49.100,FAILED,32,0.12
4952,16076,1904,2747,5799.50,CHF,WITHDRAWAL,"-8.052888, -126.377508",150.85.215.175,2025-08-07 22:54:49.110,SUCCESS,22,0.74
4953,18780,143,977,8917.56,CHF,WITHDRAWAL,"78.382992, 112.693810",108.88.250.2,2024-10-10 08:38:49.120,SUCCESS,95,0.21
4954,16828,3941,NULL,9011.59,EUR,TRANSFER,"-51.631975, -90.378628",116.220.38.211,2025-04-03 22:56:49.133,SUCCESS,96,0.60
4955,21271,591,1699,5091.73,USD,PAYMENT,"-30.195610, -48.693120",236.43.6.193,2025-08-02 07:00:49.143,SUCCESS,13,0.98
4956,17882,524,735,5000.67,EUR,WITHDRAWAL,"-46.393741, -120.050990",160.229.54.233,2025-07-11 06:52:49.157,SUCCESS,65,0.39
4957,19971,4446,2593,5425.99,CHF,DEPOSIT,"-86.739506, 163.291794",162.130.39.57,2024-09-28 04:23:49.167,FAILED,95,0.08
4958,6198,4920,462,4921.88,CHF,TRANSFER,"79.869943, 175.730407",141.149.58.21,2024-05-30 17:57:49.177,FAILED,44,0.51
4959,18738,4294,NULL,2913.17,USD,DEPOSIT,"-9.444563, -8.091956",12.109.65.233,2025-12-26 20:29:49.190,FAILED,66,0.79
4960,14874,1790,4217,9601.79,USD,WITHDRAWAL,"-79.918180, -102.087331",137.75.249.235,2025-02-17 13:41:49.203,SUCCESS,33,0.41
4961,17199,4568,3731,8112.59,EUR,PAYMENT,"-79.891198, -103.776558",211.95.192.232,2024-04-02 21:45:49.210,SUCCESS,56,0.21
4962,19655,3559,3306,3743.97,CHF,TRANSFER,"-46.199975, 6.294481",160.48.78.201,2024-11-21 03:58:49.223,SUCCESS,47,0.01
4963,15899,1701,998,4293.18,EUR,PAYMENT,"37.904590, -35.422524",31.165.98.8,2025-02-02 03:12:49.237,SUCCESS,67,0.11
4964,5389,155,NULL,4444.60,GBP,WITHDRAWAL,"-81.101816, -54.133861",224.212.146.57,2024-03-30 07:02:49.250,SUCCESS,0,0.79
4965,22404,602,294,1106.43,CHF,PAYMENT,"-4.102265, -155.021018",24.205.246.85,2024-06-22 03:35:49.263,SUCCESS,34,0.54
4966,15002,1859,NULL,4574.80,EUR,DEPOSIT,"-13.965638, 86.153637",227.252.85.137,2025-05-07 16:13:49.277,SUCCESS,70,0.38
4967,17679,3643,3187,8687.53,USD,DEPOSIT,"-19.984652, 25.700232",29.54.101.77,2025-05-04 21:20:49.290,SUCCESS,16,0.40
4968,16345,4928,NULL,7567.70,EUR,PAYMENT,"-17.710079, 40.764591",103.196.113.119,2025-08-01 21:57:49.300,SUCCESS,18,0.84
4969,19488,3738,NULL,3394.38,USD,DEPOSIT,"63.742968, 42.303515",97.44.66.190,2024-10-09 04:01:49.313,SUCCESS,19,0.95
4970,21996,4234,2974,488.76,EUR,DEPOSIT,"38.871845, 179.107117",96.56.52.157,2025-09-24 09:26:49.323,SUCCESS,52,0.11
4971,21675,3044,1480,549.75,USD,WITHDRAWAL,"70.336860, -6.490691",246.130.175.167,2024-12-14 12:40:49.337,SUCCESS,31,0.67
4972,18161,333,3034,3273.54,CHF,TRANSFER,"-9.655520, 12.202447",88.47.182.169,2024-07-14 06:25:49.350,SUCCESS,82,0.21
4973,14919,4937,920,8984.16,GBP,WITHDRAWAL,"-54.770778, -3.869990",193.140.217.56,2025-02-26 14:30:49.363,SUCCESS,80,0.57
4974,20324,987,NULL,8391.39,EUR,WITHDRAWAL,"-51.353216, 51.658850",10.23.135.119,2025-07-19 09:32:49.377,SUCCESS,23,0.06
4975,16577,4238,297,9554.28,GBP,TRANSFER,"69.429617, 43.182048",14.65.87.50,2025-04-20 20:23:49.390,SUCCESS,6,0.86
4976,21299,638,NULL,3701.44,EUR,DEPOSIT,"-43.748131, -100.612184",30.234.52.33,2025-04-19 06:48:49.400,SUCCESS,29,0.30
4977,18916,636,NULL,346.56,CHF,TRANSFER,"14.527172, 83.699124",251.114.71.12,2024-02-25 19:38:49.413,SUCCESS,4,0.34
4978,23405,359,NULL,2294.64,EUR,DEPOSIT,"-6.223731, 42.470276",58.15.38.4,2024-09-05 08:41:49.430,SUCCESS,93,0.80
4979,9778,4217,3922,9646.63,GBP,DEPOSIT,"-29.274393, 126.776717",130.232.208.141,2024-04-24 16:29:49.440,SUCCESS,99,0.62
4980,16493,491,NULL,8198.62,GBP,WITHDRAWAL,"-30.015681, -12.675632",127.142.72.35,2024-07-10 15:18:49.453,SUCCESS,90,0.44
4981,13725,1529,NULL,3952.09,USD,DEPOSIT,"35.224968, -28.690410",33.151.37.112,2025-10-04 04:20:49.467,SUCCESS,28,0.12
4982,14388,213,2986,3142.47,GBP,WITHDRAWAL,"-9.752960, 64.428999",14.116.117.32,2025-07-06 16:46:49.477,SUCCESS,40,0.32
4983,14806,1816,2604,9902.57,GBP,PAYMENT,"28.716349, 74.678171",238.137.154.35,2025-09-03 21:21:49.490,SUCCESS,87,0.65
4984,16528,4271,1363,1626.63,USD,DEPOSIT,"-49.730382, -113.672909",240.210.241.122,2025-08-01 21:12:49.500,SUCCESS,71,0.10
4985,16010,4763,3132,5207.30,CHF,WITHDRAWAL,"-26.888144, -136.857290",190.117.8.92,2024-05-31 14:42:49.510,SUCCESS,74,0.68
4986,16351,2166,1741,6531.45,CHF,TRANSFER,"20.151907, 59.068637",147.164.74.231,2024-09-17 05:56:49.523,SUCCESS,52,0.45
4987,21787,3594,NULL,2683.61,GBP,PAYMENT,"48.800778, 110.950364",210.101.157.212,2025-05-09 12:45:49.537,SUCCESS,82,0.44
4988,15999,3851,448,4599.15,EUR,WITHDRAWAL,"-79.447539, 108.069297",68.220.252.174,2024-10-14 05:45:49.547,SUCCESS,39,0.17
4989,17300,434,2128,8206.54,EUR,PAYMENT,"-55.572897, 91.282492",109.21.213.188,2024-05-16 18:54:49.560,SUCCESS,52,0.63
4990,22372,2133,NULL,2154.69,CHF,WITHDRAWAL,"82.278548, -163.320971",183.252.171.87,2024-06-08 00:12:49.570,SUCCESS,65,0.47
4991,22819,2575,NULL,5012.23,EUR,WITHDRAWAL,"61.325023, -61.619416",3.175.128.239,2025-06-16 06:17:49.583,SUCCESS,11,0.61
4992,16529,2538,NULL,7734.81,USD,PAYMENT,"-41.127216, 132.190384",153.201.240.245,2025-08-26 18:07:49.593,FAILED,33,0.75
4993,3117,3985,2903,2506.01,GBP,TRANSFER,"16.126760, 86.063925",214.104.45.205,2024-05-07 19:39:49.607,SUCCESS,23,0.38
4994,22077,290,3803,4513.36,USD,PAYMENT,"-27.250330, 98.373836",47.7.107.178,2025-09-29 14:46:49.617,SUCCESS,0,0.21
4995,23175,4208,NULL,279.30,CHF,DEPOSIT,"-88.172161, -172.859076",177.211.86.222,2024-04-24 09:33:49.630,SUCCESS,49,0.56
4996,18327,2889,NULL,3124.81,EUR,PAYMENT,"-24.973576, -118.326066",39.33.217.239,2024-05-05 17:18:49.640,SUCCESS,72,0.26
4997,21718,2873,88,3048.29,CHF,TRANSFER,"45.908584, -7.640562",129.143.6.233,2025-02-19 07:55:49.653,SUCCESS,39,0.26
4998,21621,2746,NULL,9761.89,GBP,TRANSFER,"-76.490911, 34.378580",114.98.54.181,2024-12-20 01:48:49.667,SUCCESS,53,0.68
4999,17606,892,NULL,1426.61,CHF,DEPOSIT,"44.909089, 89.921472",162.70.140.99,2024-07-28 07:49:49.677,SUCCESS,56,0.30
5000,17194,1041,4622,6820.71,CHF,DEPOSIT,"74.817639, 40.032107",250.154.11.52,2024-08-13 02:30:49.690,SUCCESS,38,0.26
5001,18395,4449,4028,8841.20,EUR,TRANSFER,"22.795880, 124.100041",216.127.247.195,2025-08-01 19:48:49.700,SUCCESS,8,0.45
5002,21200,526,3871,21.79,EUR,WITHDRAWAL,"25.327880, -88.766848",175.59.229.251,2026-01-16 17:23:49.713,SUCCESS,89,0.95
5003,18507,59,NULL,2087.12,EUR,TRANSFER,"75.523275, 63.911840",96.112.57.33,2026-02-08 04:03:49.723,SUCCESS,43,0.93
5004,20995,804,2873,8984.41,USD,WITHDRAWAL,"-16.907909, 123.458879",245.175.8.41,2024-04-20 16:42:49.733,SUCCESS,53,0.08
5005,14331,1021,3175,1695.76,USD,WITHDRAWAL,"31.089061, -120.285262",108.134.83.141,2026-01-14 15:58:49.747,SUCCESS,62,0.01
5006,16965,1717,NULL,9634.54,CHF,TRANSFER,"82.208259, -85.752039",38.140.10.36,2025-06-26 11:02:49.757,SUCCESS,35,0.96
5007,21376,1254,4303,9016.19,CHF,TRANSFER,"84.515275, 148.248552",184.45.175.106,2025-12-07 03:28:49.767,SUCCESS,82,0.30
5008,14405,4541,NULL,1474.65,USD,TRANSFER,"-55.768676, 6.296837",192.134.74.13,2024-02-23 13:44:49.780,SUCCESS,86,0.08
5009,10631,4504,711,2409.81,CHF,TRANSFER,"72.400742, -132.708447",131.7.216.3,2025-06-16 00:57:49.793,FAILED,11,0.83
5010,23176,110,NULL,6715.16,GBP,DEPOSIT,"-67.176562, -46.350583",31.220.233.200,2024-04-19 13:43:49.810,SUCCESS,76,0.11
5011,20244,1389,2643,7349.24,GBP,TRANSFER,"67.109494, 128.074275",42.1.63.21,2024-05-04 07:59:49.823,FAILED,19,0.30
5012,13674,3785,4865,3949.38,USD,TRANSFER,"43.999690, -172.319543",141.90.244.30,2026-01-18 18:45:49.833,SUCCESS,33,0.81
5013,19070,2455,NULL,7350.65,GBP,WITHDRAWAL,"67.551370, 168.628546",65.69.52.160,2025-05-30 05:44:49.850,SUCCESS,96,0.27
5014,22921,4220,NULL,9735.01,GBP,WITHDRAWAL,"-79.456091, 31.933503",181.62.224.40,2025-05-21 06:51:49.860,SUCCESS,44,0.06
5015,14184,670,3059,2084.32,GBP,PAYMENT,"9.218796, -57.208980",130.131.15.174,2024-05-29 19:08:49.877,FAILED,55,0.12
5016,16770,468,NULL,878.61,USD,TRANSFER,"53.452251, 105.061447",141.155.17.68,2025-12-30 08:33:49.897,SUCCESS,20,0.63
5017,20432,2906,1097,8784.05,GBP,TRANSFER,"-1.989905, 17.889873",21.40.150.231,2025-05-29 06:09:49.910,SUCCESS,94,0.47
5018,23441,2203,NULL,7401.03,EUR,TRANSFER,"-42.257277, -90.518803",87.200.41.50,2024-03-23 04:22:49.920,SUCCESS,41,0.83
5019,21454,912,3426,2337.12,CHF,TRANSFER,"-28.353667, -41.881600",119.126.86.153,2024-03-04 14:55:49.933,FAILED,11,0.32
5020,18910,4717,2030,9823.64,CHF,DEPOSIT,"-31.948143, -32.843191",167.105.66.28,2025-09-15 04:57:49.947,SUCCESS,0,0.39
5021,16615,3002,3184,2787.97,GBP,WITHDRAWAL,"50.363351, -30.922515",240.79.48.153,2025-10-07 09:36:49.960,SUCCESS,32,0.56
5022,19842,4414,2012,8957.63,GBP,DEPOSIT,"37.674711, -4.719586",172.150.51.231,2024-04-20 05:34:49.973,SUCCESS,79,0.55
5023,20565,3992,NULL,9420.11,USD,DEPOSIT,"77.929694, -77.736289",1.172.17.18,2025-08-13 05:39:49.987,SUCCESS,72,0.35
5024,23225,1552,NULL,2649.83,GBP,WITHDRAWAL,"-39.539811, -30.108840",247.198.33.31,2025-12-27 14:57:50.003,SUCCESS,3,0.61
5025,18244,2398,3390,8220.40,USD,TRANSFER,"6.814931, -73.404111",215.78.7.138,2025-04-10 10:33:50.020,SUCCESS,54,0.50
5026,5139,1174,674,5244.63,GBP,PAYMENT,"59.117962, -162.140610",91.98.208.181,2024-04-12 04:01:50.030,SUCCESS,44,0.14
5027,21940,2037,NULL,1718.40,EUR,PAYMENT,"84.780443, 162.896526",127.166.149.39,2025-04-23 11:48:50.043,SUCCESS,7,0.45
5028,21812,752,3976,7452.82,GBP,DEPOSIT,"-11.662433, 159.432453",13.174.158.27,2025-09-11 03:17:50.057,SUCCESS,68,0.86
5029,22160,805,4284,3688.18,USD,TRANSFER,"45.117094, 168.100589",157.135.80.24,2024-07-08 17:13:50.070,SUCCESS,19,0.59
5030,17394,2072,NULL,9493.86,EUR,TRANSFER,"-7.206444, -115.883503",97.7.54.17,2024-07-17 13:36:50.080,SUCCESS,36,0.30
5031,22544,3579,2459,9526.54,USD,DEPOSIT,"74.855585, 149.635673",111.3.204.136,2024-03-09 22:27:50.093,SUCCESS,83,0.04
5032,6405,1412,4190,9115.33,EUR,PAYMENT,"-23.063132, 1.627120",210.192.232.177,2025-07-04 17:19:50.107,SUCCESS,53,0.44
5033,19510,3088,NULL,5275.10,CHF,WITHDRAWAL,"80.939944, -93.304227",9.209.59.51,2025-12-04 22:59:50.117,SUCCESS,1,0.14
5034,20905,143,NULL,6086.05,EUR,WITHDRAWAL,"-64.243241, -5.744408",87.136.155.8,2024-06-22 07:24:50.130,SUCCESS,29,0.87
5035,18465,900,3437,8211.29,USD,PAYMENT,"-7.144118, -156.348202",163.56.57.30,2025-02-05 00:40:50.140,SUCCESS,38,0.53
5036,14243,4006,3782,5703.37,EUR,PAYMENT,"84.219615, 26.763014",122.234.201.55,2024-05-12 16:24:50.150,SUCCESS,95,0.03
5037,22135,1967,600,2065.22,EUR,DEPOSIT,"-64.693139, 3.301972",122.121.51.112,2024-12-02 16:39:50.160,SUCCESS,64,0.96
5038,20054,4843,4292,6368.17,CHF,WITHDRAWAL,"28.541306, -171.497315",150.35.76.18,2025-08-23 23:42:50.173,SUCCESS,84,0.62
5039,18886,4251,NULL,7846.05,CHF,TRANSFER,"-41.257993, 53.783124",117.226.81.7,2025-06-21 23:35:50.187,SUCCESS,90,0.40
5040,19194,2161,3259,2528.19,EUR,WITHDRAWAL,"74.332727, -33.649787",99.73.78.189,2025-01-19 18:28:50.200,SUCCESS,66,0.64
5041,14557,4807,2864,1468.82,EUR,DEPOSIT,"-39.770440, 56.385577",12.125.156.141,2024-08-23 12:31:50.213,SUCCESS,64,0.27
5042,23609,2945,2207,1870.64,GBP,WITHDRAWAL,"71.451068, -149.967383",207.60.66.224,2025-12-03 23:36:50.227,SUCCESS,34,0.61
5043,22289,3222,NULL,4156.13,GBP,WITHDRAWAL,"-68.842778, 18.084633",99.175.251.92,2024-09-08 18:29:50.240,SUCCESS,97,0.84
5044,16543,3309,NULL,865.60,USD,PAYMENT,"-38.777853, 54.217191",94.248.41.185,2025-12-09 20:37:50.250,SUCCESS,99,0.56
5045,20907,4146,866,4057.41,EUR,PAYMENT,"65.197135, -103.221017",121.111.58.183,2024-12-22 13:14:50.260,SUCCESS,6,0.96
5046,23351,3854,4846,8953.67,EUR,DEPOSIT,"5.995414, 13.944980",148.74.99.152,2025-03-01 13:32:50.270,SUCCESS,73,0.03
5047,16588,3301,NULL,4151.45,USD,DEPOSIT,"-64.338564, -44.708309",192.118.118.138,2024-11-06 10:20:50.283,SUCCESS,32,0.39
5048,17605,2265,503,2174.86,GBP,DEPOSIT,"-24.708912, -86.080134",141.97.87.241,2026-01-23 09:57:50.297,SUCCESS,4,0.21
5049,19516,4620,1735,9078.07,EUR,WITHDRAWAL,"16.308137, -160.069334",182.128.248.241,2025-02-19 05:44:50.307,SUCCESS,6,0.74
5050,23635,1876,677,1429.10,CHF,TRANSFER,"-42.752875, 62.066222",45.236.167.4,2025-12-22 12:27:50.320,SUCCESS,87,0.06
5051,10211,394,2368,3421.80,USD,PAYMENT,"6.938754, -120.049331",39.118.211.241,2026-01-09 06:20:50.330,SUCCESS,26,0.71
5052,17429,4365,1249,1932.97,GBP,PAYMENT,"-11.153895, -78.642280",86.251.203.82,2025-02-26 00:06:50.343,SUCCESS,90,0.60
5053,17888,3133,NULL,2054.83,EUR,WITHDRAWAL,"-81.661739, -128.135583",135.240.194.143,2025-06-09 02:51:50.357,SUCCESS,5,0.85
5054,21649,4018,NULL,2368.51,GBP,PAYMENT,"-13.978562, -122.931146",102.22.167.148,2024-06-15 22:03:50.370,SUCCESS,80,0.39
5055,14553,1678,2908,9746.21,EUR,WITHDRAWAL,"-22.555211, 66.789337",236.123.240.161,2024-11-29 03:37:50.383,SUCCESS,25,0.23
5056,4830,2523,NULL,7689.89,USD,DEPOSIT,"82.296615, -96.196415",29.159.113.6,2025-10-23 07:06:50.400,SUCCESS,92,0.15
5057,21944,2604,NULL,2545.16,USD,WITHDRAWAL,"81.151063, 104.496920",237.96.48.26,2026-01-29 04:43:50.417,SUCCESS,59,0.25
5058,19987,1150,3135,4457.97,GBP,DEPOSIT,"-71.204038, -124.852942",16.127.99.24,2025-05-28 23:44:50.427,SUCCESS,37,0.76
5059,14392,536,NULL,4061.43,EUR,DEPOSIT,"-48.657984, -104.614537",171.122.18.201,2024-07-04 07:36:50.440,SUCCESS,68,0.35
5060,13796,2292,4511,7963.66,CHF,WITHDRAWAL,"31.872032, 49.196778",24.152.205.158,2024-04-22 20:49:50.453,SUCCESS,4,0.31
5061,14853,3206,NULL,3153.91,EUR,TRANSFER,"52.348575, 37.341982",162.22.46.188,2024-04-02 23:57:50.470,SUCCESS,77,0.33
5062,17065,3570,2273,6683.80,EUR,TRANSFER,"-43.445237, 44.410158",173.3.127.63,2024-05-28 07:51:50.480,SUCCESS,58,0.43
5063,18884,2042,4696,9353.97,GBP,PAYMENT,"-17.189837, -60.577471",117.143.20.54,2024-08-12 11:50:50.493,SUCCESS,11,0.72
5064,14163,2782,543,8944.05,GBP,WITHDRAWAL,"39.690834, -52.086443",222.116.41.232,2025-11-26 03:25:50.507,SUCCESS,50,0.25
5065,21872,1347,3156,7529.88,GBP,PAYMENT,"64.008729, -172.787662",42.71.194.94,2025-03-03 00:47:50.520,SUCCESS,19,0.79
5066,23531,884,NULL,2986.90,GBP,DEPOSIT,"-37.382986, 44.733264",196.185.11.139,2025-01-08 16:52:50.537,SUCCESS,38,0.57
5067,18172,1766,2087,2660.46,USD,WITHDRAWAL,"58.932555, -31.403786",68.119.165.106,2025-09-17 18:03:50.547,SUCCESS,11,0.93
5068,21610,1277,NULL,9841.67,EUR,DEPOSIT,"2.002369, 25.223603",205.129.126.87,2025-06-19 05:51:50.560,SUCCESS,34,0.89
5069,18366,1936,4686,7462.13,CHF,DEPOSIT,"9.719960, -81.600234",34.109.248.220,2025-04-28 12:48:50.573,SUCCESS,44,0.89
5070,10940,605,NULL,4312.21,GBP,TRANSFER,"78.351349, -36.361690",109.160.219.126,2024-05-25 20:24:50.587,FAILED,85,0.84
5071,14886,1518,3677,5346.16,CHF,DEPOSIT,"76.772587, 128.375287",68.6.120.229,2024-04-17 23:55:50.597,SUCCESS,52,0.44
5072,20768,4930,787,905.63,GBP,WITHDRAWAL,"47.532049, 99.009087",73.104.5.20,2024-08-30 02:10:50.610,SUCCESS,7,0.41
5073,16133,4563,1035,5533.07,USD,WITHDRAWAL,"77.993823, -48.353932",66.243.231.120,2025-03-30 13:53:50.620,SUCCESS,44,0.97
5074,16163,1206,2459,1645.24,GBP,TRANSFER,"-57.628803, -157.307321",33.249.67.116,2026-01-10 12:43:50.633,SUCCESS,61,0.13
5075,22301,3494,NULL,4208.14,USD,WITHDRAWAL,"86.691565, 39.245498",175.53.195.187,2024-08-16 07:02:50.650,SUCCESS,86,0.68
