rule_id,rule_name,description,threshold_value,weight,active
3567,Rule_3567,Fraud detection rule for pattern 398,3548.00,4,1
3568,Rule_3568,Fraud detection rule for pattern 268,8295.40,5,1
3569,Rule_3569,Fraud detection rule for pattern 576,9237.28,4,1
3570,Rule_3570,Fraud detection rule for pattern 601,1590.21,3,1
3571,Rule_3571,Fraud detection rule for pattern 693,5986.82,3,1
3572,Rule_3572,Fraud detection rule for pattern 364,5527.84,2,0
3573,Rule_3573,Fraud detection rule for pattern 483,8952.17,2,1
3574,Rule_3574,Fraud detection rule for pattern 871,2523.49,2,1
3575,Rule_3575,Fraud detection rule for pattern 541,6266.43,1,0
3576,Rule_3576,Fraud detection rule for pattern 732,5717.22,4,1
3577,Rule_3577,Fraud detection rule for pattern 807,8419.95,5,1
3578,Rule_3578,Fraud detection rule for pattern 443,8332.17,3,1
3579,Rule_3579,Fraud detection rule for pattern 844,1043.56,3,1
3580,Rule_3580,Fraud detection rule for pattern 71,6246.69,4,1
3581,Rule_3581,Fraud detection rule for pattern 407,8101.43,3,1
3582,Rule_3582,Fraud detection rule for pattern 545,2669.94,3,1
3583,Rule_3583,Fraud detection rule for pattern 640,5671.56,4,1
3584,Rule_3584,Fraud detection rule for pattern 611,437.53,4,1
3585,Rule_3585,Fraud detection rule for pattern 54,8273.20,5,1
3586,Rule_3586,Fraud detection rule for pattern 760,5991.65,3,1
3587,Rule_3587,Fraud detection rule for pattern 987,2814.35,4,1
3588,Rule_3588,Fraud detection rule for pattern 451,8885.17,5,1
3589,Rule_3589,Fraud detection rule for pattern 273,2282.87,5,1
3590,Rule_3590,Fraud detection rule for pattern 83,615.54,1,1
3591,Rule_3591,Fraud detection rule for pattern 272,3686.76,2,1
3592,Rule_3592,Fraud detection rule for pattern 243,2204.26,1,1
3593,Rule_3593,Fraud detection rule for pattern 207,5606.36,5,1
3594,Rule_3594,Fraud detection rule for pattern 872,1701.40,4,1
3595,Rule_3595,Fraud detection rule for pattern 583,9711.69,5,1
3596,Rule_3596,Fraud detection rule for pattern 777,4483.02,2,1
3597,Rule_3597,Fraud detection rule for pattern 275,6973.59,2,1
3598,Rule_3598,Fraud detection rule for pattern 324,8149.02,3,1
3599,Rule_3599,Fraud detection rule for pattern 357,3032.27,2,1
3600,Rule_3600,Fraud detection rule for pattern 755,6897.79,5,1
3601,Rule_3601,Fraud detection rule for pattern 694,5168.41,5,1
3602,Rule_3602,Fraud detection rule for pattern 453,6293.48,5,1
3603,Rule_3603,Fraud detection rule for pattern 716,8223.80,2,1
3604,Rule_3604,Fraud detection rule for pattern 748,2460.64,3,1
3605,Rule_3605,Fraud detection rule for pattern 643,2096.27,2,1
3606,Rule_3606,Fraud detection rule for pattern 475,3581.32,2,1
3607,Rule_3607,Fraud detection rule for pattern 744,4957.79,3,0
3608,Rule_3608,Fraud detection rule for pattern 924,5264.65,2,1
3609,Rule_3609,Fraud detection rule for pattern 51,729.99,1,1
3610,Rule_3610,Fraud detection rule for pattern 875,7392.21,5,1
3611,Rule_3611,Fraud detection rule for pattern 730,7354.07,3,1
3612,Rule_3612,Fraud detection rule for pattern 600,1640.08,1,1
3613,Rule_3613,Fraud detection rule for pattern 769,4326.87,1,1
3614,Rule_3614,Fraud detection rule for pattern 209,9222.20,4,1
3615,Rule_3615,Fraud detection rule for pattern 669,6525.18,5,1
3616,Rule_3616,Fraud detection rule for pattern 84,1367.58,4,1
3617,Rule_3617,Fraud detection rule for pattern 998,1931.54,4,1
3618,Rule_3618,Fraud detection rule for pattern 548,7451.06,5,1
3619,Rule_3619,Fraud detection rule for pattern 287,3542.84,1,0
3620,Rule_3620,Fraud detection rule for pattern 871,3022.02,4,1
3621,Rule_3621,Fraud detection rule for pattern 979,1169.93,1,1
3622,Rule_3622,Fraud detection rule for pattern 395,7575.85,4,1
3623,Rule_3623,Fraud detection rule for pattern 305,472.25,5,1
3624,Rule_3624,Fraud detection rule for pattern 563,611.68,1,1
3625,Rule_3625,Fraud detection rule for pattern 92,1624.55,2,1
3626,Rule_3626,Fraud detection rule for pattern 386,7857.94,2,1
3627,Rule_3627,Fraud detection rule for pattern 345,2437.81,5,1
3628,Rule_3628,Fraud detection rule for pattern 569,362.72,4,1
3629,Rule_3629,Fraud detection rule for pattern 563,6642.36,2,1
3630,Rule_3630,Fraud detection rule for pattern 660,7293.55,4,1
3631,Rule_3631,Fraud detection rule for pattern 159,6597.77,5,1
3632,Rule_3632,Fraud detection rule for pattern 693,5868.12,3,1
3633,Rule_3633,Fraud detection rule for pattern 424,5532.69,4,1
3634,Rule_3634,Fraud detection rule for pattern 152,9978.08,2,1
3635,Rule_3635,Fraud detection rule for pattern 424,8756.65,5,1
3636,Rule_3636,Fraud detection rule for pattern 469,910.52,4,1
3637,Rule_3637,Fraud detection rule for pattern 738,2482.90,4,1
3638,Rule_3638,Fraud detection rule for pattern 191,3365.83,5,1
3639,Rule_3639,Fraud detection rule for pattern 72,9617.01,2,1
3640,Rule_3640,Fraud detection rule for pattern 18,6751.17,5,1
3641,Rule_3641,Fraud detection rule for pattern 114,89.00,2,1
3642,Rule_3642,Fraud detection rule for pattern 410,2069.79,1,1
3643,Rule_3643,Fraud detection rule for pattern 919,4386.02,3,1
3644,Rule_3644,Fraud detection rule for pattern 776,4626.35,5,1
3645,Rule_3645,Fraud detection rule for pattern 116,501.20,1,1
3646,Rule_3646,Fraud detection rule for pattern 69,2184.24,4,1
3647,Rule_3647,Fraud detection rule for pattern 465,2463.50,4,1
3648,Rule_3648,Fraud detection rule for pattern 458,2750.47,4,1
3649,Rule_3649,Fraud detection rule for pattern 547,1476.65,4,1
3650,Rule_3650,Fraud detection rule for pattern 694,7656.39,4,1
3651,Rule_3651,Fraud detection rule for pattern 706,2077.92,2,1
3652,Rule_3652,Fraud detection rule for pattern 333,701.42,2,1
3653,Rule_3653,Fraud detection rule for pattern 877,2938.84,4,1
3654,Rule_3654,Fraud detection rule for pattern 33,1943.74,2,0
3655,Rule_3655,Fraud detection rule for pattern 868,3025.49,5,1
3656,Rule_3656,Fraud detection rule for pattern 782,2754.33,1,1
3657,Rule_3657,Fraud detection rule for pattern 458,38.38,3,1
3658,Rule_3658,Fraud detection rule for pattern 501,8090.70,4,1
3659,Rule_3659,Fraud detection rule for pattern 782,38.39,1,1
3660,Rule_3660,Fraud detection rule for pattern 816,325.82,3,1
3661,Rule_3661,Fraud detection rule for pattern 218,2767.68,4,1
3662,Rule_3662,Fraud detection rule for pattern 208,1566.35,2,1
3663,Rule_3663,Fraud detection rule for pattern 326,4029.56,2,1
3664,Rule_3664,Fraud detection rule for pattern 332,4536.47,5,1
3665,Rule_3665,Fraud detection rule for pattern 415,9463.43,1,1
3666,Rule_3666,Fraud detection rule for pattern 810,8787.44,2,1
3667,Rule_3667,Fraud detection rule for pattern 538,9720.83,4,1
3668,Rule_3668,Fraud detection rule for pattern 906,921.62,1,1
3669,Rule_3669,Fraud detection rule for pattern 458,9998.67,1,1
3670,Rule_3670,Fraud detection rule for pattern 117,1840.24,1,1
3671,Rule_3671,Fraud detection rule for pattern 369,6545.28,2,1
3672,Rule_3672,Fraud detection rule for pattern 915,1354.46,3,1
3673,Rule_3673,Fraud detection rule for pattern 872,7507.63,4,1
3674,Rule_3674,Fraud detection rule for pattern 773,4648.66,2,0
3675,Rule_3675,Fraud detection rule for pattern 53,666.19,2,1
3676,Rule_3676,Fraud detection rule for pattern 35,4428.16,4,1
3677,Rule_3677,Fraud detection rule for pattern 757,5203.23,1,1
3678,Rule_3678,Fraud detection rule for pattern 981,8375.16,3,1
3679,Rule_3679,Fraud detection rule for pattern 143,1809.93,2,1
3680,Rule_3680,Fraud detection rule for pattern 356,39.30,5,1
3681,Rule_3681,Fraud detection rule for pattern 67,7822.34,3,1
3682,Rule_3682,Fraud detection rule for pattern 246,3362.61,5,1
3683,Rule_3683,Fraud detection rule for pattern 846,8272.67,3,0
3684,Rule_3684,Fraud detection rule for pattern 35,5084.77,1,1
3685,Rule_3685,Fraud detection rule for pattern 102,548.50,5,0
3686,Rule_3686,Fraud detection rule for pattern 23,8896.89,1,1
3687,Rule_3687,Fraud detection rule for pattern 835,6721.66,4,1
3688,Rule_3688,Fraud detection rule for pattern 429,2568.15,2,1
3689,Rule_3689,Fraud detection rule for pattern 491,8338.08,1,1
3690,Rule_3690,Fraud detection rule for pattern 602,3111.63,4,1
3691,Rule_3691,Fraud detection rule for pattern 197,114.31,2,1
3692,Rule_3692,Fraud detection rule for pattern 783,316.94,1,0
3693,Rule_3693,Fraud detection rule for pattern 282,6879.31,3,1
3694,Rule_3694,Fraud detection rule for pattern 584,9698.53,4,1
3695,Rule_3695,Fraud detection rule for pattern 821,6523.30,2,0
3696,Rule_3696,Fraud detection rule for pattern 323,1347.82,4,1
3697,Rule_3697,Fraud detection rule for pattern 525,3593.70,5,1
3698,Rule_3698,Fraud detection rule for pattern 211,6353.23,4,1
3699,Rule_3699,Fraud detection rule for pattern 214,1722.74,5,0
3700,Rule_3700,Fraud detection rule for pattern 429,1863.54,5,1
3701,Rule_3701,Fraud detection rule for pattern 821,8384.38,3,1
3702,Rule_3702,Fraud detection rule for pattern 928,2980.58,3,1
3703,Rule_3703,Fraud detection rule for pattern 835,1262.26,1,1
3704,Rule_3704,Fraud detection rule for pattern 570,2333.31,5,1
3705,Rule_3705,Fraud detection rule for pattern 619,5128.71,1,1
3706,Rule_3706,Fraud detection rule for pattern 651,685.28,2,1
3707,Rule_3707,Fraud detection rule for pattern 515,7920.18,5,1
3708,Rule_3708,Fraud detection rule for pattern 204,6559.66,5,1
3709,Rule_3709,Fraud detection rule for pattern 42,7541.32,5,1
3710,Rule_3710,Fraud detection rule for pattern 22,1376.30,5,1
3711,Rule_3711,Fraud detection rule for pattern 458,5206.07,5,0
3712,Rule_3712,Fraud detection rule for pattern 805,9268.24,1,1
3713,Rule_3713,Fraud detection rule for pattern 14,648.39,5,1
3714,Rule_3714,Fraud detection rule for pattern 131,959.90,3,1
3715,Rule_3715,Fraud detection rule for pattern 940,973.79,1,1
3716,Rule_3716,Fraud detection rule for pattern 628,6338.60,2,1
3717,Rule_3717,Fraud detection rule for pattern 67,9509.88,1,1
3718,Rule_3718,Fraud detection rule for pattern 600,3639.49,3,1
3719,Rule_3719,Fraud detection rule for pattern 743,688.36,5,1
3720,Rule_3720,Fraud detection rule for pattern 198,3899.95,1,1
3721,Rule_3721,Fraud detection rule for pattern 867,1325.30,5,1
3722,Rule_3722,Fraud detection rule for pattern 306,3687.20,3,1
3723,Rule_3723,Fraud detection rule for pattern 252,8938.96,1,0
3724,Rule_3724,Fraud detection rule for pattern 377,1573.65,3,1
3725,Rule_3725,Fraud detection rule for pattern 911,2972.32,5,1
3726,Rule_3726,Fraud detection rule for pattern 722,365.88,5,1
3727,Rule_3727,Fraud detection rule for pattern 539,9902.28,1,1
3728,Rule_3728,Fraud detection rule for pattern 875,565.00,2,1
3729,Rule_3729,Fraud detection rule for pattern 171,1571.74,3,1
3730,Rule_3730,Fraud detection rule for pattern 511,3208.15,4,1
3731,Rule_3731,Fraud detection rule for pattern 974,2476.11,5,1
3732,Rule_3732,Fraud detection rule for pattern 105,5936.13,5,1
3733,Rule_3733,Fraud detection rule for pattern 288,4929.75,4,1
3734,Rule_3734,Fraud detection rule for pattern 190,5236.62,3,1
3735,Rule_3735,Fraud detection rule for pattern 698,4631.62,5,1
3736,Rule_3736,Fraud detection rule for pattern 361,7568.25,1,1
3737,Rule_3737,Fraud detection rule for pattern 512,190.09,2,1
3738,Rule_3738,Fraud detection rule for pattern 14,8091.56,2,1
3739,Rule_3739,Fraud detection rule for pattern 301,5787.80,2,1
3740,Rule_3740,Fraud detection rule for pattern 241,8133.03,5,1
3741,Rule_3741,Fraud detection rule for pattern 827,5660.28,3,1
3742,Rule_3742,Fraud detection rule for pattern 673,6888.23,2,1
3743,Rule_3743,Fraud detection rule for pattern 168,8189.84,2,1
3744,Rule_3744,Fraud detection rule for pattern 128,7498.45,2,1
3745,Rule_3745,Fraud detection rule for pattern 527,3694.38,4,1
3746,Rule_3746,Fraud detection rule for pattern 118,7370.65,2,1
3747,Rule_3747,Fraud detection rule for pattern 959,2492.00,3,1
3748,Rule_3748,Fraud detection rule for pattern 54,1085.64,1,1
3749,Rule_3749,Fraud detection rule for pattern 468,4398.89,4,1
3750,Rule_3750,Fraud detection rule for pattern 541,3712.79,4,1
3751,Rule_3751,Fraud detection rule for pattern 271,1335.59,5,1
3752,Rule_3752,Fraud detection rule for pattern 445,6901.04,5,1
3753,Rule_3753,Fraud detection rule for pattern 916,6712.98,3,1
3754,Rule_3754,Fraud detection rule for pattern 548,6054.63,5,1
3755,Rule_3755,Fraud detection rule for pattern 646,1961.90,3,1
3756,Rule_3756,Fraud detection rule for pattern 984,120.90,1,1
3757,Rule_3757,Fraud detection rule for pattern 14,5165.78,5,1
3758,Rule_3758,Fraud detection rule for pattern 889,871.68,3,0
3759,Rule_3759,Fraud detection rule for pattern 303,3778.94,1,0
3760,Rule_3760,Fraud detection rule for pattern 317,1917.48,2,1
3761,Rule_3761,Fraud detection rule for pattern 778,2104.67,1,1
3762,Rule_3762,Fraud detection rule for pattern 218,2293.10,4,1
3763,Rule_3763,Fraud detection rule for pattern 246,4281.82,2,1
3764,Rule_3764,Fraud detection rule for pattern 670,9214.04,5,1
3765,Rule_3765,Fraud detection rule for pattern 446,6073.13,1,1
3766,Rule_3766,Fraud detection rule for pattern 984,8701.20,3,1
3767,Rule_3767,Fraud detection rule for pattern 370,2654.74,2,1
3768,Rule_3768,Fraud detection rule for pattern 697,4087.45,5,1
3769,Rule_3769,Fraud detection rule for pattern 852,6993.38,5,1
3770,Rule_3770,Fraud detection rule for pattern 457,4797.94,3,1
3771,Rule_3771,Fraud detection rule for pattern 710,1572.70,3,1
3772,Rule_3772,Fraud detection rule for pattern 68,3397.70,4,1
3773,Rule_3773,Fraud detection rule for pattern 746,5810.52,5,1
3774,Rule_3774,Fraud detection rule for pattern 120,1369.04,5,1
3775,Rule_3775,Fraud detection rule for pattern 624,7058.15,2,1
3776,Rule_3776,Fraud detection rule for pattern 151,4880.23,4,1
3777,Rule_3777,Fraud detection rule for pattern 875,1344.61,2,1
3778,Rule_3778,Fraud detection rule for pattern 653,172.71,2,1
3779,Rule_3779,Fraud detection rule for pattern 344,8707.35,4,1
3780,Rule_3780,Fraud detection rule for pattern 979,9158.99,5,1
3781,Rule_3781,Fraud detection rule for pattern 159,3788.12,1,1
3782,Rule_3782,Fraud detection rule for pattern 898,7752.17,1,1
3783,Rule_3783,Fraud detection rule for pattern 133,3114.37,4,1
3784,Rule_3784,Fraud detection rule for pattern 790,9870.88,5,0
3785,Rule_3785,Fraud detection rule for pattern 212,6134.11,3,1
3786,Rule_3786,Fraud detection rule for pattern 239,1979.52,1,1
3787,Rule_3787,Fraud detection rule for pattern 850,4432.69,1,1
3788,Rule_3788,Fraud detection rule for pattern 831,1750.35,4,0
3789,Rule_3789,Fraud detection rule for pattern 199,4463.88,1,1
3790,Rule_3790,Fraud detection rule for pattern 462,72.82,1,1
3791,Rule_3791,Fraud detection rule for pattern 202,6151.89,5,1
3792,Rule_3792,Fraud detection rule for pattern 978,2354.37,2,1
3793,Rule_3793,Fraud detection rule for pattern 510,2011.16,4,1
3794,Rule_3794,Fraud detection rule for pattern 581,597.76,2,1
3795,Rule_3795,Fraud detection rule for pattern 991,8516.60,2,1
3796,Rule_3796,Fraud detection rule for pattern 478,3837.87,1,1
3797,Rule_3797,Fraud detection rule for pattern 863,5325.51,2,1
3798,Rule_3798,Fraud detection rule for pattern 766,3015.76,3,1
3799,Rule_3799,Fraud detection rule for pattern 555,8481.20,3,1
3800,Rule_3800,Fraud detection rule for pattern 411,7856.43,1,1
3801,Rule_3801,Fraud detection rule for pattern 712,7992.98,4,1
3802,Rule_3802,Fraud detection rule for pattern 623,7977.84,4,1
3803,Rule_3803,Fraud detection rule for pattern 993,7010.27,4,1
3804,Rule_3804,Fraud detection rule for pattern 196,6025.70,2,1
3805,Rule_3805,Fraud detection rule for pattern 821,8992.58,2,1
3806,Rule_3806,Fraud detection rule for pattern 435,4739.81,1,1
3807,Rule_3807,Fraud detection rule for pattern 542,1136.82,4,1
3808,Rule_3808,Fraud detection rule for pattern 568,3924.78,4,0
3809,Rule_3809,Fraud detection rule for pattern 681,7825.80,3,1
3810,Rule_3810,Fraud detection rule for pattern 424,309.27,4,1
3811,Rule_3811,Fraud detection rule for pattern 168,1816.86,5,1
3812,Rule_3812,Fraud detection rule for pattern 801,2302.38,3,1
3813,Rule_3813,Fraud detection rule for pattern 785,4077.12,3,1
3814,Rule_3814,Fraud detection rule for pattern 310,8439.48,1,1
3815,Rule_3815,Fraud detection rule for pattern 159,7581.15,5,1
3816,Rule_3816,Fraud detection rule for pattern 793,8035.65,2,1
3817,Rule_3817,Fraud detection rule for pattern 756,4994.14,5,1
3818,Rule_3818,Fraud detection rule for pattern 885,4104.23,3,1
3819,Rule_3819,Fraud detection rule for pattern 592,845.62,3,1
3820,Rule_3820,Fraud detection rule for pattern 671,6699.51,4,1
3821,Rule_3821,Fraud detection rule for pattern 596,6830.79,2,1
3822,Rule_3822,Fraud detection rule for pattern 501,2625.93,1,1
3823,Rule_3823,Fraud detection rule for pattern 937,256.45,2,1
3824,Rule_3824,Fraud detection rule for pattern 100,7901.04,5,1
3825,Rule_3825,Fraud detection rule for pattern 332,4644.07,4,0
3826,Rule_3826,Fraud detection rule for pattern 124,7008.63,1,1
3827,Rule_3827,Fraud detection rule for pattern 299,4508.13,5,1
3828,Rule_3828,Fraud detection rule for pattern 547,3367.83,5,1
3829,Rule_3829,Fraud detection rule for pattern 84,4075.99,2,1
3830,Rule_3830,Fraud detection rule for pattern 759,9667.41,5,1
3831,Rule_3831,Fraud detection rule for pattern 513,9702.24,3,1
3832,Rule_3832,Fraud detection rule for pattern 319,6814.94,1,1
3833,Rule_3833,Fraud detection rule for pattern 898,9306.80,2,1
3834,Rule_3834,Fraud detection rule for pattern 593,75.15,1,1
3835,Rule_3835,Fraud detection rule for pattern 817,1625.65,4,1
3836,Rule_3836,Fraud detection rule for pattern 664,2250.39,1,1
3837,Rule_3837,Fraud detection rule for pattern 47,3265.91,3,1
3838,Rule_3838,Fraud detection rule for pattern 993,8585.75,2,1
3839,Rule_3839,Fraud detection rule for pattern 243,3310.43,3,1
3840,Rule_3840,Fraud detection rule for pattern 813,8542.41,1,1
3841,Rule_3841,Fraud detection rule for pattern 415,2844.13,4,1
3842,Rule_3842,Fraud detection rule for pattern 529,9294.82,3,1
3843,Rule_3843,Fraud detection rule for pattern 126,6419.26,4,1
3844,Rule_3844,Fraud detection rule for pattern 548,5392.56,5,1
3845,Rule_3845,Fraud detection rule for pattern 677,2273.03,1,1
3846,Rule_3846,Fraud detection rule for pattern 822,6451.61,1,1
3847,Rule_3847,Fraud detection rule for pattern 406,4392.63,5,0
3848,Rule_3848,Fraud detection rule for pattern 992,5165.32,3,1
3849,Rule_3849,Fraud detection rule for pattern 685,7019.53,5,1
3850,Rule_3850,Fraud detection rule for pattern 144,2665.49,2,1
3851,Rule_3851,Fraud detection rule for pattern 532,1015.10,1,1
3852,Rule_3852,Fraud detection rule for pattern 77,6895.04,2,1
3853,Rule_3853,Fraud detection rule for pattern 111,1737.03,5,1
3854,Rule_3854,Fraud detection rule for pattern 214,9352.32,2,1
3855,Rule_3855,Fraud detection rule for pattern 321,1717.35,1,1
3856,Rule_3856,Fraud detection rule for pattern 633,6906.04,5,1
3857,Rule_3857,Fraud detection rule for pattern 88,3056.94,4,0
3858,Rule_3858,Fraud detection rule for pattern 607,9043.37,3,1
3859,Rule_3859,Fraud detection rule for pattern 56,7962.69,4,1
3860,Rule_3860,Fraud detection rule for pattern 302,2676.42,1,1
3861,Rule_3861,Fraud detection rule for pattern 481,4052.02,5,1
3862,Rule_3862,Fraud detection rule for pattern 359,4325.07,5,1
3863,Rule_3863,Fraud detection rule for pattern 295,4299.23,4,1
3864,Rule_3864,Fraud detection rule for pattern 637,6745.08,3,1
3865,Rule_3865,Fraud detection rule for pattern 150,274.13,4,1
3866,Rule_3866,Fraud detection rule for pattern 416,8216.44,3,1
3867,Rule_3867,Fraud detection rule for pattern 455,9072.46,5,1
3868,Rule_3868,Fraud detection rule for pattern 724,3418.02,4,1
3869,Rule_3869,Fraud detection rule for pattern 157,4243.45,2,1
3870,Rule_3870,Fraud detection rule for pattern 635,6795.98,2,1
3871,Rule_3871,Fraud detection rule for pattern 618,6222.62,2,1
3872,Rule_3872,Fraud detection rule for pattern 250,661.92,4,1
3873,Rule_3873,Fraud detection rule for pattern 330,625.28,2,1
3874,Rule_3874,Fraud detection rule for pattern 179,3089.78,5,1
3875,Rule_3875,Fraud detection rule for pattern 957,6040.47,3,1
3876,Rule_3876,Fraud detection rule for pattern 581,6952.23,2,0
3877,Rule_3877,Fraud detection rule for pattern 407,8243.81,5,1
3878,Rule_3878,Fraud detection rule for pattern 337,7545.88,1,1
3879,Rule_3879,Fraud detection rule for pattern 910,7249.42,5,1
3880,Rule_3880,Fraud detection rule for pattern 848,1660.94,4,1
3881,Rule_3881,Fraud detection rule for pattern 822,4340.38,3,1
3882,Rule_3882,Fraud detection rule for pattern 486,125.64,2,1
3883,Rule_3883,Fraud detection rule for pattern 45,6132.12,1,0
3884,Rule_3884,Fraud detection rule for pattern 421,4657.51,5,0
3885,Rule_3885,Fraud detection rule for pattern 550,4659.23,1,1
3886,Rule_3886,Fraud detection rule for pattern 61,290.36,1,1
3887,Rule_3887,Fraud detection rule for pattern 599,3807.65,2,0
3888,Rule_3888,Fraud detection rule for pattern 338,5532.02,3,1
3889,Rule_3889,Fraud detection rule for pattern 190,2274.03,5,1
3890,Rule_3890,Fraud detection rule for pattern 406,7752.74,3,1
3891,Rule_3891,Fraud detection rule for pattern 930,8211.44,3,1
3892,Rule_3892,Fraud detection rule for pattern 935,6854.84,1,1
3893,Rule_3893,Fraud detection rule for pattern 709,9107.48,2,1
3894,Rule_3894,Fraud detection rule for pattern 457,2372.87,3,1
3895,Rule_3895,Fraud detection rule for pattern 264,4361.64,4,1
3896,Rule_3896,Fraud detection rule for pattern 743,7445.25,4,1
3897,Rule_3897,Fraud detection rule for pattern 430,757.91,3,1
3898,Rule_3898,Fraud detection rule for pattern 840,5674.14,3,1
3899,Rule_3899,Fraud detection rule for pattern 961,8707.06,2,1
3900,Rule_3900,Fraud detection rule for pattern 820,3904.94,4,0
3901,Rule_3901,Fraud detection rule for pattern 198,5921.00,3,1
3902,Rule_3902,Fraud detection rule for pattern 47,8779.35,1,0
3903,Rule_3903,Fraud detection rule for pattern 814,8996.21,2,1
3904,Rule_3904,Fraud detection rule for pattern 937,9246.48,4,1
3905,Rule_3905,Fraud detection rule for pattern 81,2804.99,1,1
3906,Rule_3906,Fraud detection rule for pattern 186,3422.75,4,1
3907,Rule_3907,Fraud detection rule for pattern 605,4548.90,1,0
3908,Rule_3908,Fraud detection rule for pattern 56,8713.94,5,1
3909,Rule_3909,Fraud detection rule for pattern 194,1199.28,5,1
3910,Rule_3910,Fraud detection rule for pattern 62,4776.21,1,1
3911,Rule_3911,Fraud detection rule for pattern 620,6221.52,4,1
3912,Rule_3912,Fraud detection rule for pattern 694,6733.68,1,1
3913,Rule_3913,Fraud detection rule for pattern 722,7356.17,3,0
3914,Rule_3914,Fraud detection rule for pattern 677,9680.24,5,1
3915,Rule_3915,Fraud detection rule for pattern 708,7473.71,2,1
3916,Rule_3916,Fraud detection rule for pattern 525,248.73,1,1
3917,Rule_3917,Fraud detection rule for pattern 873,9759.41,1,1
3918,Rule_3918,Fraud detection rule for pattern 686,2148.04,2,1
3919,Rule_3919,Fraud detection rule for pattern 948,2918.37,5,1
3920,Rule_3920,Fraud detection rule for pattern 908,1766.07,4,1
3921,Rule_3921,Fraud detection rule for pattern 700,2423.35,1,1
3922,Rule_3922,Fraud detection rule for pattern 379,5517.06,4,1
3923,Rule_3923,Fraud detection rule for pattern 56,5699.32,1,1
3924,Rule_3924,Fraud detection rule for pattern 78,8993.03,3,0
3925,Rule_3925,Fraud detection rule for pattern 581,9727.50,1,1
3926,Rule_3926,Fraud detection rule for pattern 959,4773.75,2,1
3927,Rule_3927,Fraud detection rule for pattern 479,591.07,1,1
3928,Rule_3928,Fraud detection rule for pattern 99,1843.77,4,1
3929,Rule_3929,Fraud detection rule for pattern 842,2292.44,5,1
3930,Rule_3930,Fraud detection rule for pattern 413,3751.50,2,0
3931,Rule_3931,Fraud detection rule for pattern 689,2925.22,2,1
3932,Rule_3932,Fraud detection rule for pattern 759,8810.91,4,1
3933,Rule_3933,Fraud detection rule for pattern 417,3912.73,5,1
3934,Rule_3934,Fraud detection rule for pattern 758,2377.46,3,1
3935,Rule_3935,Fraud detection rule for pattern 227,8277.46,3,0
3936,Rule_3936,Fraud detection rule for pattern 374,3835.35,4,1
3937,Rule_3937,Fraud detection rule for pattern 230,4407.60,4,1
3938,Rule_3938,Fraud detection rule for pattern 395,502.09,3,1
3939,Rule_3939,Fraud detection rule for pattern 10,1079.59,5,1
3940,Rule_3940,Fraud detection rule for pattern 479,82.41,5,1
3941,Rule_3941,Fraud detection rule for pattern 402,5946.23,3,1
3942,Rule_3942,Fraud detection rule for pattern 658,1763.36,2,1
3943,Rule_3943,Fraud detection rule for pattern 860,3589.61,3,1
3944,Rule_3944,Fraud detection rule for pattern 448,2159.01,2,1
3945,Rule_3945,Fraud detection rule for pattern 887,2435.87,3,1
3946,Rule_3946,Fraud detection rule for pattern 592,2001.60,4,1
3947,Rule_3947,Fraud detection rule for pattern 270,7690.98,5,1
3948,Rule_3948,Fraud detection rule for pattern 820,1927.39,4,1
3949,Rule_3949,Fraud detection rule for pattern 440,9669.17,1,1
3950,Rule_3950,Fraud detection rule for pattern 391,2891.39,2,1
3951,Rule_3951,Fraud detection rule for pattern 794,399.67,4,1
3952,Rule_3952,Fraud detection rule for pattern 476,4491.91,2,1
3953,Rule_3953,Fraud detection rule for pattern 439,7805.07,5,1
3954,Rule_3954,Fraud detection rule for pattern 158,9202.41,5,1
3955,Rule_3955,Fraud detection rule for pattern 385,7984.46,4,1
3956,Rule_3956,Fraud detection rule for pattern 972,4902.96,4,1
3957,Rule_3957,Fraud detection rule for pattern 947,8304.10,4,1
3958,Rule_3958,Fraud detection rule for pattern 770,1745.97,3,1
3959,Rule_3959,Fraud detection rule for pattern 75,2420.94,2,1
3960,Rule_3960,Fraud detection rule for pattern 90,5086.02,4,1
3961,Rule_3961,Fraud detection rule for pattern 207,7248.10,1,1
3962,Rule_3962,Fraud detection rule for pattern 116,1839.07,3,1
3963,Rule_3963,Fraud detection rule for pattern 28,2770.28,2,1
3964,Rule_3964,Fraud detection rule for pattern 368,7069.01,3,1
3965,Rule_3965,Fraud detection rule for pattern 462,4024.56,3,1
3966,Rule_3966,Fraud detection rule for pattern 53,521.00,5,0
3967,Rule_3967,Fraud detection rule for pattern 726,3535.37,1,1
3968,Rule_3968,Fraud detection rule for pattern 719,3537.71,2,1
3969,Rule_3969,Fraud detection rule for pattern 716,3416.85,3,1
3970,Rule_3970,Fraud detection rule for pattern 236,5916.06,3,1
3971,Rule_3971,Fraud detection rule for pattern 324,8917.41,1,1
3972,Rule_3972,Fraud detection rule for pattern 88,4620.41,1,1
3973,Rule_3973,Fraud detection rule for pattern 200,5275.26,5,1
3974,Rule_3974,Fraud detection rule for pattern 587,7621.19,3,1
3975,Rule_3975,Fraud detection rule for pattern 65,7868.88,4,1
3976,Rule_3976,Fraud detection rule for pattern 771,9610.05,2,0
3977,Rule_3977,Fraud detection rule for pattern 290,3832.45,3,1
3978,Rule_3978,Fraud detection rule for pattern 31,5543.68,4,1
