alert_id,transaction_id,rule_id,risk_score,severity,created_at,resolved,analyst_id
3280,173,5319,21,CRITICAL,2025-05-23 06:42:10.827,1,NULL
3281,7057,310,85,HIGH,2025-03-12 16:51:10.833,1,NULL
3282,5292,1203,29,MEDIUM,2025-12-08 16:20:10.843,0,NULL
3283,6439,3605,31,MEDIUM,2025-03-27 19:21:10.850,0,NULL
3284,4747,3763,37,LOW,2025-12-31 12:49:10.860,1,NULL
3285,1685,1583,81,CRITICAL,2024-04-19 02:30:10.867,1,NULL
3286,3551,364,91,LOW,2024-11-19 06:57:10.877,1,NULL
3287,535,4028,86,HIGH,2025-01-02 11:13:10.887,0,2396
3288,5635,8187,18,CRITICAL,2024-04-14 11:37:10.897,0,NULL
3289,9049,4931,16,CRITICAL,2024-12-08 21:25:10.903,0,NULL
3290,5578,993,89,CRITICAL,2026-01-20 23:30:10.913,1,NULL
3291,6606,2250,44,HIGH,2025-03-08 00:38:10.920,0,NULL
3292,421,8965,56,HIGH,2025-07-02 14:22:10.933,0,392
3293,2237,6455,22,CRITICAL,2024-09-18 18:03:10.947,0,3777
3294,5488,2381,37,HIGH,2025-07-17 20:47:10.957,1,3948
3295,587,8276,9,MEDIUM,2024-10-10 04:38:10.970,1,5381
3296,1292,521,41,LOW,2024-08-14 10:15:10.977,1,NULL
3297,6704,2401,61,LOW,2024-11-09 16:42:10.987,0,NULL
3298,6863,1923,95,HIGH,2024-12-20 14:31:10.993,1,NULL
3299,9665,1886,34,HIGH,2025-03-03 23:21:11.007,0,NULL
3300,5248,2183,47,LOW,2024-04-04 19:49:11.013,0,NULL
3301,6059,2848,50,HIGH,2025-08-17 21:25:11.020,0,NULL
3302,827,6381,0,CRITICAL,2024-06-16 17:30:11.033,0,5764
3303,5076,3607,79,LOW,2025-10-10 12:54:11.047,0,3989
3304,135,7183,69,CRITICAL,2024-06-23 17:17:11.053,0,NULL
3305,6263,375,19,LOW,2025-10-17 23:58:11.063,0,NULL
3306,7083,6598,97,CRITICAL,2024-10-22 00:12:11.070,1,NULL
3307,8639,5700,49,LOW,2025-06-18 21:13:11.077,0,NULL
3308,9927,7646,74,CRITICAL,2024-04-01 18:25:11.087,0,NULL
3309,4767,4427,15,CRITICAL,2024-11-27 03:32:11.093,0,NULL
3310,281,3365,35,LOW,2024-12-15 00:34:11.107,0,6675
3311,3620,3669,16,CRITICAL,2025-06-30 21:06:11.117,0,9182
3312,7793,3750,60,MEDIUM,2024-09-15 07:01:11.123,1,NULL
3313,8831,7465,27,HIGH,2026-01-30 01:06:11.133,1,NULL
3314,7651,5339,11,CRITICAL,2025-06-11 11:15:11.140,1,NULL
3315,6247,8500,1,MEDIUM,2025-04-23 10:22:11.150,0,NULL
3316,6874,4327,76,CRITICAL,2024-09-20 13:02:11.157,1,NULL
3317,4279,6730,57,HIGH,2025-03-14 17:52:11.163,0,NULL
3318,9119,6325,13,CRITICAL,2025-12-06 00:09:11.170,1,NULL
3319,7063,4236,18,CRITICAL,2024-12-30 03:15:11.183,0,3474
3320,8621,1994,78,LOW,2026-01-04 05:50:11.190,0,NULL
3321,7528,8035,42,MEDIUM,2024-12-21 18:40:11.200,0,NULL
3322,434,8741,36,MEDIUM,2024-09-24 01:26:11.210,1,7803
3323,3542,91,93,MEDIUM,2025-05-11 18:36:11.220,0,NULL
3324,1947,7611,54,MEDIUM,2025-10-30 04:04:11.227,0,NULL
3325,5509,475,67,LOW,2025-04-28 10:51:11.247,0,NULL
3326,6924,5042,63,CRITICAL,2025-08-19 23:43:11.263,1,NULL
3327,2488,5566,93,CRITICAL,2024-07-11 19:22:11.270,0,NULL
3328,8603,4645,24,MEDIUM,2025-02-07 10:29:11.280,1,NULL
3329,911,5096,59,MEDIUM,2025-12-18 01:07:11.290,0,NULL
3330,8505,7046,4,LOW,2024-03-19 16:35:11.300,0,NULL
3331,5278,1592,86,CRITICAL,2024-07-02 11:58:11.307,1,NULL
3332,3852,2747,39,MEDIUM,2024-07-09 21:37:11.317,0,NULL
3333,5680,6521,82,LOW,2026-01-02 23:32:11.327,1,NULL
3334,295,2990,1,CRITICAL,2024-05-06 00:23:11.337,1,NULL
3335,5089,3134,69,LOW,2025-10-19 17:20:11.347,0,NULL
3336,1384,4176,9,HIGH,2025-04-07 03:23:11.353,1,NULL
3337,7740,6829,70,LOW,2025-08-06 07:17:11.363,0,NULL
3338,4577,5486,18,LOW,2025-07-20 22:06:11.373,0,NULL
3339,7720,8943,76,LOW,2024-08-31 09:19:11.383,1,NULL
3340,830,8274,90,CRITICAL,2024-05-21 13:16:11.390,0,NULL
3341,9292,8134,44,LOW,2026-01-06 07:51:11.400,1,NULL
3342,8845,6459,5,CRITICAL,2026-02-04 07:49:11.420,0,2674
3343,9027,2837,24,LOW,2025-08-11 19:03:11.430,0,NULL
3344,1207,4108,68,CRITICAL,2024-09-15 22:47:11.440,1,NULL
3345,9360,2342,76,HIGH,2025-04-10 22:22:11.450,0,6617
3346,7151,5771,33,LOW,2024-02-13 03:57:11.457,0,NULL
3347,1203,7957,44,CRITICAL,2025-09-01 12:17:11.467,1,8820
3348,3306,1177,62,MEDIUM,2024-09-04 05:51:11.473,0,NULL
3349,71,8556,44,MEDIUM,2025-01-08 03:26:11.480,0,NULL
3350,4834,3199,67,CRITICAL,2024-10-15 15:37:11.490,0,6605
3351,6147,7757,74,CRITICAL,2025-12-08 10:25:11.500,1,1386
3352,4395,4941,85,LOW,2024-12-11 08:01:11.507,0,NULL
3353,3229,446,85,LOW,2025-07-27 16:53:11.513,0,NULL
3354,6894,4593,1,LOW,2025-03-27 21:06:11.523,1,648
3355,6966,8287,89,CRITICAL,2025-01-21 09:26:11.530,0,NULL
3356,503,665,29,MEDIUM,2025-02-20 05:43:11.537,0,NULL
3357,594,6826,71,MEDIUM,2025-08-22 17:14:11.543,1,NULL
3358,9587,528,77,LOW,2026-01-16 16:36:11.553,0,1557
3359,1950,454,80,CRITICAL,2025-09-13 08:44:11.563,0,6403
3360,6786,4308,73,CRITICAL,2024-12-24 18:38:11.570,0,NULL
3361,4974,8141,8,HIGH,2025-10-11 16:24:11.580,0,374
3362,3849,691,44,CRITICAL,2025-04-15 01:13:11.590,1,NULL
3363,853,7248,37,MEDIUM,2024-07-11 01:01:11.600,0,4583
3364,235,47,5,HIGH,2025-02-07 21:35:11.607,1,NULL
3365,7727,6658,54,CRITICAL,2025-08-14 06:57:11.617,0,7329
3366,9970,8981,44,MEDIUM,2024-04-01 18:21:11.623,0,NULL
3367,7100,3453,22,LOW,2025-08-26 16:38:11.633,0,3322
3368,1594,4312,15,MEDIUM,2026-01-02 05:10:11.640,1,NULL
3369,3232,1854,63,CRITICAL,2025-07-31 14:28:11.647,0,NULL
3370,3876,3521,97,HIGH,2025-01-03 18:23:11.653,0,NULL
3371,1178,7479,6,HIGH,2024-08-17 16:26:11.663,0,7499
3372,617,4813,46,MEDIUM,2024-09-08 22:44:11.670,0,NULL
3373,6275,1446,22,LOW,2024-04-26 21:12:11.677,0,NULL
3374,3874,6717,23,LOW,2024-10-16 10:12:11.683,0,NULL
3375,2203,7259,21,CRITICAL,2025-06-30 10:15:11.690,0,NULL
3376,4758,8321,36,HIGH,2025-08-29 03:37:11.697,0,NULL
3377,3490,4928,92,LOW,2025-01-08 17:26:11.703,0,NULL
3378,3100,3802,65,LOW,2025-07-24 04:33:11.713,1,6028
3379,9890,7466,68,MEDIUM,2024-07-22 12:30:11.720,1,NULL
3380,7509,5171,11,MEDIUM,2025-11-03 22:32:11.730,0,5363
3381,6119,5895,94,LOW,2024-06-19 18:52:11.737,0,NULL
3382,1054,2549,75,LOW,2025-01-21 03:11:11.747,1,8990
3383,9592,2759,16,MEDIUM,2025-12-13 02:26:11.753,0,NULL
3384,9486,4200,26,MEDIUM,2025-12-27 12:16:11.760,0,NULL
3385,5439,8405,96,MEDIUM,2025-06-01 01:24:11.770,0,57
3386,5186,3303,47,MEDIUM,2025-09-05 04:38:11.780,0,7749
3387,1865,4787,59,HIGH,2024-05-26 05:39:11.787,0,NULL
3388,4994,1610,60,LOW,2025-11-24 00:58:11.793,0,NULL
3389,5238,3691,77,HIGH,2025-01-23 11:11:11.800,1,NULL
3390,5982,7453,9,MEDIUM,2024-06-05 20:45:11.807,0,NULL
3391,9981,5540,58,HIGH,2024-09-16 14:50:11.817,1,NULL
3392,1464,6718,8,CRITICAL,2024-10-09 06:57:11.823,1,NULL
3393,9152,4493,58,HIGH,2025-12-26 13:18:11.833,0,NULL
3394,6525,3592,3,HIGH,2025-01-10 19:34:11.840,1,NULL
3395,6244,8085,23,MEDIUM,2025-05-16 19:42:11.850,0,NULL
3396,5438,3728,69,LOW,2025-11-13 14:07:11.857,1,NULL
3397,4499,6978,74,MEDIUM,2024-04-07 10:59:11.867,0,NULL
3398,1266,3479,96,MEDIUM,2024-03-21 16:56:11.877,0,6930
3399,3389,7877,94,LOW,2025-04-03 21:10:11.887,0,NULL
3400,2176,3948,93,LOW,2025-11-15 21:55:11.893,0,NULL
3401,8911,6395,51,CRITICAL,2024-05-19 03:57:11.903,1,NULL
3402,4572,3357,3,MEDIUM,2026-01-10 02:56:11.910,0,NULL
3403,5344,8763,68,LOW,2024-08-03 05:14:11.920,0,111
3404,9993,3702,19,HIGH,2025-11-05 21:52:11.940,0,6031
3405,38,6403,7,LOW,2024-06-26 06:49:11.953,1,1095
3406,4452,5640,35,LOW,2026-01-28 09:27:11.960,0,NULL
3407,6890,3319,67,MEDIUM,2025-06-02 10:06:11.970,0,NULL
3408,7221,609,9,MEDIUM,2025-11-26 18:36:11.977,0,NULL
3409,4958,1664,54,CRITICAL,2025-05-27 11:51:11.983,1,NULL
3410,2565,895,67,CRITICAL,2024-06-04 08:00:11.993,0,NULL
3411,2371,5354,7,LOW,2024-05-01 01:29:12.013,0,6254
3412,9555,43,82,LOW,2024-03-03 17:35:12.020,0,NULL
3413,244,1934,84,LOW,2024-06-17 13:17:12.033,1,8207
3414,1539,898,37,CRITICAL,2025-02-14 12:13:12.043,1,NULL
3415,3780,1425,25,LOW,2025-06-09 06:46:12.053,0,NULL
3416,8934,538,94,CRITICAL,2025-12-27 04:03:12.063,1,NULL
3417,8040,7851,79,CRITICAL,2024-08-07 23:01:12.070,1,NULL
3418,3413,2579,25,CRITICAL,2025-09-16 01:44:12.080,0,NULL
3419,1348,4729,33,LOW,2024-03-24 03:43:12.090,1,NULL
3420,471,6945,6,MEDIUM,2026-02-02 22:33:12.100,0,NULL
3421,5246,7473,99,CRITICAL,2024-11-20 00:55:12.113,1,9229
3422,3972,448,77,LOW,2025-04-25 19:59:12.123,0,NULL
3423,7051,1490,84,LOW,2024-09-10 07:28:12.130,0,NULL
3424,7072,8071,72,HIGH,2025-09-03 06:11:12.140,1,NULL
3425,5808,463,79,CRITICAL,2025-07-16 14:44:12.150,0,NULL
3426,6342,4284,27,LOW,2025-11-06 11:12:12.160,0,NULL
3427,5653,6025,37,HIGH,2024-03-18 04:35:12.170,0,NULL
3428,4171,6951,89,CRITICAL,2025-11-12 00:07:12.177,0,NULL
3429,4664,3766,62,LOW,2026-02-04 08:34:12.190,0,8834
3430,5804,4740,39,LOW,2026-01-23 03:19:12.197,1,NULL
3431,1199,7500,11,CRITICAL,2025-10-05 16:06:12.203,0,NULL
3432,8340,2047,59,HIGH,2026-01-30 15:08:12.213,0,NULL
3433,9128,8571,21,MEDIUM,2025-12-20 13:36:12.220,0,NULL
3434,9092,3231,45,LOW,2024-04-25 05:19:12.233,1,9168
3435,4469,6606,50,LOW,2025-09-20 21:15:12.240,0,NULL
3436,7579,6722,80,CRITICAL,2025-06-30 14:08:12.250,0,NULL
3437,8295,6742,74,HIGH,2024-07-23 00:00:12.257,0,NULL
3438,3764,1118,1,LOW,2024-10-05 18:44:12.267,0,NULL
3439,2371,1423,40,HIGH,2025-03-12 03:08:12.273,0,NULL
3440,9554,6689,36,LOW,2024-11-04 20:12:12.287,0,2143
3441,9158,7962,71,LOW,2025-01-21 00:03:12.297,1,NULL
3442,5914,2840,53,CRITICAL,2024-07-22 19:51:12.303,0,NULL
3443,6649,4484,79,CRITICAL,2025-01-21 18:45:12.310,0,NULL
3444,3014,4322,7,CRITICAL,2024-12-24 06:03:12.323,1,6825
3445,4709,3794,49,CRITICAL,2025-10-30 11:11:12.333,0,NULL
3446,4866,743,13,MEDIUM,2025-05-09 13:54:12.340,0,NULL
3447,5332,7060,20,HIGH,2025-05-15 14:35:12.350,0,NULL
3448,9249,4021,76,HIGH,2025-09-27 06:02:12.357,0,NULL
3449,4103,436,85,HIGH,2024-08-06 18:25:12.367,0,NULL
3450,1664,478,86,MEDIUM,2024-12-11 22:58:12.373,0,NULL
3451,1792,1755,17,MEDIUM,2024-07-15 08:40:12.387,0,9789
3452,2757,1628,20,CRITICAL,2025-09-30 15:52:12.403,0,4965
3453,9631,8403,68,LOW,2026-01-09 20:32:12.410,1,NULL
3454,7213,2948,41,CRITICAL,2024-04-04 20:30:12.420,1,NULL
3455,2834,634,21,MEDIUM,2025-08-09 18:12:12.427,0,NULL
3456,7250,2501,50,MEDIUM,2024-10-23 14:36:12.433,0,NULL
3457,940,5483,44,LOW,2025-11-10 10:16:12.440,0,NULL
3458,8297,1936,70,LOW,2024-02-18 00:04:12.453,0,7738
3459,1427,3737,36,LOW,2025-03-12 04:01:12.460,0,NULL
3460,1813,4839,17,CRITICAL,2024-11-14 09:10:12.470,0,NULL
3461,6601,6503,49,MEDIUM,2025-11-28 07:42:12.477,1,NULL
3462,100,8805,52,HIGH,2025-04-05 21:43:12.483,0,NULL
3463,292,2105,10,MEDIUM,2024-11-12 16:45:12.490,0,NULL
3464,4972,7832,3,CRITICAL,2025-12-20 09:49:12.500,0,NULL
3465,9130,8640,97,CRITICAL,2024-03-02 17:04:12.507,1,NULL
3466,8136,8344,44,MEDIUM,2025-07-28 17:09:12.517,0,962
3467,2696,7473,33,LOW,2025-10-09 02:58:12.523,0,NULL
3468,4222,4399,27,MEDIUM,2024-08-16 13:39:12.533,0,NULL
3469,1906,5512,93,HIGH,2024-07-22 01:22:12.540,1,NULL
3470,7678,8597,26,LOW,2025-06-21 13:12:12.550,0,NULL
3471,331,5489,86,MEDIUM,2025-10-24 03:28:12.563,0,7922
3472,7007,7185,99,LOW,2024-05-07 05:38:12.573,0,NULL
3473,7610,7402,74,CRITICAL,2025-12-15 03:33:12.580,0,NULL
3474,3234,8564,40,MEDIUM,2025-06-04 22:07:12.590,0,NULL
3475,5437,772,84,LOW,2025-11-08 03:40:12.600,1,NULL
3476,5959,3568,2,LOW,2024-09-08 07:30:12.610,0,NULL
3477,4892,4531,78,LOW,2025-06-14 09:34:12.617,0,NULL
3478,257,8170,70,LOW,2025-11-12 21:25:12.627,0,NULL
3479,5216,2929,28,LOW,2026-01-15 05:19:12.637,1,NULL
3480,4081,5218,35,CRITICAL,2024-03-24 20:23:12.643,1,NULL
3481,9751,1985,40,HIGH,2025-01-25 11:14:12.653,0,NULL
3482,438,8245,85,MEDIUM,2024-10-11 00:53:12.660,1,NULL
3483,83,8133,92,LOW,2024-12-09 05:20:12.670,0,NULL
3484,6176,3627,11,CRITICAL,2024-08-28 20:21:12.680,0,NULL
3485,9966,4581,66,CRITICAL,2025-05-01 18:30:12.687,0,NULL
3486,1968,216,11,HIGH,2024-11-05 22:55:12.693,0,NULL
3487,9772,476,4,CRITICAL,2024-08-28 22:53:12.700,0,NULL
3488,1128,8303,26,MEDIUM,2024-05-03 14:45:12.710,0,NULL
3489,5811,1086,80,CRITICAL,2025-01-12 16:42:12.717,1,NULL
3490,1264,2404,36,CRITICAL,2026-01-04 01:25:12.723,0,NULL
3491,2306,6184,58,HIGH,2024-02-11 05:46:12.730,0,NULL
3492,3877,1742,80,HIGH,2026-01-30 03:48:12.740,0,2380
3493,2121,693,68,HIGH,2024-11-21 03:11:12.747,0,NULL
3494,3660,7602,85,HIGH,2024-09-07 02:38:12.753,0,NULL
3495,1301,6714,2,LOW,2024-11-29 06:52:12.767,1,2687
3496,1215,8257,96,HIGH,2024-03-22 21:44:12.777,0,878
3497,6145,4753,93,LOW,2025-12-26 18:40:12.783,0,NULL
3498,762,4516,23,CRITICAL,2025-05-03 10:18:12.790,1,NULL
3499,9580,3701,53,LOW,2024-07-17 02:05:12.800,1,NULL
3500,3647,3259,23,LOW,2024-11-16 09:19:12.807,1,NULL
3501,8444,6467,20,LOW,2025-06-12 09:57:12.813,0,NULL
3502,6190,6732,100,HIGH,2025-10-21 15:08:12.820,0,NULL
3503,5095,3563,3,HIGH,2024-03-16 02:08:12.827,0,NULL
3504,2897,1885,19,LOW,2024-03-15 18:40:12.833,0,NULL
3505,5646,7147,62,HIGH,2026-02-04 02:14:12.843,0,4539
3506,1935,1390,76,LOW,2025-01-21 18:11:12.850,0,NULL
3507,2481,1227,8,CRITICAL,2025-02-15 19:56:12.857,0,NULL
3508,9782,4092,55,MEDIUM,2024-06-05 10:15:12.863,0,NULL
3509,7141,8948,71,MEDIUM,2025-06-25 11:36:12.870,0,NULL
3510,4305,36,11,LOW,2024-05-01 03:46:12.877,0,NULL
3511,5012,5065,4,CRITICAL,2024-08-05 23:48:12.883,0,NULL
3512,5394,6926,63,HIGH,2025-08-05 16:36:12.890,1,NULL
3513,359,8056,2,MEDIUM,2024-05-29 21:59:12.897,0,NULL
3514,4551,8294,22,LOW,2025-07-16 22:27:12.903,0,NULL
3515,9513,7671,64,MEDIUM,2025-07-04 06:11:12.910,0,NULL
3516,5830,7778,93,HIGH,2025-12-27 19:44:12.917,1,NULL
3517,1782,6334,96,LOW,2024-10-07 03:54:12.920,0,NULL
3518,6048,5970,3,CRITICAL,2024-11-04 13:23:12.930,0,NULL
3519,8255,2942,74,MEDIUM,2024-07-21 14:08:12.933,1,NULL
3520,436,441,76,LOW,2025-06-21 21:03:12.940,0,NULL
3521,78,5633,57,MEDIUM,2024-10-18 04:46:12.950,0,8656
3522,6295,8034,57,CRITICAL,2025-04-06 02:53:12.960,1,NULL
3523,1947,3148,79,LOW,2025-02-01 14:52:12.963,1,NULL
3524,7366,2043,7,LOW,2024-06-22 20:16:12.980,0,930
3525,4866,7566,67,CRITICAL,2025-07-31 19:27:12.990,0,7267
3526,6892,174,6,HIGH,2024-03-08 03:42:12.997,0,NULL
3527,6434,1003,52,CRITICAL,2025-01-05 00:17:13.010,1,NULL
3528,2862,2659,14,HIGH,2025-11-25 04:29:13.017,0,NULL
3529,2237,1911,47,CRITICAL,2025-08-05 06:36:13.023,0,NULL
3530,6850,8373,62,CRITICAL,2024-07-28 22:48:13.030,0,NULL
3531,9779,8601,99,CRITICAL,2025-06-10 06:10:13.037,0,NULL
3532,9732,4900,99,HIGH,2025-12-02 19:43:13.040,0,NULL
3533,9906,8366,85,CRITICAL,2025-10-20 08:23:13.050,0,NULL
3534,5893,1739,58,LOW,2024-03-12 03:34:13.053,1,NULL
3535,1633,1670,27,LOW,2025-12-14 14:46:13.063,0,NULL
3536,6802,7180,13,HIGH,2024-07-27 19:50:13.073,0,3184
3537,2458,6863,41,HIGH,2024-03-10 07:58:13.083,1,NULL
3538,8606,2835,24,MEDIUM,2025-06-14 04:09:13.093,0,NULL
3539,5991,4062,22,HIGH,2025-05-28 14:16:13.107,0,477
3540,4636,4213,26,HIGH,2025-02-27 08:21:13.117,1,NULL
3541,6265,4925,34,MEDIUM,2025-01-09 12:46:13.123,0,NULL
3542,863,3142,82,MEDIUM,2025-08-04 05:36:13.130,0,NULL
3543,9672,1428,17,LOW,2026-01-27 04:38:13.143,0,3924
3544,2854,2012,57,CRITICAL,2025-05-10 16:55:13.153,1,NULL
3545,8638,572,48,LOW,2025-11-26 01:05:13.160,0,NULL
3546,5898,5849,54,MEDIUM,2025-10-26 12:16:13.173,1,NULL
3547,9427,3240,68,MEDIUM,2025-11-17 16:36:13.180,0,NULL
3548,2026,6911,37,CRITICAL,2025-04-10 19:29:13.190,0,NULL
3549,236,7563,91,LOW,2024-02-29 03:00:13.197,0,NULL
3550,6682,8162,25,MEDIUM,2026-01-13 12:45:13.207,0,NULL
3551,879,5076,14,MEDIUM,2026-01-02 18:52:13.213,1,NULL
3552,7170,8711,72,CRITICAL,2026-01-26 21:47:13.223,0,NULL
3553,3051,3244,66,CRITICAL,2025-07-03 08:51:13.230,0,NULL
3554,7338,5711,19,HIGH,2025-11-11 14:50:13.240,0,NULL
3555,6612,8027,45,HIGH,2025-01-03 17:07:13.247,0,NULL
3556,2238,7792,62,LOW,2024-11-11 03:33:13.253,1,NULL
3557,116,4564,98,LOW,2025-05-09 02:52:13.267,1,5004
3558,5679,6459,54,HIGH,2025-03-05 11:13:13.277,0,NULL
3559,5260,1437,12,HIGH,2025-02-18 07:40:13.283,0,NULL
3560,1366,985,62,MEDIUM,2025-09-16 22:21:13.297,0,5979
3561,2846,1161,37,MEDIUM,2025-08-30 09:42:13.310,0,2328
3562,1031,2126,58,HIGH,2024-06-15 20:00:13.317,1,NULL
3563,5108,666,74,HIGH,2024-04-23 12:18:13.323,0,NULL
3564,8888,6929,71,CRITICAL,2024-04-12 05:31:13.333,0,NULL
3565,1799,2621,55,MEDIUM,2025-04-26 19:06:13.340,0,NULL
3566,4416,3704,60,MEDIUM,2025-04-08 23:42:13.350,0,NULL
3567,7868,7700,97,LOW,2025-06-24 00:04:13.357,0,NULL
3568,7686,184,33,LOW,2025-05-21 13:06:13.370,0,2827
3569,4481,3293,81,MEDIUM,2025-02-08 08:18:13.380,1,NULL
3570,6426,2169,99,CRITICAL,2025-08-13 22:06:13.390,0,9380
3571,3123,2606,44,CRITICAL,2024-04-05 07:01:13.403,0,6831
3572,6378,6580,91,HIGH,2024-12-05 20:02:13.413,0,NULL
3573,9484,7112,14,LOW,2024-09-06 00:10:13.420,1,NULL
3574,8531,3106,12,MEDIUM,2024-12-22 17:17:13.430,0,NULL
3575,5910,6850,3,LOW,2024-12-31 13:44:13.437,0,NULL
3576,5964,5144,89,LOW,2025-02-02 18:50:13.450,0,5754
3577,8707,1167,80,CRITICAL,2025-09-10 07:10:13.457,1,NULL
3578,6408,6087,42,CRITICAL,2025-10-27 07:43:13.463,1,NULL
3579,8026,2419,99,HIGH,2025-03-21 12:04:13.473,0,NULL
3580,6933,2968,81,CRITICAL,2025-01-03 00:01:13.480,1,NULL
3581,4872,8294,50,LOW,2026-01-31 12:38:13.497,0,NULL
3582,3562,2260,87,LOW,2025-08-31 22:17:13.503,0,NULL
3583,9991,5852,57,MEDIUM,2025-06-22 10:52:13.513,0,NULL
3584,6113,8737,13,LOW,2024-09-24 07:44:13.520,1,NULL
3585,7482,1641,65,CRITICAL,2026-02-04 02:03:13.530,0,NULL
3586,2121,7599,39,LOW,2024-04-17 20:57:13.540,0,6904
3587,5864,7786,52,LOW,2025-03-25 09:50:13.550,1,NULL
3588,3599,6227,98,HIGH,2026-01-19 02:06:13.557,0,NULL
3589,6666,6067,21,LOW,2025-02-09 01:35:13.567,0,NULL
3590,5558,7654,44,LOW,2024-06-01 20:12:13.580,0,2345
3591,9678,8496,72,HIGH,2024-07-06 15:05:13.587,0,NULL
3592,6276,871,66,HIGH,2025-01-12 10:13:13.597,0,NULL
3593,4491,981,79,LOW,2024-05-26 09:27:13.603,0,NULL
3594,1682,6870,80,HIGH,2026-01-18 10:20:13.617,0,NULL
3595,4064,343,21,HIGH,2024-04-14 10:20:13.627,0,NULL
3596,1382,3627,32,CRITICAL,2024-07-06 09:57:13.633,0,NULL
3597,595,2189,38,HIGH,2025-06-23 13:43:13.643,1,NULL
3598,6146,2277,7,LOW,2024-07-12 05:58:13.650,1,NULL
3599,85,199,64,CRITICAL,2024-07-15 17:47:13.660,0,NULL
3600,6161,3494,89,CRITICAL,2024-12-06 12:39:13.667,0,NULL
3601,5550,2093,27,CRITICAL,2025-06-18 21:16:13.677,0,NULL
3602,8594,8530,58,HIGH,2025-06-15 18:50:13.683,1,NULL
3603,6651,1891,35,MEDIUM,2025-08-20 14:24:13.690,0,NULL
3604,6724,1385,100,CRITICAL,2024-09-25 20:17:13.703,0,8229
3605,54,4611,30,HIGH,2024-11-03 12:18:13.713,0,NULL
3606,4416,2959,11,LOW,2024-10-02 23:34:13.720,0,NULL
3607,2933,2756,47,HIGH,2024-12-01 07:43:13.730,1,NULL
3608,4310,5908,73,LOW,2024-11-28 00:21:13.737,0,NULL
3609,5986,5499,58,HIGH,2025-02-15 07:48:13.747,0,NULL
3610,1607,8353,37,CRITICAL,2024-08-18 16:57:13.753,0,NULL
3611,2804,2074,85,LOW,2024-09-14 11:47:13.763,0,NULL
3612,7401,3391,92,HIGH,2024-12-31 18:50:13.770,1,NULL
3613,7883,315,79,CRITICAL,2024-10-26 02:07:13.783,0,8720
3614,2331,6508,43,HIGH,2025-03-03 06:22:13.790,0,NULL
3615,8101,2890,87,LOW,2025-08-10 02:40:13.800,0,NULL
3616,7696,5627,9,LOW,2024-10-19 15:24:13.813,0,3810
3617,9022,5557,62,CRITICAL,2024-03-29 09:39:13.820,1,NULL
3618,6792,7710,51,LOW,2025-10-26 13:43:13.830,0,NULL
3619,8415,8753,55,CRITICAL,2025-05-14 00:02:13.840,0,NULL
3620,7235,6046,95,CRITICAL,2025-03-14 13:29:13.850,1,NULL
3621,8951,851,95,HIGH,2024-03-25 18:37:13.863,0,9396
3622,8633,3385,75,HIGH,2025-09-22 23:53:13.873,0,8104
3623,2682,8953,78,MEDIUM,2025-06-02 03:46:13.887,0,6539
3624,9710,5497,55,LOW,2024-04-20 07:52:13.897,0,NULL
3625,7095,7993,67,LOW,2025-03-11 09:09:13.903,0,NULL
3626,7462,2973,62,LOW,2025-04-06 05:02:13.913,0,NULL
3627,6081,1909,87,LOW,2024-06-10 05:28:13.920,1,NULL
3628,5889,3609,87,CRITICAL,2025-06-19 12:20:13.930,0,NULL
3629,7618,4079,98,MEDIUM,2024-08-30 00:03:13.937,0,NULL
3630,3232,8224,26,HIGH,2025-09-08 17:53:13.943,0,NULL
3631,6859,2558,93,LOW,2024-10-08 18:50:13.950,0,NULL
3632,1615,5733,77,MEDIUM,2024-10-07 01:07:13.960,0,NULL
3633,4756,6183,85,MEDIUM,2025-02-04 13:29:13.967,1,NULL
3634,4471,5960,18,CRITICAL,2024-05-06 22:10:13.973,0,NULL
3635,5023,7845,61,MEDIUM,2025-07-11 09:17:13.983,0,NULL
3636,3646,227,82,MEDIUM,2025-05-12 09:18:13.990,0,NULL
3637,854,2178,65,LOW,2025-11-11 20:51:13.997,0,NULL
3638,1760,8205,71,LOW,2024-08-12 06:18:14.010,0,NULL
3639,5979,1011,83,LOW,2025-06-02 00:17:14.017,0,NULL
3640,9569,4782,6,HIGH,2025-07-20 19:08:14.023,0,NULL
3641,1211,1977,89,CRITICAL,2025-07-18 02:26:14.033,0,NULL
3642,2957,8984,28,CRITICAL,2025-02-22 12:56:14.043,0,7241
3643,3757,1926,14,HIGH,2025-10-20 07:08:14.050,1,NULL
3644,5343,234,88,CRITICAL,2025-12-27 01:31:14.057,0,NULL
3645,3003,6310,89,MEDIUM,2025-05-12 05:32:14.067,0,3784
3646,2601,5742,42,LOW,2025-08-23 10:38:14.077,0,8983
3647,3799,732,65,CRITICAL,2025-12-11 10:40:14.083,0,NULL
3648,2534,4568,85,MEDIUM,2024-11-03 11:36:14.090,0,NULL
3649,7878,857,33,MEDIUM,2025-07-13 03:25:14.100,0,6925
3650,4021,7096,81,CRITICAL,2025-09-06 10:24:14.110,0,NULL
3651,7131,6156,47,HIGH,2025-12-01 21:48:14.117,0,NULL
3652,4217,8838,42,CRITICAL,2025-08-17 08:20:14.127,0,1133
3653,9827,4915,98,CRITICAL,2025-07-23 15:37:14.133,0,NULL
3654,8863,8677,67,HIGH,2025-09-27 21:30:14.140,1,NULL
