log_id,table_name,record_id,action,old_value,new_value,changed_by,changed_at
4301,Login_History,14833,UPDATE,Old value sample 28,New value sample 432,3064,2026-02-08 19:24:35.757
4302,Login_History,12912,INSERT,Old value sample 511,New value sample -835,1586,2026-02-08 19:24:35.767
4303,Transactions,1928,UPDATE,Old value sample -305,New value sample 105,5552,2026-02-08 19:24:35.777
4304,Merchants,275,UPDATE,Old value sample -895,New value sample -804,4589,2026-02-08 19:24:35.783
4305,Fraud_Alerts,7063,INSERT,Old value sample -222,New value sample 657,9982,2026-02-08 19:24:35.790
4306,Users,7713,UPDATE,Old value sample 165,New value sample -847,5681,2026-02-08 19:24:35.797
4307,Login_History,16968,UPDATE,Old value sample 276,New value sample -478,9009,2026-02-08 19:24:35.810
4308,Transactions,3499,INSERT,Old value sample 17,New value sample 710,4799,2026-02-08 19:24:35.817
4309,Devices,3174,DELETE,Old value sample 899,New value sample 857,6819,2026-02-08 19:24:35.823
4310,Users,6853,INSERT,Old value sample -489,New value sample -992,3412,2026-02-08 19:24:35.830
4311,Login_History,8025,DELETE,Old value sample -778,New value sample 450,4431,2026-02-08 19:24:35.847
4312,Transactions,5269,DELETE,Old value sample -161,New value sample 67,8687,2026-02-08 19:24:35.857
4313,Devices,4042,INSERT,Old value sample 848,New value sample -293,6567,2026-02-08 19:24:35.863
4314,Merchants,3677,DELETE,Old value sample -859,New value sample -972,1947,2026-02-08 19:24:35.870
4315,Login_History,11923,DELETE,Old value sample 386,New value sample 402,2578,2026-02-08 19:24:35.883
4316,Accounts,14270,DELETE,Old value sample 535,New value sample 412,3586,2026-02-08 19:24:35.893
4317,Login_History,12031,INSERT,Old value sample 769,New value sample 847,1686,2026-02-08 19:24:35.907
4318,Accounts,23029,DELETE,Old value sample -352,New value sample 484,1206,2026-02-08 19:24:35.923
4319,Accounts,16709,INSERT,Old value sample -739,New value sample -177,5910,2026-02-08 19:24:35.933
4320,Login_History,1130,DELETE,Old value sample 850,New value sample -145,986,2026-02-08 19:24:35.947
4321,Accounts,11687,INSERT,Old value sample 320,New value sample -354,9168,2026-02-08 19:24:35.957
4322,Users,4963,DELETE,Old value sample -683,New value sample -535,7757,2026-02-08 19:24:35.963
4323,Fraud_Alerts,592,INSERT,Old value sample -721,New value sample 299,6071,2026-02-08 19:24:35.973
4324,Users,8255,INSERT,Old value sample 324,New value sample 325,761,2026-02-08 19:24:35.980
4325,Devices,367,DELETE,Old value sample 905,New value sample 27,2064,2026-02-08 19:24:35.990
4326,Fraud_Alerts,7008,UPDATE,Old value sample 184,New value sample 392,100,2026-02-08 19:24:35.997
4327,Accounts,13921,INSERT,Old value sample 122,New value sample -802,2955,2026-02-08 19:24:36.010
4328,Accounts,19569,UPDATE,Old value sample -868,New value sample -472,2969,2026-02-08 19:24:36.020
4329,Merchants,2470,DELETE,Old value sample -867,New value sample 120,6334,2026-02-08 19:24:36.027
4330,Accounts,15094,INSERT,Old value sample 825,New value sample -482,1720,2026-02-08 19:24:36.033
4331,Accounts,13743,UPDATE,Old value sample 855,New value sample -770,7221,2026-02-08 19:24:36.040
4332,Transactions,6190,UPDATE,Old value sample -982,New value sample -357,3585,2026-02-08 19:24:36.047
4333,Fraud_Alerts,817,UPDATE,Old value sample 893,New value sample -458,1497,2026-02-08 19:24:36.053
4334,Fraud_Alerts,4384,UPDATE,Old value sample 156,New value sample -177,9379,2026-02-08 19:24:36.060
4335,Accounts,20338,UPDATE,Old value sample 763,New value sample 28,2661,2026-02-08 19:24:36.067
4336,Accounts,16392,DELETE,Old value sample 38,New value sample 299,2600,2026-02-08 19:24:36.073
4337,Devices,171,INSERT,Old value sample 543,New value sample -437,4381,2026-02-08 19:24:36.080
4338,Transactions,717,UPDATE,Old value sample 353,New value sample -966,8152,2026-02-08 19:24:36.087
4339,Fraud_Alerts,6672,DELETE,Old value sample 268,New value sample -431,1620,2026-02-08 19:24:36.090
4340,Transactions,3285,DELETE,Old value sample -61,New value sample 954,4838,2026-02-08 19:24:36.100
4341,Login_History,11286,UPDATE,Old value sample 650,New value sample 636,3312,2026-02-08 19:24:36.110
4342,Accounts,22554,UPDATE,Old value sample 279,New value sample 866,4186,2026-02-08 19:24:36.117
4343,Devices,3883,DELETE,Old value sample -939,New value sample -559,3168,2026-02-08 19:24:36.120
4344,Devices,2413,UPDATE,Old value sample -340,New value sample 723,6813,2026-02-08 19:24:36.127
4345,Fraud_Alerts,2144,UPDATE,Old value sample -494,New value sample 790,6964,2026-02-08 19:24:36.133
4346,Fraud_Alerts,3834,INSERT,Old value sample 795,New value sample -12,2224,2026-02-08 19:24:36.140
4347,Fraud_Alerts,1733,UPDATE,Old value sample -289,New value sample -831,9380,2026-02-08 19:24:36.147
4348,Merchants,2353,INSERT,Old value sample -552,New value sample 302,4572,2026-02-08 19:24:36.150
4349,Transactions,7705,DELETE,Old value sample 408,New value sample 258,5641,2026-02-08 19:24:36.160
4350,Transactions,1855,UPDATE,Old value sample 558,New value sample 526,3046,2026-02-08 19:24:36.163
4351,Devices,4312,INSERT,Old value sample 231,New value sample -736,5320,2026-02-08 19:24:36.170
4352,Fraud_Alerts,3520,DELETE,Old value sample 697,New value sample 136,9634,2026-02-08 19:24:36.177
4353,Transactions,1650,INSERT,Old value sample -720,New value sample -114,9884,2026-02-08 19:24:36.183
4354,Devices,4934,UPDATE,Old value sample 357,New value sample -117,1136,2026-02-08 19:24:36.190
4355,Transactions,3012,DELETE,Old value sample 813,New value sample -551,5552,2026-02-08 19:24:36.197
4356,Fraud_Alerts,1131,INSERT,Old value sample 729,New value sample -263,9565,2026-02-08 19:24:36.200
4357,Transactions,7417,INSERT,Old value sample 157,New value sample -275,3854,2026-02-08 19:24:36.207
4358,Login_History,16064,INSERT,Old value sample -398,New value sample -625,6760,2026-02-08 19:24:36.217
4359,Merchants,430,DELETE,Old value sample 455,New value sample -482,9330,2026-02-08 19:24:36.223
4360,Login_History,5268,INSERT,Old value sample -94,New value sample 483,6583,2026-02-08 19:24:36.233
4361,Merchants,1214,INSERT,Old value sample -834,New value sample 117,1704,2026-02-08 19:24:36.237
4362,Fraud_Alerts,7209,UPDATE,Old value sample 430,New value sample -818,2786,2026-02-08 19:24:36.243
4363,Fraud_Alerts,6183,INSERT,Old value sample -20,New value sample 123,5872,2026-02-08 19:24:36.250
4364,Login_History,16887,UPDATE,Old value sample 832,New value sample -806,8015,2026-02-08 19:24:36.260
4365,Merchants,1283,INSERT,Old value sample -916,New value sample -658,3400,2026-02-08 19:24:36.263
4366,Accounts,21070,INSERT,Old value sample -39,New value sample 181,5960,2026-02-08 19:24:36.270
4367,Transactions,348,UPDATE,Old value sample -457,New value sample -270,5196,2026-02-08 19:24:36.280
4368,Users,6302,UPDATE,Old value sample 3,New value sample -658,8225,2026-02-08 19:24:36.283
4369,Users,1453,UPDATE,Old value sample 870,New value sample -86,6648,2026-02-08 19:24:36.293
4370,Merchants,1520,UPDATE,Old value sample -1,New value sample -922,6817,2026-02-08 19:24:36.297
4371,Devices,969,DELETE,Old value sample -248,New value sample -674,2839,2026-02-08 19:24:36.303
4372,Login_History,14897,UPDATE,Old value sample 882,New value sample -638,6548,2026-02-08 19:24:36.313
4373,Transactions,5746,UPDATE,Old value sample -864,New value sample -610,8786,2026-02-08 19:24:36.320
4374,Devices,583,INSERT,Old value sample -138,New value sample 711,9921,2026-02-08 19:24:36.323
4375,Transactions,5175,INSERT,Old value sample -414,New value sample 764,5257,2026-02-08 19:24:36.330
4376,Login_History,16945,UPDATE,Old value sample -239,New value sample 478,8745,2026-02-08 19:24:36.340
4377,Merchants,934,DELETE,Old value sample -289,New value sample 327,3963,2026-02-08 19:24:36.350
4378,Login_History,12888,DELETE,Old value sample 480,New value sample -873,1397,2026-02-08 19:24:36.363
4379,Devices,832,INSERT,Old value sample -287,New value sample -364,3790,2026-02-08 19:24:36.370
4380,Devices,4548,DELETE,Old value sample -162,New value sample 904,8369,2026-02-08 19:24:36.380
4381,Devices,1480,INSERT,Old value sample 492,New value sample -68,3299,2026-02-08 19:24:36.387
4382,Accounts,15060,DELETE,Old value sample 799,New value sample -902,3280,2026-02-08 19:24:36.397
4383,Fraud_Alerts,6586,DELETE,Old value sample 856,New value sample 173,9198,2026-02-08 19:24:36.407
4384,Devices,4464,DELETE,Old value sample -563,New value sample 950,8036,2026-02-08 19:24:36.413
4385,Transactions,7238,INSERT,Old value sample -169,New value sample -332,7234,2026-02-08 19:24:36.420
4386,Devices,2834,UPDATE,Old value sample 571,New value sample -512,201,2026-02-08 19:24:36.430
4387,Devices,4086,UPDATE,Old value sample -70,New value sample -493,1868,2026-02-08 19:24:36.433
4388,Merchants,3458,DELETE,Old value sample -736,New value sample -465,7922,2026-02-08 19:24:36.440
4389,Devices,4037,INSERT,Old value sample 744,New value sample 120,5743,2026-02-08 19:24:36.447
4390,Fraud_Alerts,3542,UPDATE,Old value sample -800,New value sample 366,1997,2026-02-08 19:24:36.453
4391,Devices,2106,DELETE,Old value sample 727,New value sample 817,3191,2026-02-08 19:24:36.460
4392,Accounts,12999,INSERT,Old value sample -590,New value sample -606,3371,2026-02-08 19:24:36.470
4393,Login_History,10309,DELETE,Old value sample 383,New value sample 624,4112,2026-02-08 19:24:36.480
4394,Transactions,316,INSERT,Old value sample 480,New value sample 225,4683,2026-02-08 19:24:36.490
4395,Merchants,3850,INSERT,Old value sample -465,New value sample -452,45,2026-02-08 19:24:36.497
4396,Merchants,2366,UPDATE,Old value sample 273,New value sample -635,4991,2026-02-08 19:24:36.500
4397,Fraud_Alerts,2839,INSERT,Old value sample -119,New value sample 799,3445,2026-02-08 19:24:36.507
4398,Merchants,509,DELETE,Old value sample 478,New value sample -874,5859,2026-02-08 19:24:36.513
4399,Login_History,12279,INSERT,Old value sample 836,New value sample 372,502,2026-02-08 19:24:36.527
4400,Devices,3019,INSERT,Old value sample -407,New value sample -477,88,2026-02-08 19:24:36.530
4401,Devices,2190,UPDATE,Old value sample -154,New value sample 225,6993,2026-02-08 19:24:36.537
4402,Transactions,6965,INSERT,Old value sample -258,New value sample 82,2408,2026-02-08 19:24:36.543
4403,Accounts,16975,UPDATE,Old value sample -876,New value sample -422,6550,2026-02-08 19:24:36.553
4404,Transactions,3028,UPDATE,Old value sample 492,New value sample -436,7927,2026-02-08 19:24:36.560
4405,Devices,3743,INSERT,Old value sample -600,New value sample 41,2189,2026-02-08 19:24:36.570
4406,Accounts,21295,UPDATE,Old value sample 688,New value sample 679,6919,2026-02-08 19:24:36.577
4407,Login_History,14680,INSERT,Old value sample -347,New value sample -518,1046,2026-02-08 19:24:36.590
4408,Merchants,2747,UPDATE,Old value sample 944,New value sample -139,6267,2026-02-08 19:24:36.600
4409,Login_History,13594,UPDATE,Old value sample 32,New value sample -1,660,2026-02-08 19:24:36.610
4410,Devices,3950,INSERT,Old value sample 111,New value sample -681,991,2026-02-08 19:24:36.617
4411,Merchants,1186,DELETE,Old value sample 263,New value sample 699,4042,2026-02-08 19:24:36.623
4412,Users,9809,INSERT,Old value sample -660,New value sample -510,8068,2026-02-08 19:24:36.630
4413,Transactions,1777,UPDATE,Old value sample -737,New value sample 382,6177,2026-02-08 19:24:36.640
4414,Users,9458,UPDATE,Old value sample 570,New value sample 6,3498,2026-02-08 19:24:36.647
4415,Transactions,6795,UPDATE,Old value sample 232,New value sample 96,222,2026-02-08 19:24:36.653
4416,Accounts,13871,DELETE,Old value sample 735,New value sample 855,885,2026-02-08 19:24:36.663
4417,Login_History,4305,DELETE,Old value sample -788,New value sample 601,7570,2026-02-08 19:24:36.673
4418,Accounts,21839,INSERT,Old value sample 68,New value sample 973,669,2026-02-08 19:24:36.683
4419,Fraud_Alerts,7409,UPDATE,Old value sample 747,New value sample 976,1225,2026-02-08 19:24:36.690
4420,Merchants,1276,UPDATE,Old value sample 366,New value sample -263,8694,2026-02-08 19:24:36.697
4421,Accounts,14702,DELETE,Old value sample 11,New value sample 659,9233,2026-02-08 19:24:36.703
4422,Login_History,19038,UPDATE,Old value sample -880,New value sample 894,1452,2026-02-08 19:24:36.713
4423,Login_History,9819,DELETE,Old value sample -138,New value sample 832,3751,2026-02-08 19:24:36.727
4424,Fraud_Alerts,4180,DELETE,Old value sample -519,New value sample -398,1832,2026-02-08 19:24:36.733
4425,Devices,2320,DELETE,Old value sample 29,New value sample -518,122,2026-02-08 19:24:36.740
4426,Transactions,1058,UPDATE,Old value sample -736,New value sample 52,3412,2026-02-08 19:24:36.747
4427,Accounts,18745,UPDATE,Old value sample 508,New value sample 87,6654,2026-02-08 19:24:36.757
4428,Fraud_Alerts,4777,DELETE,Old value sample -150,New value sample -510,8037,2026-02-08 19:24:36.763
4429,Accounts,18975,DELETE,Old value sample 613,New value sample 488,1388,2026-02-08 19:24:36.770
4430,Devices,2151,INSERT,Old value sample -7,New value sample 343,9987,2026-02-08 19:24:36.777
4431,Transactions,2025,UPDATE,Old value sample 689,New value sample -461,6511,2026-02-08 19:24:36.783
4432,Users,7173,DELETE,Old value sample 228,New value sample 950,1840,2026-02-08 19:24:36.790
4433,Accounts,19412,DELETE,Old value sample 376,New value sample 347,3626,2026-02-08 19:24:36.800
4434,Users,490,UPDATE,Old value sample 668,New value sample 222,7105,2026-02-08 19:24:36.807
4435,Devices,2267,INSERT,Old value sample 729,New value sample -180,109,2026-02-08 19:24:36.813
4436,Login_History,10593,UPDATE,Old value sample 430,New value sample 471,6286,2026-02-08 19:24:36.830
4437,Merchants,4704,INSERT,Old value sample -262,New value sample -883,1866,2026-02-08 19:24:36.840
4438,Merchants,1875,DELETE,Old value sample 423,New value sample -999,9066,2026-02-08 19:24:36.843
4439,Accounts,15176,DELETE,Old value sample -383,New value sample 214,7817,2026-02-08 19:24:36.853
4440,Users,4166,INSERT,Old value sample -106,New value sample -231,5457,2026-02-08 19:24:36.860
4441,Devices,4512,INSERT,Old value sample -693,New value sample -819,7458,2026-02-08 19:24:36.870
4442,Users,4553,DELETE,Old value sample -982,New value sample -792,7554,2026-02-08 19:24:36.877
4443,Accounts,13841,UPDATE,Old value sample 515,New value sample -586,7523,2026-02-08 19:24:36.883
4444,Users,6217,UPDATE,Old value sample 85,New value sample 583,1096,2026-02-08 19:24:36.890
4445,Merchants,1259,UPDATE,Old value sample 62,New value sample 251,368,2026-02-08 19:24:36.897
4446,Users,2358,INSERT,Old value sample -291,New value sample 848,3913,2026-02-08 19:24:36.907
4447,Transactions,7803,DELETE,Old value sample 563,New value sample -127,5835,2026-02-08 19:24:36.913
4448,Users,9065,INSERT,Old value sample -185,New value sample 342,4477,2026-02-08 19:24:36.920
4449,Users,56,INSERT,Old value sample 958,New value sample 139,8227,2026-02-08 19:24:36.930
4450,Transactions,2537,DELETE,Old value sample -191,New value sample 562,1978,2026-02-08 19:24:36.937
4451,Merchants,2894,UPDATE,Old value sample 331,New value sample -754,8355,2026-02-08 19:24:36.940
4452,Login_History,8240,INSERT,Old value sample 923,New value sample -832,7672,2026-02-08 19:24:36.953
4453,Devices,1005,INSERT,Old value sample 689,New value sample -17,6357,2026-02-08 19:24:36.960
4454,Fraud_Alerts,6790,UPDATE,Old value sample 272,New value sample 48,4422,2026-02-08 19:24:36.967
4455,Login_History,15128,DELETE,Old value sample -418,New value sample 258,6676,2026-02-08 19:24:36.980
4456,Fraud_Alerts,4395,INSERT,Old value sample -441,New value sample -924,6186,2026-02-08 19:24:36.987
4457,Users,5918,DELETE,Old value sample -58,New value sample 894,9121,2026-02-08 19:24:36.997
4458,Merchants,737,UPDATE,Old value sample 392,New value sample 889,657,2026-02-08 19:24:37.007
4459,Users,7945,INSERT,Old value sample 801,New value sample 910,4555,2026-02-08 19:24:37.017
4460,Fraud_Alerts,6090,DELETE,Old value sample -183,New value sample -468,5639,2026-02-08 19:24:37.030
4461,Login_History,16331,UPDATE,Old value sample -931,New value sample -543,3452,2026-02-08 19:24:37.043
4462,Users,7859,DELETE,Old value sample 101,New value sample 687,1991,2026-02-08 19:24:37.050
4463,Transactions,4255,DELETE,Old value sample -432,New value sample 212,8112,2026-02-08 19:24:37.060
4464,Devices,4501,INSERT,Old value sample 771,New value sample 676,2674,2026-02-08 19:24:37.067
4465,Merchants,820,UPDATE,Old value sample -494,New value sample -576,601,2026-02-08 19:24:37.073
4466,Merchants,1249,INSERT,Old value sample 248,New value sample -767,1218,2026-02-08 19:24:37.080
4467,Transactions,5690,UPDATE,Old value sample -83,New value sample 54,14,2026-02-08 19:24:37.093
4468,Accounts,22034,DELETE,Old value sample 480,New value sample 297,6789,2026-02-08 19:24:37.103
4469,Fraud_Alerts,2642,UPDATE,Old value sample 902,New value sample -258,2637,2026-02-08 19:24:37.110
4470,Transactions,7338,DELETE,Old value sample 133,New value sample 164,684,2026-02-08 19:24:37.120
4471,Merchants,4412,INSERT,Old value sample 506,New value sample 980,4083,2026-02-08 19:24:37.130
4472,Devices,4142,UPDATE,Old value sample 568,New value sample 725,4264,2026-02-08 19:24:37.133
4473,Transactions,3047,DELETE,Old value sample -350,New value sample -365,8104,2026-02-08 19:24:37.143
4474,Fraud_Alerts,538,DELETE,Old value sample -20,New value sample -663,2273,2026-02-08 19:24:37.153
4475,Login_History,16852,DELETE,Old value sample -872,New value sample 16,6337,2026-02-08 19:24:37.163
4476,Users,1510,DELETE,Old value sample 515,New value sample 423,9089,2026-02-08 19:24:37.170
4477,Fraud_Alerts,1813,DELETE,Old value sample -156,New value sample -29,7805,2026-02-08 19:24:37.177
4478,Devices,4142,UPDATE,Old value sample 85,New value sample 541,9773,2026-02-08 19:24:37.183
4479,Transactions,3278,UPDATE,Old value sample 438,New value sample -390,6446,2026-02-08 19:24:37.190
4480,Users,9824,DELETE,Old value sample 625,New value sample -538,2462,2026-02-08 19:24:37.197
4481,Login_History,4760,INSERT,Old value sample -343,New value sample -467,9529,2026-02-08 19:24:37.203
4482,Fraud_Alerts,3923,INSERT,Old value sample -561,New value sample 410,3237,2026-02-08 19:24:37.210
4483,Merchants,4484,DELETE,Old value sample 634,New value sample 52,3568,2026-02-08 19:24:37.217
4484,Devices,2758,DELETE,Old value sample 974,New value sample 542,6471,2026-02-08 19:24:37.220
4485,Fraud_Alerts,5941,DELETE,Old value sample -589,New value sample 971,275,2026-02-08 19:24:37.227
4486,Accounts,18294,DELETE,Old value sample 517,New value sample -268,9731,2026-02-08 19:24:37.233
4487,Devices,1967,UPDATE,Old value sample -495,New value sample 141,7515,2026-02-08 19:24:37.240
4488,Accounts,19480,UPDATE,Old value sample 183,New value sample 774,9945,2026-02-08 19:24:37.247
4489,Users,7139,INSERT,Old value sample -991,New value sample -402,7012,2026-02-08 19:24:37.253
4490,Devices,3667,DELETE,Old value sample -707,New value sample -138,2352,2026-02-08 19:24:37.260
4491,Login_History,4956,INSERT,Old value sample -182,New value sample 70,5519,2026-02-08 19:24:37.267
4492,Transactions,8189,UPDATE,Old value sample -729,New value sample 90,3165,2026-02-08 19:24:37.273
4493,Fraud_Alerts,6946,INSERT,Old value sample 198,New value sample 749,7830,2026-02-08 19:24:37.280
4494,Merchants,4320,DELETE,Old value sample 225,New value sample 810,9490,2026-02-08 19:24:37.287
4495,Accounts,16906,UPDATE,Old value sample 562,New value sample -285,3054,2026-02-08 19:24:37.293
4496,Accounts,12324,DELETE,Old value sample 961,New value sample -741,7461,2026-02-08 19:24:37.300
4497,Fraud_Alerts,1288,INSERT,Old value sample -384,New value sample 705,8713,2026-02-08 19:24:37.307
4498,Merchants,4292,UPDATE,Old value sample -742,New value sample 586,4995,2026-02-08 19:24:37.310
4499,Users,8795,INSERT,Old value sample 852,New value sample -757,2385,2026-02-08 19:24:37.320
4500,Users,8604,DELETE,Old value sample -880,New value sample -149,1647,2026-02-08 19:24:37.323
4501,Devices,2952,UPDATE,Old value sample -243,New value sample -92,1065,2026-02-08 19:24:37.330
4502,Devices,781,UPDATE,Old value sample 77,New value sample -80,3239,2026-02-08 19:24:37.337
4503,Merchants,4240,INSERT,Old value sample 693,New value sample 229,465,2026-02-08 19:24:37.343
4504,Users,5632,DELETE,Old value sample -81,New value sample 844,4384,2026-02-08 19:24:37.350
4505,Transactions,3544,INSERT,Old value sample 250,New value sample 167,3383,2026-02-08 19:24:37.357
4506,Fraud_Alerts,6988,DELETE,Old value sample 818,New value sample 149,7418,2026-02-08 19:24:37.363
4507,Accounts,18748,UPDATE,Old value sample -373,New value sample -882,8858,2026-02-08 19:24:37.370
4508,Merchants,4571,UPDATE,Old value sample -856,New value sample 615,5281,2026-02-08 19:24:37.373
4509,Login_History,2313,INSERT,Old value sample 149,New value sample -271,9952,2026-02-08 19:24:37.383
4510,Login_History,5702,DELETE,Old value sample -181,New value sample -446,4564,2026-02-08 19:24:37.393
4511,Accounts,15651,INSERT,Old value sample -826,New value sample -567,1834,2026-02-08 19:24:37.400
4512,Fraud_Alerts,7411,DELETE,Old value sample 132,New value sample 128,8067,2026-02-08 19:24:37.407
4513,Devices,1597,DELETE,Old value sample -441,New value sample -806,7978,2026-02-08 19:24:37.413
4514,Login_History,9887,UPDATE,Old value sample -631,New value sample -88,5588,2026-02-08 19:24:37.423
4515,Login_History,1626,INSERT,Old value sample 871,New value sample 434,8770,2026-02-08 19:24:37.433
4516,Accounts,18643,INSERT,Old value sample 604,New value sample -372,7582,2026-02-08 19:24:37.440
4517,Transactions,5348,INSERT,Old value sample 833,New value sample -112,3921,2026-02-08 19:24:37.447
4518,Login_History,3459,INSERT,Old value sample -161,New value sample 954,9570,2026-02-08 19:24:37.457
4519,Login_History,6645,DELETE,Old value sample 634,New value sample -124,6277,2026-02-08 19:24:37.467
4520,Merchants,2147,INSERT,Old value sample 927,New value sample -867,5398,2026-02-08 19:24:37.473
4521,Users,5912,INSERT,Old value sample 142,New value sample 100,5556,2026-02-08 19:24:37.480
4522,Transactions,1023,UPDATE,Old value sample 186,New value sample -104,1792,2026-02-08 19:24:37.487
4523,Fraud_Alerts,3626,UPDATE,Old value sample -104,New value sample -185,3552,2026-02-08 19:24:37.493
4524,Fraud_Alerts,1057,INSERT,Old value sample -953,New value sample 386,3095,2026-02-08 19:24:37.500
4525,Users,8643,INSERT,Old value sample -366,New value sample -333,7849,2026-02-08 19:24:37.507
4526,Transactions,5484,DELETE,Old value sample -833,New value sample 606,5683,2026-02-08 19:24:37.517
4527,Accounts,16077,INSERT,Old value sample 150,New value sample -142,7042,2026-02-08 19:24:37.523
4528,Login_History,1034,DELETE,Old value sample 344,New value sample -524,6710,2026-02-08 19:24:37.537
4529,Accounts,21297,DELETE,Old value sample -779,New value sample -181,8703,2026-02-08 19:24:37.547
4530,Transactions,8879,INSERT,Old value sample -445,New value sample -254,84,2026-02-08 19:24:37.553
4531,Accounts,21514,UPDATE,Old value sample 933,New value sample 716,6362,2026-02-08 19:24:37.563
4532,Fraud_Alerts,6719,DELETE,Old value sample -156,New value sample -977,2309,2026-02-08 19:24:37.570
4533,Transactions,1086,INSERT,Old value sample 504,New value sample -422,268,2026-02-08 19:24:37.580
4534,Fraud_Alerts,5642,DELETE,Old value sample -699,New value sample 171,7216,2026-02-08 19:24:37.587
4535,Accounts,21474,UPDATE,Old value sample 793,New value sample -625,1739,2026-02-08 19:24:37.597
4536,Login_History,7232,UPDATE,Old value sample -748,New value sample -756,6985,2026-02-08 19:24:37.610
4537,Merchants,2033,INSERT,Old value sample 321,New value sample -659,286,2026-02-08 19:24:37.617
4538,Users,9635,INSERT,Old value sample 81,New value sample 348,1475,2026-02-08 19:24:37.623
4539,Devices,2616,UPDATE,Old value sample -999,New value sample -938,9040,2026-02-08 19:24:37.630
4540,Users,9963,UPDATE,Old value sample 218,New value sample -584,7538,2026-02-08 19:24:37.640
4541,Login_History,11482,UPDATE,Old value sample 485,New value sample -581,826,2026-02-08 19:24:37.650
4542,Users,2897,INSERT,Old value sample 695,New value sample -491,1942,2026-02-08 19:24:37.660
4543,Accounts,13131,UPDATE,Old value sample 601,New value sample 914,5772,2026-02-08 19:24:37.670
4544,Users,3854,INSERT,Old value sample 895,New value sample -290,1660,2026-02-08 19:24:37.677
4545,Accounts,22702,DELETE,Old value sample 814,New value sample 533,779,2026-02-08 19:24:37.687
4546,Accounts,14109,UPDATE,Old value sample 789,New value sample 6,1023,2026-02-08 19:24:37.697
4547,Devices,2201,DELETE,Old value sample -590,New value sample -390,9739,2026-02-08 19:24:37.700
4548,Fraud_Alerts,6598,UPDATE,Old value sample 886,New value sample -300,5473,2026-02-08 19:24:37.710
4549,Accounts,22744,DELETE,Old value sample -59,New value sample 827,7444,2026-02-08 19:24:37.717
4550,Merchants,199,UPDATE,Old value sample 997,New value sample -956,7350,2026-02-08 19:24:37.723
4551,Transactions,8525,UPDATE,Old value sample -253,New value sample 61,9770,2026-02-08 19:24:37.733
4552,Login_History,18616,DELETE,Old value sample 502,New value sample -284,296,2026-02-08 19:24:37.743
4553,Fraud_Alerts,2929,UPDATE,Old value sample 773,New value sample -115,3021,2026-02-08 19:24:37.753
4554,Accounts,16779,UPDATE,Old value sample 252,New value sample 739,6364,2026-02-08 19:24:37.763
4555,Users,9547,INSERT,Old value sample 597,New value sample 717,5374,2026-02-08 19:24:37.770
4556,Users,4395,DELETE,Old value sample 633,New value sample -927,1262,2026-02-08 19:24:37.780
4557,Merchants,4539,INSERT,Old value sample 565,New value sample -711,3995,2026-02-08 19:24:37.787
4558,Users,510,INSERT,Old value sample 531,New value sample -449,1225,2026-02-08 19:24:37.793
4559,Login_History,14120,UPDATE,Old value sample -530,New value sample -658,2378,2026-02-08 19:24:37.807
4560,Users,4658,UPDATE,Old value sample -713,New value sample 83,4969,2026-02-08 19:24:37.813
4561,Merchants,420,DELETE,Old value sample -766,New value sample -349,492,2026-02-08 19:24:37.820
4562,Fraud_Alerts,4105,UPDATE,Old value sample 873,New value sample 806,2249,2026-02-08 19:24:37.827
4563,Users,2197,INSERT,Old value sample -713,New value sample -218,6150,2026-02-08 19:24:37.833
4564,Login_History,16028,DELETE,Old value sample 282,New value sample 248,6106,2026-02-08 19:24:37.843
4565,Login_History,16093,INSERT,Old value sample -102,New value sample -964,2173,2026-02-08 19:24:37.857
4566,Users,7043,UPDATE,Old value sample -928,New value sample -68,5011,2026-02-08 19:24:37.863
4567,Devices,3124,DELETE,Old value sample -82,New value sample -828,6440,2026-02-08 19:24:37.870
4568,Devices,4357,DELETE,Old value sample -341,New value sample 513,3165,2026-02-08 19:24:37.877
4569,Merchants,4562,UPDATE,Old value sample 655,New value sample 822,6625,2026-02-08 19:24:37.883
4570,Fraud_Alerts,5,INSERT,Old value sample 744,New value sample -799,8130,2026-02-08 19:24:37.890
4571,Devices,3194,DELETE,Old value sample 691,New value sample 224,8424,2026-02-08 19:24:37.897
4572,Accounts,20473,INSERT,Old value sample -641,New value sample -549,4904,2026-02-08 19:24:37.903
4573,Transactions,5923,UPDATE,Old value sample 89,New value sample 837,5698,2026-02-08 19:24:37.913
4574,Login_History,13610,DELETE,Old value sample -728,New value sample 17,8478,2026-02-08 19:24:37.923
4575,Merchants,962,UPDATE,Old value sample -569,New value sample 542,7916,2026-02-08 19:24:37.930
4576,Users,2789,DELETE,Old value sample 654,New value sample -915,4578,2026-02-08 19:24:37.937
4577,Accounts,5314,DELETE,Old value sample 509,New value sample 298,1566,2026-02-08 19:24:37.947
4578,Login_History,11991,INSERT,Old value sample 744,New value sample 528,8550,2026-02-08 19:24:37.957
4579,Login_History,15962,UPDATE,Old value sample 536,New value sample 120,4012,2026-02-08 19:24:37.970
4580,Fraud_Alerts,3585,INSERT,Old value sample 172,New value sample -929,9466,2026-02-08 19:24:37.977
4581,Transactions,5716,UPDATE,Old value sample -422,New value sample -837,2347,2026-02-08 19:24:37.983
4582,Fraud_Alerts,3955,UPDATE,Old value sample 210,New value sample -939,7091,2026-02-08 19:24:37.993
