whitelist_id,user_id,merchant_id,reason
3983,NULL,4273,Trusted merchant: 4273
3984,3405,NULL,Trusted user: 3405
3985,8860,NULL,Trusted user: 8860
3986,6601,NULL,Trusted user: 6601
3987,NULL,1339,Trusted merchant: 1339
3988,8745,NULL,Trusted user: 8745
3989,6136,NULL,Trusted user: 6136
3990,4222,NULL,Trusted user: 4222
3991,1760,NULL,Trusted user: 1760
3992,NULL,4962,Trusted merchant: 4962
3993,NULL,2175,Trusted merchant: 2175
3994,1596,NULL,Trusted user: 1596
3995,6538,NULL,Trusted user: 6538
3996,NULL,764,Trusted merchant: 764
3997,7354,NULL,Trusted user: 7354
3998,4122,1823,Trusted user 4122 and merchant 1823
3999,5946,NULL,Trusted user: 5946
4000,4756,NULL,Trusted user: 4756
4001,NULL,449,Trusted merchant: 449
4002,4565,NULL,Trusted user: 4565
4003,8902,NULL,Trusted user: 8902
4004,8698,3167,Trusted user 8698 and merchant 3167
4005,3885,NULL,Trusted user: 3885
4006,6512,4625,Trusted user 6512 and merchant 4625
4007,9224,NULL,Trusted user: 9224
4008,7021,NULL,Trusted user: 7021
4009,5591,NULL,Trusted user: 5591
4010,667,1241,Trusted user 667 and merchant 1241
4011,NULL,2934,Trusted merchant: 2934
4012,1942,1411,Trusted user 1942 and merchant 1411
4013,NULL,1926,Trusted merchant: 1926
4014,2268,3953,Trusted user 2268 and merchant 3953
4015,NULL,754,Trusted merchant: 754
4016,366,NULL,Trusted user: 366
4017,2750,NULL,Trusted user: 2750
4018,NULL,3953,Trusted merchant: 3953
4019,NULL,334,Trusted merchant: 334
4020,NULL,1881,Trusted merchant: 1881
4021,7028,1943,Trusted user 7028 and merchant 1943
4022,NULL,599,Trusted merchant: 599
4023,NULL,3294,Trusted merchant: 3294
4024,NULL,1296,Trusted merchant: 1296
4025,638,NULL,Trusted user: 638
4026,1428,1498,Trusted user 1428 and merchant 1498
4027,4493,NULL,Trusted user: 4493
4028,6308,NULL,Trusted user: 6308
4029,NULL,46,Trusted merchant: 46
4030,3926,NULL,Trusted user: 3926
4031,1969,3814,Trusted user 1969 and merchant 3814
4032,8833,NULL,Trusted user: 8833
4033,8770,3907,Trusted user 8770 and merchant 3907
4034,NULL,998,Trusted merchant: 998
4035,4322,NULL,Trusted user: 4322
4036,NULL,2514,Trusted merchant: 2514
4037,380,NULL,Trusted user: 380
4038,984,NULL,Trusted user: 984
4039,7440,NULL,Trusted user: 7440
4040,1646,NULL,Trusted user: 1646
4041,1060,NULL,Trusted user: 1060
4042,NULL,1617,Trusted merchant: 1617
4043,NULL,859,Trusted merchant: 859
4044,NULL,1535,Trusted merchant: 1535
4045,7025,1944,Trusted user 7025 and merchant 1944
4046,8467,2819,Trusted user 8467 and merchant 2819
4047,NULL,1393,Trusted merchant: 1393
4048,3613,NULL,Trusted user: 3613
4049,2414,NULL,Trusted user: 2414
4050,NULL,2140,Trusted merchant: 2140
4051,638,NULL,Trusted user: 638
4052,890,3683,Trusted user 890 and merchant 3683
4053,2303,NULL,Trusted user: 2303
4054,NULL,666,Trusted merchant: 666
4055,9810,1561,Trusted user 9810 and merchant 1561
4056,NULL,734,Trusted merchant: 734
4057,1657,NULL,Trusted user: 1657
4058,3282,NULL,Trusted user: 3282
4059,5441,NULL,Trusted user: 5441
4060,9818,NULL,Trusted user: 9818
4061,1472,NULL,Trusted user: 1472
4062,5161,NULL,Trusted user: 5161
4063,9069,NULL,Trusted user: 9069
4064,7915,NULL,Trusted user: 7915
4065,NULL,4660,Trusted merchant: 4660
4066,NULL,4943,Trusted merchant: 4943
4067,226,650,Trusted user 226 and merchant 650
4068,7802,NULL,Trusted user: 7802
4069,NULL,3911,Trusted merchant: 3911
4070,8375,2999,Trusted user 8375 and merchant 2999
4071,9468,3881,Trusted user 9468 and merchant 3881
4072,8048,NULL,Trusted user: 8048
4073,7661,NULL,Trusted user: 7661
4074,8870,NULL,Trusted user: 8870
4075,1715,3588,Trusted user 1715 and merchant 3588
4076,NULL,3802,Trusted merchant: 3802
4077,NULL,1177,Trusted merchant: 1177
4078,3193,NULL,Trusted user: 3193
4079,9882,NULL,Trusted user: 9882
4080,NULL,3815,Trusted merchant: 3815
4081,768,NULL,Trusted user: 768
4082,NULL,1350,Trusted merchant: 1350
4083,6499,3890,Trusted user 6499 and merchant 3890
4084,1677,1535,Trusted user 1677 and merchant 1535
4085,NULL,4851,Trusted merchant: 4851
4086,5679,NULL,Trusted user: 5679
4087,NULL,7,Trusted merchant: 7
4088,2170,NULL,Trusted user: 2170
4089,5009,NULL,Trusted user: 5009
4090,NULL,4395,Trusted merchant: 4395
4091,NULL,1945,Trusted merchant: 1945
4092,8274,NULL,Trusted user: 8274
4093,8127,2944,Trusted user 8127 and merchant 2944
4094,NULL,772,Trusted merchant: 772
4095,1775,80,Trusted user 1775 and merchant 80
4096,9983,NULL,Trusted user: 9983
4097,1159,NULL,Trusted user: 1159
4098,1029,2194,Trusted user 1029 and merchant 2194
4099,7910,1499,Trusted user 7910 and merchant 1499
4100,5682,NULL,Trusted user: 5682
4101,4134,4750,Trusted user 4134 and merchant 4750
4102,NULL,4358,Trusted merchant: 4358
4103,8671,NULL,Trusted user: 8671
4104,8772,NULL,Trusted user: 8772
4105,NULL,4880,Trusted merchant: 4880
4106,5389,1726,Trusted user 5389 and merchant 1726
4107,NULL,4864,Trusted merchant: 4864
4108,4599,NULL,Trusted user: 4599
4109,8768,NULL,Trusted user: 8768
4110,3389,3273,Trusted user 3389 and merchant 3273
4111,6737,3850,Trusted user 6737 and merchant 3850
4112,3652,NULL,Trusted user: 3652
4113,8303,NULL,Trusted user: 8303
4114,9711,NULL,Trusted user: 9711
4115,NULL,2906,Trusted merchant: 2906
4116,2767,3700,Trusted user 2767 and merchant 3700
4117,1390,NULL,Trusted user: 1390
4118,7821,NULL,Trusted user: 7821
4119,4220,NULL,Trusted user: 4220
4120,5495,NULL,Trusted user: 5495
4121,7967,NULL,Trusted user: 7967
4122,4994,NULL,Trusted user: 4994
4123,9807,NULL,Trusted user: 9807
4124,6097,NULL,Trusted user: 6097
4125,5544,NULL,Trusted user: 5544
4126,NULL,431,Trusted merchant: 431
4127,8525,NULL,Trusted user: 8525
4128,9361,2441,Trusted user 9361 and merchant 2441
4129,547,NULL,Trusted user: 547
4130,6709,4886,Trusted user 6709 and merchant 4886
4131,NULL,2220,Trusted merchant: 2220
4132,NULL,1850,Trusted merchant: 1850
4133,1158,NULL,Trusted user: 1158
4134,1804,NULL,Trusted user: 1804
4135,1539,NULL,Trusted user: 1539
4136,5782,NULL,Trusted user: 5782
4137,5645,NULL,Trusted user: 5645
4138,NULL,339,Trusted merchant: 339
4139,1329,1335,Trusted user 1329 and merchant 1335
4140,5597,NULL,Trusted user: 5597
4141,612,NULL,Trusted user: 612
4142,NULL,2917,Trusted merchant: 2917
4143,7760,NULL,Trusted user: 7760
4144,NULL,4214,Trusted merchant: 4214
4145,NULL,1679,Trusted merchant: 1679
4146,1312,3492,Trusted user 1312 and merchant 3492
4147,5986,NULL,Trusted user: 5986
4148,6099,1518,Trusted user 6099 and merchant 1518
4149,3015,NULL,Trusted user: 3015
4150,9942,NULL,Trusted user: 9942
4151,18,NULL,Trusted user: 18
4152,7302,542,Trusted user 7302 and merchant 542
4153,5719,4025,Trusted user 5719 and merchant 4025
4154,859,NULL,Trusted user: 859
4155,5881,NULL,Trusted user: 5881
4156,695,NULL,Trusted user: 695
4157,6035,NULL,Trusted user: 6035
4158,1152,NULL,Trusted user: 1152
4159,9333,521,Trusted user 9333 and merchant 521
4160,4554,2364,Trusted user 4554 and merchant 2364
4161,140,NULL,Trusted user: 140
4162,4395,NULL,Trusted user: 4395
4163,NULL,2353,Trusted merchant: 2353
4164,5884,NULL,Trusted user: 5884
4165,2877,NULL,Trusted user: 2877
4166,5888,NULL,Trusted user: 5888
4167,NULL,1372,Trusted merchant: 1372
4168,9554,NULL,Trusted user: 9554
4169,5653,NULL,Trusted user: 5653
4170,NULL,1997,Trusted merchant: 1997
4171,5215,NULL,Trusted user: 5215
4172,NULL,2437,Trusted merchant: 2437
4173,1887,3572,Trusted user 1887 and merchant 3572
4174,5212,NULL,Trusted user: 5212
4175,NULL,328,Trusted merchant: 328
4176,548,NULL,Trusted user: 548
4177,1465,NULL,Trusted user: 1465
4178,9704,NULL,Trusted user: 9704
4179,NULL,4864,Trusted merchant: 4864
4180,3136,NULL,Trusted user: 3136
4181,NULL,1548,Trusted merchant: 1548
4182,2473,NULL,Trusted user: 2473
4183,9304,NULL,Trusted user: 9304
4184,NULL,4796,Trusted merchant: 4796
4185,NULL,212,Trusted merchant: 212
4186,7003,NULL,Trusted user: 7003
4187,3551,3491,Trusted user 3551 and merchant 3491
4188,5573,NULL,Trusted user: 5573
4189,9125,NULL,Trusted user: 9125
4190,2575,NULL,Trusted user: 2575
4191,4341,4594,Trusted user 4341 and merchant 4594
4192,5555,NULL,Trusted user: 5555
4193,5616,NULL,Trusted user: 5616
4194,8475,NULL,Trusted user: 8475
4195,4237,NULL,Trusted user: 4237
4196,NULL,1916,Trusted merchant: 1916
4197,2320,NULL,Trusted user: 2320
4198,8146,NULL,Trusted user: 8146
4199,NULL,1230,Trusted merchant: 1230
4200,1234,NULL,Trusted user: 1234
4201,NULL,1308,Trusted merchant: 1308
4202,1120,NULL,Trusted user: 1120
4203,7947,NULL,Trusted user: 7947
4204,NULL,2407,Trusted merchant: 2407
4205,6222,NULL,Trusted user: 6222
4206,6253,4450,Trusted user 6253 and merchant 4450
4207,3921,NULL,Trusted user: 3921
4208,4896,NULL,Trusted user: 4896
4209,191,NULL,Trusted user: 191
4210,7092,3310,Trusted user 7092 and merchant 3310
4211,NULL,2634,Trusted merchant: 2634
4212,1686,NULL,Trusted user: 1686
4213,NULL,4082,Trusted merchant: 4082
4214,8299,NULL,Trusted user: 8299
4215,8992,NULL,Trusted user: 8992
4216,1790,4462,Trusted user 1790 and merchant 4462
4217,5075,NULL,Trusted user: 5075
4218,2415,2358,Trusted user 2415 and merchant 2358
4219,NULL,2787,Trusted merchant: 2787
4220,6180,NULL,Trusted user: 6180
4221,NULL,2426,Trusted merchant: 2426
4222,7972,NULL,Trusted user: 7972
4223,1401,NULL,Trusted user: 1401
4224,1581,NULL,Trusted user: 1581
4225,2779,148,Trusted user 2779 and merchant 148
4226,NULL,1708,Trusted merchant: 1708
4227,170,NULL,Trusted user: 170
4228,NULL,908,Trusted merchant: 908
4229,2137,NULL,Trusted user: 2137
4230,NULL,1517,Trusted merchant: 1517
4231,1991,NULL,Trusted user: 1991
4232,898,3834,Trusted user 898 and merchant 3834
4233,4743,2179,Trusted user 4743 and merchant 2179
4234,620,635,Trusted user 620 and merchant 635
4235,3224,NULL,Trusted user: 3224
4236,6855,NULL,Trusted user: 6855
4237,5186,2249,Trusted user 5186 and merchant 2249
4238,NULL,3254,Trusted merchant: 3254
4239,8023,NULL,Trusted user: 8023
4240,7429,NULL,Trusted user: 7429
4241,NULL,3927,Trusted merchant: 3927
4242,4906,NULL,Trusted user: 4906
4243,5221,NULL,Trusted user: 5221
4244,2560,NULL,Trusted user: 2560
4245,4878,736,Trusted user 4878 and merchant 736
4246,NULL,1682,Trusted merchant: 1682
4247,2763,NULL,Trusted user: 2763
4248,5657,859,Trusted user 5657 and merchant 859
4249,2825,NULL,Trusted user: 2825
4250,972,2492,Trusted user 972 and merchant 2492
4251,8110,NULL,Trusted user: 8110
4252,5190,NULL,Trusted user: 5190
4253,NULL,3878,Trusted merchant: 3878
4254,6330,NULL,Trusted user: 6330
4255,7621,NULL,Trusted user: 7621
4256,NULL,2432,Trusted merchant: 2432
4257,804,NULL,Trusted user: 804
4258,713,NULL,Trusted user: 713
4259,5592,NULL,Trusted user: 5592
4260,9836,NULL,Trusted user: 9836
4261,5284,NULL,Trusted user: 5284
4262,691,NULL,Trusted user: 691
4263,6630,NULL,Trusted user: 6630
4264,4620,4025,Trusted user 4620 and merchant 4025
4265,6246,3561,Trusted user 6246 and merchant 3561
4266,3580,NULL,Trusted user: 3580
4267,985,1287,Trusted user 985 and merchant 1287
4268,NULL,4638,Trusted merchant: 4638
4269,2794,NULL,Trusted user: 2794
4270,304,1538,Trusted user 304 and merchant 1538
4271,NULL,24,Trusted merchant: 24
4272,367,NULL,Trusted user: 367
4273,4215,NULL,Trusted user: 4215
4274,3053,NULL,Trusted user: 3053
4275,8475,1530,Trusted user 8475 and merchant 1530
4276,418,NULL,Trusted user: 418
4277,8037,NULL,Trusted user: 8037
4278,NULL,3495,Trusted merchant: 3495
4279,3814,NULL,Trusted user: 3814
4280,2585,2873,Trusted user 2585 and merchant 2873
4281,2183,NULL,Trusted user: 2183
4282,5310,NULL,Trusted user: 5310
4283,7380,NULL,Trusted user: 7380
4284,5423,NULL,Trusted user: 5423
4285,NULL,1834,Trusted merchant: 1834
4286,8328,1096,Trusted user 8328 and merchant 1096
4287,3045,NULL,Trusted user: 3045
4288,6567,2982,Trusted user 6567 and merchant 2982
4289,329,NULL,Trusted user: 329
4290,2393,3629,Trusted user 2393 and merchant 3629
4291,4674,NULL,Trusted user: 4674
4292,6622,NULL,Trusted user: 6622
4293,NULL,1104,Trusted merchant: 1104
4294,NULL,4500,Trusted merchant: 4500
4295,9136,NULL,Trusted user: 9136
4296,NULL,171,Trusted merchant: 171
4297,936,NULL,Trusted user: 936
4298,6273,NULL,Trusted user: 6273
4299,2885,NULL,Trusted user: 2885
4300,8404,NULL,Trusted user: 8404
4301,6899,NULL,Trusted user: 6899
4302,6372,NULL,Trusted user: 6372
4303,5950,NULL,Trusted user: 5950
4304,5214,4133,Trusted user 5214 and merchant 4133
4305,NULL,3693,Trusted merchant: 3693
4306,NULL,3160,Trusted merchant: 3160
4307,9702,NULL,Trusted user: 9702
4308,6024,NULL,Trusted user: 6024
4309,NULL,423,Trusted merchant: 423
4310,8477,NULL,Trusted user: 8477
4311,7367,3429,Trusted user 7367 and merchant 3429
4312,NULL,4513,Trusted merchant: 4513
4313,1091,NULL,Trusted user: 1091
4314,NULL,3783,Trusted merchant: 3783
4315,4006,2167,Trusted user 4006 and merchant 2167
4316,5823,3572,Trusted user 5823 and merchant 3572
4317,9552,NULL,Trusted user: 9552
4318,7435,NULL,Trusted user: 7435
4319,NULL,3947,Trusted merchant: 3947
4320,NULL,3424,Trusted merchant: 3424
4321,NULL,3344,Trusted merchant: 3344
4322,7983,2285,Trusted user 7983 and merchant 2285
4323,NULL,448,Trusted merchant: 448
4324,9911,NULL,Trusted user: 9911
4325,NULL,363,Trusted merchant: 363
4326,5712,NULL,Trusted user: 5712
4327,7502,NULL,Trusted user: 7502
4328,NULL,3971,Trusted merchant: 3971
4329,1582,921,Trusted user 1582 and merchant 921
4330,9032,2470,Trusted user 9032 and merchant 2470
4331,4001,NULL,Trusted user: 4001
4332,6253,NULL,Trusted user: 6253
4333,1860,796,Trusted user 1860 and merchant 796
4334,176,4173,Trusted user 176 and merchant 4173
4335,9251,NULL,Trusted user: 9251
4336,7730,NULL,Trusted user: 7730
4337,7474,NULL,Trusted user: 7474
4338,NULL,2460,Trusted merchant: 2460
4339,2098,NULL,Trusted user: 2098
4340,4225,NULL,Trusted user: 4225
4341,3242,NULL,Trusted user: 3242
4342,NULL,509,Trusted merchant: 509
4343,8727,NULL,Trusted user: 8727
4344,NULL,4635,Trusted merchant: 4635
4345,9929,NULL,Trusted user: 9929
4346,7468,NULL,Trusted user: 7468
4347,5313,NULL,Trusted user: 5313
4348,7776,NULL,Trusted user: 7776
4349,6384,NULL,Trusted user: 6384
4350,7099,NULL,Trusted user: 7099
4351,NULL,2684,Trusted merchant: 2684
4352,NULL,917,Trusted merchant: 917
4353,6338,NULL,Trusted user: 6338
4354,NULL,1682,Trusted merchant: 1682
4355,1172,380,Trusted user 1172 and merchant 380
4356,3192,2019,Trusted user 3192 and merchant 2019
4357,971,NULL,Trusted user: 971
4358,2121,NULL,Trusted user: 2121
4359,7535,NULL,Trusted user: 7535
4360,9354,4900,Trusted user 9354 and merchant 4900
4361,NULL,2098,Trusted merchant: 2098
4362,3026,NULL,Trusted user: 3026
4363,NULL,4354,Trusted merchant: 4354
4364,153,NULL,Trusted user: 153
4365,6275,NULL,Trusted user: 6275
4366,990,NULL,Trusted user: 990
4367,9799,NULL,Trusted user: 9799
4368,4970,NULL,Trusted user: 4970
4369,4374,NULL,Trusted user: 4374
4370,4523,NULL,Trusted user: 4523
4371,NULL,641,Trusted merchant: 641
4372,4413,NULL,Trusted user: 4413
4373,NULL,4014,Trusted merchant: 4014
4374,9567,902,Trusted user 9567 and merchant 902
4375,2507,3166,Trusted user 2507 and merchant 3166
4376,7940,NULL,Trusted user: 7940
4377,NULL,683,Trusted merchant: 683
4378,9585,4196,Trusted user 9585 and merchant 4196
4379,4974,NULL,Trusted user: 4974
4380,1371,554,Trusted user 1371 and merchant 554
4381,2047,2515,Trusted user 2047 and merchant 2515
4382,NULL,162,Trusted merchant: 162
4383,6134,NULL,Trusted user: 6134
4384,NULL,3867,Trusted merchant: 3867
4385,NULL,3556,Trusted merchant: 3556
4386,7542,NULL,Trusted user: 7542
4387,2534,NULL,Trusted user: 2534
4388,NULL,2148,Trusted merchant: 2148
4389,7351,NULL,Trusted user: 7351
4390,2175,NULL,Trusted user: 2175
4391,9302,NULL,Trusted user: 9302
4392,4566,NULL,Trusted user: 4566
4393,NULL,3797,Trusted merchant: 3797
4394,3764,NULL,Trusted user: 3764
4395,5725,NULL,Trusted user: 5725
4396,NULL,1058,Trusted merchant: 1058
4397,7280,NULL,Trusted user: 7280
4398,2087,3343,Trusted user 2087 and merchant 3343
4399,NULL,970,Trusted merchant: 970
4400,NULL,2194,Trusted merchant: 2194
4401,4202,NULL,Trusted user: 4202
4402,3829,NULL,Trusted user: 3829
4403,4412,NULL,Trusted user: 4412
4404,2222,NULL,Trusted user: 2222
4405,NULL,693,Trusted merchant: 693
4406,448,NULL,Trusted user: 448
4407,2192,NULL,Trusted user: 2192
4408,3885,626,Trusted user 3885 and merchant 626
4409,NULL,3427,Trusted merchant: 3427
4410,500,NULL,Trusted user: 500
4411,4231,NULL,Trusted user: 4231
4412,NULL,401,Trusted merchant: 401
4413,NULL,3546,Trusted merchant: 3546
4414,1997,3210,Trusted user 1997 and merchant 3210
4415,NULL,2086,Trusted merchant: 2086
4416,2232,2356,Trusted user 2232 and merchant 2356
4417,3873,4134,Trusted user 3873 and merchant 4134
4418,2533,NULL,Trusted user: 2533
4419,2159,NULL,Trusted user: 2159
4420,NULL,807,Trusted merchant: 807
4421,9688,NULL,Trusted user: 9688
4422,5626,NULL,Trusted user: 5626
4423,2341,517,Trusted user 2341 and merchant 517
4424,6877,NULL,Trusted user: 6877
4425,NULL,2947,Trusted merchant: 2947
4426,6962,NULL,Trusted user: 6962
4427,NULL,2753,Trusted merchant: 2753
4428,3203,NULL,Trusted user: 3203
4429,NULL,3075,Trusted merchant: 3075
4430,7231,NULL,Trusted user: 7231
4431,NULL,2531,Trusted merchant: 2531
4432,5579,981,Trusted user 5579 and merchant 981
4433,760,NULL,Trusted user: 760
4434,5833,NULL,Trusted user: 5833
4435,NULL,102,Trusted merchant: 102
4436,7902,1257,Trusted user 7902 and merchant 1257
4437,NULL,894,Trusted merchant: 894
4438,NULL,3470,Trusted merchant: 3470
4439,NULL,3930,Trusted merchant: 3930
4440,NULL,1946,Trusted merchant: 1946
4441,8791,NULL,Trusted user: 8791
4442,NULL,297,Trusted merchant: 297
4443,4941,1168,Trusted user 4941 and merchant 1168
4444,1820,NULL,Trusted user: 1820
4445,NULL,3471,Trusted merchant: 3471
4446,822,1043,Trusted user 822 and merchant 1043
4447,NULL,755,Trusted merchant: 755
4448,2045,NULL,Trusted user: 2045
4449,1369,NULL,Trusted user: 1369
4450,6362,NULL,Trusted user: 6362
4451,NULL,3735,Trusted merchant: 3735
4452,7824,NULL,Trusted user: 7824
4453,5245,1734,Trusted user 5245 and merchant 1734
4454,NULL,2782,Trusted merchant: 2782
4455,6186,NULL,Trusted user: 6186
4456,NULL,3007,Trusted merchant: 3007
4457,NULL,4739,Trusted merchant: 4739
4458,NULL,831,Trusted merchant: 831
4459,NULL,2701,Trusted merchant: 2701
4460,NULL,4967,Trusted merchant: 4967
4461,2954,NULL,Trusted user: 2954
4462,4573,238,Trusted user 4573 and merchant 238
4463,64,1068,Trusted user 64 and merchant 1068
4464,8664,NULL,Trusted user: 8664
4465,5671,NULL,Trusted user: 5671
4466,NULL,4345,Trusted merchant: 4345
4467,7267,NULL,Trusted user: 7267
4468,7096,NULL,Trusted user: 7096
4469,2437,2622,Trusted user 2437 and merchant 2622
4470,NULL,1789,Trusted merchant: 1789
4471,5438,3055,Trusted user 5438 and merchant 3055
4472,974,NULL,Trusted user: 974
4473,5089,NULL,Trusted user: 5089
4474,1267,NULL,Trusted user: 1267
4475,4277,2891,Trusted user 4277 and merchant 2891
4476,NULL,1596,Trusted merchant: 1596
4477,3898,NULL,Trusted user: 3898
4478,4356,2399,Trusted user 4356 and merchant 2399
4479,6698,NULL,Trusted user: 6698
4480,4361,2837,Trusted user 4361 and merchant 2837
4481,825,NULL,Trusted user: 825
4482,1614,NULL,Trusted user: 1614
4483,7330,NULL,Trusted user: 7330
4484,9456,NULL,Trusted user: 9456
4485,7594,NULL,Trusted user: 7594
4486,8866,NULL,Trusted user: 8866
4487,9477,NULL,Trusted user: 9477
4488,3905,2608,Trusted user 3905 and merchant 2608
4489,NULL,4551,Trusted merchant: 4551
4490,2693,NULL,Trusted user: 2693
4491,7527,NULL,Trusted user: 7527
4492,NULL,3004,Trusted merchant: 3004
4493,8333,NULL,Trusted user: 8333
4494,NULL,26,Trusted merchant: 26
4495,426,NULL,Trusted user: 426
4496,8290,NULL,Trusted user: 8290
4497,1651,NULL,Trusted user: 1651
4498,NULL,3432,Trusted merchant: 3432
4499,NULL,3663,Trusted merchant: 3663
4500,NULL,3956,Trusted merchant: 3956
4501,NULL,4751,Trusted merchant: 4751
4502,2852,NULL,Trusted user: 2852
4503,5393,897,Trusted user 5393 and merchant 897
4504,2719,NULL,Trusted user: 2719
4505,2905,NULL,Trusted user: 2905
4506,5599,NULL,Trusted user: 5599
4507,NULL,2316,Trusted merchant: 2316
4508,9705,NULL,Trusted user: 9705
4509,5605,3364,Trusted user 5605 and merchant 3364
4510,960,4110,Trusted user 960 and merchant 4110
4511,927,NULL,Trusted user: 927
4512,2433,NULL,Trusted user: 2433
4513,271,1916,Trusted user 271 and merchant 1916
4514,9874,NULL,Trusted user: 9874
4515,9390,NULL,Trusted user: 9390
4516,260,NULL,Trusted user: 260
4517,8983,525,Trusted user 8983 and merchant 525
4518,5306,NULL,Trusted user: 5306
4519,4231,3197,Trusted user 4231 and merchant 3197
4520,9434,NULL,Trusted user: 9434
4521,7767,NULL,Trusted user: 7767
4522,5728,NULL,Trusted user: 5728
4523,864,4165,Trusted user 864 and merchant 4165
4524,6712,1093,Trusted user 6712 and merchant 1093
4525,NULL,442,Trusted merchant: 442
4526,NULL,2916,Trusted merchant: 2916
4527,6923,NULL,Trusted user: 6923
4528,2482,NULL,Trusted user: 2482
4529,NULL,4721,Trusted merchant: 4721
4530,NULL,4625,Trusted merchant: 4625
4531,7772,NULL,Trusted user: 7772
4532,5020,NULL,Trusted user: 5020
4533,NULL,1796,Trusted merchant: 1796
4534,NULL,2291,Trusted merchant: 2291
4535,NULL,4634,Trusted merchant: 4634
4536,6887,NULL,Trusted user: 6887
4537,8861,NULL,Trusted user: 8861
4538,NULL,2943,Trusted merchant: 2943
4539,9574,NULL,Trusted user: 9574
4540,1222,NULL,Trusted user: 1222
4541,NULL,3110,Trusted merchant: 3110
4542,7246,2246,Trusted user 7246 and merchant 2246
4543,1406,NULL,Trusted user: 1406
4544,NULL,2873,Trusted merchant: 2873
4545,1185,NULL,Trusted user: 1185
4546,1648,2722,Trusted user 1648 and merchant 2722
4547,4851,2330,Trusted user 4851 and merchant 2330
4548,1056,2902,Trusted user 1056 and merchant 2902
4549,8189,NULL,Trusted user: 8189
4550,NULL,169,Trusted merchant: 169
4551,NULL,4223,Trusted merchant: 4223
4552,9466,NULL,Trusted user: 9466
4553,9553,NULL,Trusted user: 9553
4554,NULL,4657,Trusted merchant: 4657
4555,6245,780,Trusted user 6245 and merchant 780
4556,8495,NULL,Trusted user: 8495
4557,655,NULL,Trusted user: 655
4558,6896,NULL,Trusted user: 6896
4559,1179,NULL,Trusted user: 1179
4560,NULL,231,Trusted merchant: 231
4561,9361,NULL,Trusted user: 9361
4562,7810,NULL,Trusted user: 7810
4563,3336,NULL,Trusted user: 3336
4564,4217,NULL,Trusted user: 4217
4565,4818,NULL,Trusted user: 4818
4566,4645,NULL,Trusted user: 4645
4567,4662,NULL,Trusted user: 4662
4568,1966,3858,Trusted user 1966 and merchant 3858
4569,815,NULL,Trusted user: 815
4570,4807,4143,Trusted user 4807 and merchant 4143
4571,2509,3449,Trusted user 2509 and merchant 3449
4572,1665,NULL,Trusted user: 1665
4573,170,3521,Trusted user 170 and merchant 3521
4574,NULL,2511,Trusted merchant: 2511
4575,NULL,1504,Trusted merchant: 1504
4576,NULL,1896,Trusted merchant: 1896
4577,NULL,4960,Trusted merchant: 4960
4578,NULL,4128,Trusted merchant: 4128
4579,4605,NULL,Trusted user: 4605
4580,NULL,2652,Trusted merchant: 2652
4581,3292,NULL,Trusted user: 3292
4582,6505,NULL,Trusted user: 6505
4583,7382,NULL,Trusted user: 7382
4584,3546,NULL,Trusted user: 3546
4585,7409,NULL,Trusted user: 7409
4586,728,NULL,Trusted user: 728
4587,3809,3248,Trusted user 3809 and merchant 3248
4588,NULL,119,Trusted merchant: 119
4589,3198,NULL,Trusted user: 3198
4590,9721,NULL,Trusted user: 9721
4591,2228,127,Trusted user 2228 and merchant 127
4592,NULL,310,Trusted merchant: 310
4593,72,NULL,Trusted user: 72
4594,7810,NULL,Trusted user: 7810
4595,NULL,1125,Trusted merchant: 1125
4596,8071,NULL,Trusted user: 8071
4597,2547,NULL,Trusted user: 2547
4598,7879,1399,Trusted user 7879 and merchant 1399
4599,4373,NULL,Trusted user: 4373
4600,3305,2166,Trusted user 3305 and merchant 2166
4601,3848,NULL,Trusted user: 3848
4602,8342,NULL,Trusted user: 8342
4603,583,NULL,Trusted user: 583
4604,7721,NULL,Trusted user: 7721
4605,933,651,Trusted user 933 and merchant 651
4606,8651,NULL,Trusted user: 8651
4607,NULL,1000,Trusted merchant: 1000
4608,NULL,2422,Trusted merchant: 2422
4609,7398,4882,Trusted user 7398 and merchant 4882
4610,1609,NULL,Trusted user: 1609
4611,5293,NULL,Trusted user: 5293
4612,NULL,3278,Trusted merchant: 3278
4613,4340,NULL,Trusted user: 4340
4614,9315,1157,Trusted user 9315 and merchant 1157
4615,8457,NULL,Trusted user: 8457
4616,NULL,3141,Trusted merchant: 3141
4617,NULL,1472,Trusted merchant: 1472
4618,6973,NULL,Trusted user: 6973
4619,NULL,64,Trusted merchant: 64
4620,2118,NULL,Trusted user: 2118
4621,424,NULL,Trusted user: 424
4622,3992,NULL,Trusted user: 3992
4623,61,NULL,Trusted user: 61
4624,29,NULL,Trusted user: 29
4625,NULL,919,Trusted merchant: 919
4626,NULL,947,Trusted merchant: 947
4627,3529,NULL,Trusted user: 3529
4628,2013,4366,Trusted user 2013 and merchant 4366
4629,2276,NULL,Trusted user: 2276
4630,NULL,201,Trusted merchant: 201
4631,7250,NULL,Trusted user: 7250
4632,1627,NULL,Trusted user: 1627
4633,5621,NULL,Trusted user: 5621
4634,9225,NULL,Trusted user: 9225
4635,5134,NULL,Trusted user: 5134
4636,NULL,3855,Trusted merchant: 3855
4637,NULL,4431,Trusted merchant: 4431
4638,7649,3881,Trusted user 7649 and merchant 3881
