profile_id,user_id,avg_transaction_amount,avg_daily_transactions,common_country,usual_login_hour,risk_pattern_score,last_updated
4824,4615,4770.02,0.02,USA,9,68,2026-02-08 19:21:15.497
4825,7294,528.65,0.00,USA,9,55,2026-02-08 19:21:15.510
4826,4757,4854.67,0.01,USA,9,35,2026-02-08 19:21:15.530
4827,7353,5647.54,1.00,USA,8,24,2026-02-08 19:21:15.550
4828,8311,9084.51,1.00,UK,1,90,2026-02-08 19:21:15.570
4829,351,7045.61,1.00,Germany,4,11,2026-02-08 19:21:15.590
4830,3209,2899.90,0.00,Germany,4,84,2026-02-08 19:21:15.610
4831,9915,7580.80,1.00,Germany,4,79,2026-02-08 19:21:15.630
4832,6227,498.99,0.00,Kosove,11,85,2026-02-08 19:21:15.650
4833,4196,399.47,0.00,Kosove,11,96,2026-02-08 19:21:15.667
4834,7305,7066.56,0.01,Germany,5,33,2026-02-08 19:21:15.687
4835,5135,825.63,0.00,Kosove,3,35,2026-02-08 19:21:15.700
4836,1671,3079.17,1.00,Kosove,18,73,2026-02-08 19:21:15.720
4837,33,6141.49,1.00,Germany,16,15,2026-02-08 19:21:15.740
4838,7405,5357.20,1.00,Shqipëri,3,72,2026-02-08 19:21:15.760
4839,4788,873.24,1.00,Shqipëri,13,70,2026-02-08 19:21:15.780
4840,8449,1350.64,1.00,UK,3,58,2026-02-08 19:21:15.803
4841,9318,667.23,0.00,Kosove,15,60,2026-02-08 19:21:15.817
4842,3469,939.62,0.00,Shqipëri,23,73,2026-02-08 19:21:15.833
4843,8563,6127.06,0.01,Germany,22,21,2026-02-08 19:21:15.853
4844,2952,230.88,0.00,UK,4,84,2026-02-08 19:21:15.873
4845,1686,9648.39,1.00,Shqipëri,13,48,2026-02-08 19:21:15.893
4846,406,566.38,0.00,Shqipëri,1,74,2026-02-08 19:21:15.907
4847,3393,612.53,0.00,UK,1,39,2026-02-08 19:21:15.927
4848,4474,92.73,0.00,Kosove,1,24,2026-02-08 19:21:15.940
4849,419,457.27,1.00,Kosove,1,78,2026-02-08 19:21:15.957
4850,3733,966.19,0.00,Shqipëri,2,47,2026-02-08 19:21:15.977
4851,4917,5685.44,1.00,Shqipëri,0,69,2026-02-08 19:21:15.997
4852,3658,240.97,0.00,UK,14,29,2026-02-08 19:21:16.013
4853,2208,624.37,0.00,USA,5,1,2026-02-08 19:21:16.033
4854,8385,7426.15,0.01,Shqipëri,20,16,2026-02-08 19:21:16.050
4855,2423,330.45,0.00,Shqipëri,14,58,2026-02-08 19:21:16.070
4856,8715,3549.25,0.01,Shqipëri,14,81,2026-02-08 19:21:16.090
4857,9749,93.98,0.00,USA,10,2,2026-02-08 19:21:16.107
4858,6037,4400.62,0.03,Kosove,13,65,2026-02-08 19:21:16.130
4859,977,3018.25,1.00,Shqipëri,9,95,2026-02-08 19:21:16.150
4860,9163,415.32,1.00,Kosove,18,8,2026-02-08 19:21:16.170
4861,957,8655.93,0.01,UK,19,38,2026-02-08 19:21:16.193
4862,4620,3958.72,1.00,Kosove,11,10,2026-02-08 19:21:16.217
4863,3747,9572.81,1.00,Shqipëri,22,39,2026-02-08 19:21:16.237
4864,980,6874.81,0.01,Kosove,19,5,2026-02-08 19:21:16.257
4865,6948,3956.28,0.01,UK,7,34,2026-02-08 19:21:16.280
4866,7617,4194.41,1.00,UK,7,41,2026-02-08 19:21:16.300
4867,9471,6503.17,0.03,UK,7,3,2026-02-08 19:21:16.320
4868,7824,2943.41,0.01,UK,7,21,2026-02-08 19:21:16.337
4869,6987,4138.80,0.02,Kosove,15,17,2026-02-08 19:21:16.353
4870,533,601.14,0.00,USA,21,45,2026-02-08 19:21:16.363
4871,8244,581.73,0.00,UK,12,38,2026-02-08 19:21:16.377
4872,2880,637.46,0.00,Shqipëri,6,6,2026-02-08 19:21:16.387
4873,3780,46.76,0.00,Kosove,3,98,2026-02-08 19:21:16.400
4874,9448,7248.94,1.00,Kosove,3,57,2026-02-08 19:21:16.417
4875,5855,635.27,0.00,Kosove,3,75,2026-02-08 19:21:16.430
4876,8094,7663.25,1.00,UK,17,5,2026-02-08 19:21:16.447
4877,4536,34.61,0.00,UK,16,60,2026-02-08 19:21:16.463
4878,7192,1165.65,1.00,USA,7,97,2026-02-08 19:21:16.480
4879,6692,6288.85,0.01,Kosove,21,76,2026-02-08 19:21:16.497
4880,2275,4439.63,0.01,USA,15,82,2026-02-08 19:21:16.513
4881,8416,782.71,0.00,Germany,14,42,2026-02-08 19:21:16.530
4882,2470,4336.87,1.00,UK,10,65,2026-02-08 19:21:16.547
4883,4905,292.78,0.00,UK,6,8,2026-02-08 19:21:16.557
4884,3690,3212.97,0.00,USA,19,81,2026-02-08 19:21:16.573
4885,6685,8435.88,0.01,Kosove,18,94,2026-02-08 19:21:16.590
4886,5685,4865.32,0.01,USA,4,20,2026-02-08 19:21:16.603
4887,1724,988.63,0.00,UK,5,98,2026-02-08 19:21:16.613
4888,552,6612.49,1.00,USA,15,57,2026-02-08 19:21:16.630
4889,7331,592.14,0.00,UK,7,88,2026-02-08 19:21:16.640
4890,7384,955.77,0.00,Shqipëri,15,71,2026-02-08 19:21:16.650
4891,1296,3975.90,0.01,Kosove,8,76,2026-02-08 19:21:16.673
4892,3803,551.00,0.00,Kosove,8,58,2026-02-08 19:21:16.697
4893,4541,2034.87,0.01,Kosove,8,92,2026-02-08 19:21:16.717
4894,344,6160.59,0.01,Kosove,8,26,2026-02-08 19:21:16.733
4895,9961,733.73,0.00,Shqipëri,0,76,2026-02-08 19:21:16.747
4896,8286,6495.33,0.01,Shqipëri,0,92,2026-02-08 19:21:16.767
4897,3944,585.89,0.00,USA,18,72,2026-02-08 19:21:16.780
4898,6084,90.28,0.00,UK,9,88,2026-02-08 19:21:16.800
4899,7727,6803.23,0.01,UK,8,8,2026-02-08 19:21:16.820
4900,4656,806.76,0.00,UK,0,60,2026-02-08 19:21:16.833
4901,7155,843.06,0.00,UK,0,46,2026-02-08 19:21:16.847
4902,5636,757.87,0.00,USA,19,46,2026-02-08 19:21:16.863
4903,6712,373.34,0.00,UK,9,55,2026-02-08 19:21:16.877
4904,7937,952.43,0.00,UK,2,97,2026-02-08 19:21:16.900
4905,7686,781.26,0.00,Germany,4,4,2026-02-08 19:21:16.910
4906,8752,3456.38,1.00,UK,21,26,2026-02-08 19:21:16.930
4907,8763,83.68,0.00,USA,9,0,2026-02-08 19:21:16.950
4908,4971,4660.27,1.00,Germany,21,44,2026-02-08 19:21:16.973
4909,1089,7945.93,1.00,Kosove,16,12,2026-02-08 19:21:16.990
4910,7892,599.60,0.00,Germany,1,63,2026-02-08 19:21:17.007
4911,2535,7179.96,0.00,Germany,15,17,2026-02-08 19:21:17.027
4912,2428,40.50,0.00,Germany,15,87,2026-02-08 19:21:17.043
4913,8816,672.71,0.00,Kosove,6,13,2026-02-08 19:21:17.057
4914,5783,471.89,0.00,Germany,1,81,2026-02-08 19:21:17.070
4915,4935,5036.43,0.00,Kosove,4,54,2026-02-08 19:21:17.090
4916,6288,4195.95,1.00,Kosove,4,100,2026-02-08 19:21:17.110
4917,8580,205.33,0.00,Germany,4,79,2026-02-08 19:21:17.120
4918,7361,4069.30,0.01,Germany,4,20,2026-02-08 19:21:17.140
4919,1240,557.34,0.00,UK,4,48,2026-02-08 19:21:17.153
4920,207,3424.13,0.01,Shqipëri,5,76,2026-02-08 19:21:17.173
4921,3610,862.90,0.00,Shqipëri,22,79,2026-02-08 19:21:17.190
4922,8105,583.39,0.00,UK,7,58,2026-02-08 19:21:17.207
4923,168,774.32,0.00,Kosove,9,12,2026-02-08 19:21:17.220
4924,8761,7093.46,1.00,UK,19,90,2026-02-08 19:21:17.237
4925,9960,5603.18,0.01,Shqipëri,4,99,2026-02-08 19:21:17.257
4926,230,377.48,0.00,Shqipëri,4,1,2026-02-08 19:21:17.270
4927,4262,661.80,0.00,Germany,18,48,2026-02-08 19:21:17.287
4928,3370,956.67,0.00,Kosove,16,30,2026-02-08 19:21:17.300
4929,8478,35.96,0.00,Shqipëri,9,12,2026-02-08 19:21:17.313
4930,8749,662.91,0.00,Shqipëri,14,76,2026-02-08 19:21:17.330
4931,150,398.11,0.00,Shqipëri,21,41,2026-02-08 19:21:17.350
4932,3945,836.45,0.00,Kosove,3,54,2026-02-08 19:21:17.363
4933,5793,304.25,0.00,USA,21,54,2026-02-08 19:21:17.380
4934,9245,710.01,0.00,USA,13,60,2026-02-08 19:21:17.393
4935,4603,689.09,0.00,USA,3,35,2026-02-08 19:21:17.413
4936,2220,194.90,0.00,Germany,0,85,2026-02-08 19:21:17.433
4937,1816,5090.60,1.00,Shqipëri,0,99,2026-02-08 19:21:17.457
4938,8571,4319.14,0.01,Shqipëri,8,5,2026-02-08 19:21:17.477
4939,877,6593.11,1.00,Germany,23,69,2026-02-08 19:21:17.500
4940,1111,179.12,0.00,USA,7,95,2026-02-08 19:21:17.520
4941,1300,810.10,0.00,USA,5,94,2026-02-08 19:21:17.540
4942,4141,148.54,0.00,USA,4,17,2026-02-08 19:21:17.563
4943,1788,525.59,0.00,USA,4,55,2026-02-08 19:21:17.577
4944,1528,6167.83,0.04,Shqipëri,8,93,2026-02-08 19:21:17.597
4945,4160,950.01,0.00,Germany,7,71,2026-02-08 19:21:17.610
4946,1387,214.99,0.00,Kosove,0,57,2026-02-08 19:21:17.623
4947,3057,146.06,0.00,USA,5,71,2026-02-08 19:21:17.633
4948,3965,6954.10,1.00,Kosove,22,73,2026-02-08 19:21:17.650
4949,776,6115.44,0.02,USA,2,69,2026-02-08 19:21:17.663
4950,4257,210.10,0.00,Germany,11,75,2026-02-08 19:21:17.677
4951,5668,413.76,0.00,Germany,11,9,2026-02-08 19:21:17.697
4952,8591,3416.26,1.00,USA,1,74,2026-02-08 19:21:17.713
4953,2979,553.63,0.00,Germany,15,28,2026-02-08 19:21:17.727
4954,361,3510.08,0.01,UK,6,73,2026-02-08 19:21:17.747
4955,4482,3182.04,1.00,UK,12,16,2026-02-08 19:21:17.763
4956,310,5216.63,0.03,UK,6,65,2026-02-08 19:21:17.780
4957,3485,9216.72,1.00,USA,8,68,2026-02-08 19:21:17.800
4958,617,5171.12,0.01,Germany,8,74,2026-02-08 19:21:17.823
4959,2110,292.86,0.00,Shqipëri,11,96,2026-02-08 19:21:17.837
4960,2843,336.95,0.00,Germany,5,11,2026-02-08 19:21:17.860
4961,5230,67.63,0.00,Germany,5,81,2026-02-08 19:21:17.873
4962,8581,6697.30,0.01,Germany,5,40,2026-02-08 19:21:17.890
4963,5422,568.38,0.00,Germany,5,55,2026-02-08 19:21:17.910
4964,935,121.58,0.00,Shqipëri,17,7,2026-02-08 19:21:17.923
4965,5750,5710.17,1.00,UK,16,28,2026-02-08 19:21:17.947
4966,6233,344.07,0.00,Kosove,21,50,2026-02-08 19:21:17.960
4967,8879,247.45,0.00,Kosove,17,24,2026-02-08 19:21:17.983
4968,6033,853.55,0.00,USA,14,80,2026-02-08 19:21:18.000
4969,6416,980.20,0.00,USA,8,67,2026-02-08 19:21:18.020
4970,2932,8452.35,0.01,USA,15,79,2026-02-08 19:21:18.040
4971,732,2921.03,0.01,Germany,8,26,2026-02-08 19:21:18.063
4972,876,3013.92,0.04,UK,20,85,2026-02-08 19:21:18.080
4973,8999,931.19,0.00,Shqipëri,8,22,2026-02-08 19:21:18.093
4974,8468,5117.11,0.01,UK,5,26,2026-02-08 19:21:18.113
4975,6834,415.05,0.00,Shqipëri,13,23,2026-02-08 19:21:18.133
4976,6517,43.48,0.00,Germany,16,87,2026-02-08 19:21:18.147
4977,9578,86.32,0.00,UK,22,79,2026-02-08 19:21:18.167
4978,8524,56.85,0.00,UK,10,58,2026-02-08 19:21:18.180
4979,2252,381.98,0.00,UK,10,30,2026-02-08 19:21:18.200
4980,3810,273.06,1.00,Kosove,10,23,2026-02-08 19:21:18.220
4981,5989,1912.20,1.00,Kosove,14,24,2026-02-08 19:21:18.240
4982,8733,2616.05,1.00,Kosove,0,9,2026-02-08 19:21:18.260
4983,6601,1844.56,1.00,UK,16,72,2026-02-08 19:21:18.280
4984,8921,5481.50,0.01,USA,3,63,2026-02-08 19:21:18.300
4985,4264,290.67,0.00,USA,15,4,2026-02-08 19:21:18.313
4986,4288,999.45,0.00,Shqipëri,21,76,2026-02-08 19:21:18.330
4987,9546,170.26,0.00,Shqipëri,23,55,2026-02-08 19:21:18.343
4988,4893,552.69,0.00,USA,21,52,2026-02-08 19:21:18.367
4989,9241,9612.92,1.00,Germany,18,56,2026-02-08 19:21:18.387
4990,5266,3654.81,0.02,Shqipëri,16,77,2026-02-08 19:21:18.407
4991,1486,295.99,0.00,Kosove,20,47,2026-02-08 19:21:18.427
4992,3174,179.87,0.00,USA,2,34,2026-02-08 19:21:18.440
4993,2990,756.44,0.00,Kosove,9,19,2026-02-08 19:21:18.463
4994,6161,420.68,0.00,UK,11,54,2026-02-08 19:21:18.483
4995,9827,664.74,0.00,Germany,2,62,2026-02-08 19:21:18.503
4996,2593,948.03,0.00,Germany,2,32,2026-02-08 19:21:18.517
4997,2469,1776.79,1.00,UK,0,72,2026-02-08 19:21:18.537
4998,693,5140.90,0.02,Shqipëri,17,40,2026-02-08 19:21:18.557
4999,413,4170.32,0.01,UK,22,14,2026-02-08 19:21:18.577
5000,8712,9047.15,1.00,Kosove,16,13,2026-02-08 19:21:18.597
5001,6676,19.76,0.00,UK,13,72,2026-02-08 19:21:18.617
5002,6858,10.48,0.00,USA,23,41,2026-02-08 19:21:18.637
5003,3977,4132.17,0.01,UK,13,56,2026-02-08 19:21:18.660
5004,763,252.35,0.00,Kosove,12,76,2026-02-08 19:21:18.673
5005,8740,5263.86,0.00,Kosove,12,88,2026-02-08 19:21:18.697
5006,4694,5032.77,0.01,Kosove,12,91,2026-02-08 19:21:18.717
5007,2384,3320.00,1.00,UK,23,37,2026-02-08 19:21:18.740
5008,6373,5909.97,0.01,UK,23,76,2026-02-08 19:21:18.760
5009,6809,806.95,0.00,USA,8,17,2026-02-08 19:21:18.780
5010,9240,86.03,1.00,UK,3,44,2026-02-08 19:21:18.797
5011,5125,4474.70,0.01,UK,7,56,2026-02-08 19:21:18.817
5012,9845,3959.41,0.01,USA,18,65,2026-02-08 19:21:18.837
5013,5628,585.55,0.00,USA,18,44,2026-02-08 19:21:18.847
5014,3963,990.81,0.00,USA,18,66,2026-02-08 19:21:18.860
5015,3240,5134.58,1.00,USA,18,66,2026-02-08 19:21:18.880
5016,3,87.67,0.00,UK,1,66,2026-02-08 19:21:18.890
5017,416,674.41,0.00,UK,1,78,2026-02-08 19:21:18.910
5018,645,64.44,0.00,UK,8,4,2026-02-08 19:21:18.927
5019,8258,57.13,0.00,UK,8,68,2026-02-08 19:21:18.940
5020,3796,138.56,0.00,UK,8,0,2026-02-08 19:21:18.953
5021,3409,637.56,0.00,USA,9,85,2026-02-08 19:21:18.963
5022,4419,789.24,0.00,USA,9,14,2026-02-08 19:21:18.980
5023,9439,639.22,0.00,USA,8,26,2026-02-08 19:21:18.990
5024,8233,979.55,0.00,UK,23,60,2026-02-08 19:21:19.003
5025,7203,179.54,0.00,Kosove,16,5,2026-02-08 19:21:19.017
5026,4194,521.06,0.00,UK,9,56,2026-02-08 19:21:19.027
5027,2834,571.16,0.00,Germany,2,91,2026-02-08 19:21:19.040
5028,1981,758.48,0.00,Kosove,17,88,2026-02-08 19:21:19.050
5029,4261,7654.77,1.00,UK,19,24,2026-02-08 19:21:19.070
5030,8747,480.46,0.00,USA,19,12,2026-02-08 19:21:19.080
5031,9243,4047.06,0.00,Kosove,11,92,2026-02-08 19:21:19.097
5032,3744,5041.93,0.01,Kosove,11,12,2026-02-08 19:21:19.113
5033,4066,684.83,0.00,Kosove,11,14,2026-02-08 19:21:19.127
5034,4254,4606.46,0.01,Kosove,11,40,2026-02-08 19:21:19.150
5035,8243,5321.71,0.01,Kosove,1,85,2026-02-08 19:21:19.170
5036,1688,888.79,0.00,Shqipëri,17,0,2026-02-08 19:21:19.183
5037,34,6413.52,1.00,UK,5,69,2026-02-08 19:21:19.203
5038,5635,3322.99,1.00,UK,5,26,2026-02-08 19:21:19.220
5039,7332,432.17,0.00,UK,21,85,2026-02-08 19:21:19.240
5040,7209,6437.44,0.01,Shqipëri,1,34,2026-02-08 19:21:19.260
5041,7900,65.48,0.00,UK,1,95,2026-02-08 19:21:19.277
5042,650,1598.78,1.00,Shqipëri,15,57,2026-02-08 19:21:19.307
5043,1845,4120.64,1.00,Shqipëri,21,33,2026-02-08 19:21:19.330
5044,7859,7861.11,0.00,Shqipëri,7,100,2026-02-08 19:21:19.360
5045,303,149.85,0.00,Shqipëri,8,23,2026-02-08 19:21:19.373
5046,8981,6604.79,0.01,UK,5,35,2026-02-08 19:21:19.397
5047,7255,828.94,0.00,Kosove,16,24,2026-02-08 19:21:19.413
5048,1372,297.96,0.00,UK,11,55,2026-02-08 19:21:19.427
5049,5534,227.49,0.00,USA,3,42,2026-02-08 19:21:19.447
5050,7989,2337.31,0.01,Shqipëri,11,7,2026-02-08 19:21:19.463
5051,519,22.29,0.00,Germany,7,13,2026-02-08 19:21:19.483
5052,9148,1673.47,1.00,Shqipëri,4,97,2026-02-08 19:21:19.500
5053,7081,771.03,0.00,USA,17,79,2026-02-08 19:21:19.517
5054,971,827.15,0.00,UK,8,28,2026-02-08 19:21:19.530
5055,2180,3825.02,0.00,USA,23,13,2026-02-08 19:21:19.550
5056,5982,235.24,0.00,USA,23,86,2026-02-08 19:21:19.567
5057,3956,330.62,0.00,Shqipëri,4,2,2026-02-08 19:21:19.580
5058,2024,772.36,0.00,USA,11,49,2026-02-08 19:21:19.600
5059,9233,409.71,0.00,Shqipëri,15,86,2026-02-08 19:21:19.620
5060,8849,4783.20,0.02,Shqipëri,15,31,2026-02-08 19:21:19.637
5061,9473,980.49,0.00,Kosove,9,34,2026-02-08 19:21:19.650
5062,4436,4950.81,1.00,Germany,10,68,2026-02-08 19:21:19.670
5063,5754,700.50,0.00,Kosove,6,81,2026-02-08 19:21:19.683
5064,4991,816.05,0.00,Kosove,16,85,2026-02-08 19:21:19.703
5065,4004,372.84,0.00,Kosove,16,3,2026-02-08 19:21:19.720
5066,684,282.70,0.00,Shqipëri,4,32,2026-02-08 19:21:19.730
5067,8626,2749.13,1.00,Shqipëri,17,82,2026-02-08 19:21:19.753
5068,6729,21.34,0.00,UK,13,27,2026-02-08 19:21:19.770
5069,694,4825.39,1.00,Germany,6,96,2026-02-08 19:21:19.790
5070,2953,990.10,0.00,Shqipëri,10,88,2026-02-08 19:21:19.803
5071,856,577.54,0.00,Shqipëri,10,79,2026-02-08 19:21:19.817
5072,5881,195.65,0.00,USA,9,34,2026-02-08 19:21:19.837
5073,5197,1542.25,1.00,Shqipëri,14,54,2026-02-08 19:21:19.857
5074,4830,940.74,0.00,Shqipëri,14,40,2026-02-08 19:21:19.877
5075,2141,291.42,0.00,USA,13,39,2026-02-08 19:21:19.890
5076,7852,95.67,0.00,USA,10,18,2026-02-08 19:21:19.907
5077,5747,774.36,0.00,Kosove,5,69,2026-02-08 19:21:19.930
5078,8296,4511.84,0.00,USA,22,59,2026-02-08 19:21:19.953
5079,951,4630.04,0.01,USA,11,40,2026-02-08 19:21:19.973
5080,6669,263.48,1.00,Germany,1,27,2026-02-08 19:21:19.997
5081,841,702.94,0.00,UK,0,36,2026-02-08 19:21:20.020
5082,5164,7285.78,0.00,Kosove,17,50,2026-02-08 19:21:20.043
5083,9993,4155.03,1.00,Shqipëri,18,55,2026-02-08 19:21:20.063
5084,5688,636.80,0.00,Shqipëri,19,42,2026-02-08 19:21:20.080
5085,2821,85.63,0.00,Kosove,17,100,2026-02-08 19:21:20.100
5086,6779,218.03,0.00,UK,11,30,2026-02-08 19:21:20.123
5087,3616,6992.77,0.01,Shqipëri,14,27,2026-02-08 19:21:20.140
5088,658,9593.43,1.00,USA,9,64,2026-02-08 19:21:20.153
5089,3795,136.25,0.00,USA,1,85,2026-02-08 19:21:20.163
5090,9886,483.88,0.00,Kosove,9,59,2026-02-08 19:21:20.180
5091,3243,92.87,0.00,USA,10,71,2026-02-08 19:21:20.190
5092,4878,393.14,0.00,USA,10,94,2026-02-08 19:21:20.200
5093,8142,6376.83,0.01,Shqipëri,23,63,2026-02-08 19:21:20.217
5094,8259,1644.43,1.00,UK,9,19,2026-02-08 19:21:20.230
5095,4098,5877.79,0.00,Shqipëri,21,32,2026-02-08 19:21:20.247
5096,5071,394.34,0.00,Shqipëri,13,74,2026-02-08 19:21:20.260
5097,9735,1961.51,0.05,USA,2,50,2026-02-08 19:21:20.280
5098,4938,8385.79,0.02,UK,7,77,2026-02-08 19:21:20.300
5099,6926,799.10,0.00,USA,16,23,2026-02-08 19:21:20.313
5100,6146,688.91,0.00,UK,8,45,2026-02-08 19:21:20.330
5101,8362,171.39,0.00,UK,8,90,2026-02-08 19:21:20.347
5102,4065,6216.60,1.00,UK,8,18,2026-02-08 19:21:20.360
5103,5821,859.61,0.00,UK,8,19,2026-02-08 19:21:20.373
5104,7687,456.58,0.00,UK,8,36,2026-02-08 19:21:20.387
5105,2584,6117.43,0.01,Shqipëri,22,33,2026-02-08 19:21:20.407
5106,6463,982.28,0.00,UK,10,54,2026-02-08 19:21:20.420
5107,9611,704.22,0.00,Kosove,23,70,2026-02-08 19:21:20.437
5108,1203,962.27,0.00,Kosove,23,23,2026-02-08 19:21:20.453
5109,9879,5436.96,0.02,Shqipëri,15,52,2026-02-08 19:21:20.473
5110,577,925.75,0.00,UK,8,32,2026-02-08 19:21:20.487
5111,2484,3820.06,0.02,Kosove,5,1,2026-02-08 19:21:20.507
5112,7525,8575.66,0.01,Kosove,14,44,2026-02-08 19:21:20.527
5113,9967,5662.70,0.02,USA,6,70,2026-02-08 19:21:20.547
5114,9844,2332.76,0.01,USA,14,91,2026-02-08 19:21:20.567
5115,6116,3525.91,0.01,USA,14,61,2026-02-08 19:21:20.587
5116,7535,2444.35,1.00,Kosove,21,77,2026-02-08 19:21:20.607
5117,2259,3077.87,0.03,Kosove,3,61,2026-02-08 19:21:20.623
5118,7188,631.25,1.00,UK,5,78,2026-02-08 19:21:20.643
5119,1586,8647.60,1.00,Shqipëri,21,8,2026-02-08 19:21:20.663
5120,4839,5395.46,0.01,Shqipëri,2,84,2026-02-08 19:21:20.683
5121,9937,232.38,0.00,Kosove,6,13,2026-02-08 19:21:20.703
5122,6852,6852.77,1.00,Shqipëri,18,61,2026-02-08 19:21:20.720
5123,869,637.53,0.00,Shqipëri,12,51,2026-02-08 19:21:20.733
5124,1812,102.45,0.00,Kosove,0,75,2026-02-08 19:21:20.753
5125,7275,101.09,0.00,Shqipëri,2,59,2026-02-08 19:21:20.767
5126,273,2813.46,0.01,Shqipëri,2,21,2026-02-08 19:21:20.787
5127,5272,595.93,0.00,Shqipëri,2,86,2026-02-08 19:21:20.800
5128,1022,6472.00,0.10,Shqipëri,2,76,2026-02-08 19:21:20.820
5129,4771,374.74,0.00,Kosove,11,83,2026-02-08 19:21:20.833
5130,8678,516.61,0.00,Kosove,11,35,2026-02-08 19:21:20.850
5131,5600,978.34,0.00,UK,6,81,2026-02-08 19:21:20.870
5132,3050,3352.78,0.01,Shqipëri,10,44,2026-02-08 19:21:20.890
5133,5048,943.67,0.00,Germany,11,69,2026-02-08 19:21:20.907
5134,1284,803.74,0.00,UK,4,71,2026-02-08 19:21:20.920
5135,1272,599.87,0.00,USA,3,84,2026-02-08 19:21:20.937
5136,8613,568.75,0.00,Kosove,6,31,2026-02-08 19:21:20.953
5137,5148,553.80,0.00,USA,20,97,2026-02-08 19:21:20.973
5138,657,9634.54,1.00,UK,23,61,2026-02-08 19:21:20.993
5139,2970,2236.90,0.00,Kosove,23,77,2026-02-08 19:21:21.017
5140,4033,2424.61,1.00,USA,10,42,2026-02-08 19:21:21.037
5141,277,153.35,0.00,Kosove,6,51,2026-02-08 19:21:21.057
5142,9384,2875.47,0.00,Shqipëri,6,99,2026-02-08 19:21:21.077
5143,9770,788.78,0.00,Shqipëri,3,71,2026-02-08 19:21:21.093
5144,101,5171.88,1.00,Shqipëri,20,44,2026-02-08 19:21:21.113
5145,8741,659.82,0.00,Shqipëri,23,40,2026-02-08 19:21:21.130
5146,4182,1935.70,0.00,Shqipëri,3,11,2026-02-08 19:21:21.153
5147,1330,9919.22,1.00,Shqipëri,22,63,2026-02-08 19:21:21.177
5148,7093,5221.99,0.01,Shqipëri,16,7,2026-02-08 19:21:21.200
5149,8430,178.42,0.00,Kosove,7,57,2026-02-08 19:21:21.220
5150,8615,829.68,0.00,Kosove,21,13,2026-02-08 19:21:21.243
5151,6760,887.57,0.00,Shqipëri,9,28,2026-02-08 19:21:21.267
5152,2732,6458.52,0.01,Kosove,6,40,2026-02-08 19:21:21.283
5153,5058,4154.01,0.00,Shqipëri,15,56,2026-02-08 19:21:21.303
5154,1098,4245.64,0.02,UK,23,18,2026-02-08 19:21:21.323
5155,2401,1058.28,1.00,UK,23,92,2026-02-08 19:21:21.340
5156,4372,6103.88,0.00,Shqipëri,16,29,2026-02-08 19:21:21.357
5157,3709,607.93,0.00,Kosove,12,10,2026-02-08 19:21:21.370
5158,9527,5122.80,0.00,Germany,23,97,2026-02-08 19:21:21.383
5159,3678,828.32,0.00,UK,8,91,2026-02-08 19:21:21.397
5160,6275,622.37,0.00,Shqipëri,5,16,2026-02-08 19:21:21.407
5161,7972,284.09,0.00,USA,20,22,2026-02-08 19:21:21.417
5162,6939,151.66,0.00,USA,23,82,2026-02-08 19:21:21.430
5163,6591,898.59,0.00,USA,2,51,2026-02-08 19:21:21.440
5164,2134,753.87,0.00,Shqipëri,22,25,2026-02-08 19:21:21.450
5165,3832,939.20,0.00,Shqipëri,22,34,2026-02-08 19:21:21.467
5166,5790,6904.07,0.01,UK,22,18,2026-02-08 19:21:21.483
5167,8531,6640.68,0.01,Shqipëri,14,47,2026-02-08 19:21:21.500
5168,4169,7544.76,1.00,Shqipëri,14,94,2026-02-08 19:21:21.517
5169,8015,426.62,0.00,Shqipëri,21,98,2026-02-08 19:21:21.530
5170,9701,3213.27,1.00,Shqipëri,21,74,2026-02-08 19:21:21.543
5171,71,23.44,0.00,USA,1,57,2026-02-08 19:21:21.557
5172,435,5291.76,0.02,Kosove,10,64,2026-02-08 19:21:21.570
5173,3390,221.82,0.00,Kosove,18,54,2026-02-08 19:21:21.587
5174,9386,791.66,0.00,USA,19,8,2026-02-08 19:21:21.603
5175,7626,3202.66,0.01,USA,21,38,2026-02-08 19:21:21.623
5176,8637,845.71,0.00,USA,1,31,2026-02-08 19:21:21.637
5177,9932,1085.14,1.00,USA,1,54,2026-02-08 19:21:21.657
5178,7701,2102.82,1.00,USA,6,75,2026-02-08 19:21:21.680
5179,1369,6740.51,0.02,Shqipëri,11,21,2026-02-08 19:21:21.700
5180,4701,2114.13,1.00,UK,21,48,2026-02-08 19:21:21.717
5181,2645,513.54,0.00,UK,20,82,2026-02-08 19:21:21.730
5182,8600,828.70,0.00,Shqipëri,20,59,2026-02-08 19:21:21.743
5183,209,2099.81,0.01,Germany,12,40,2026-02-08 19:21:21.760
5184,4598,156.93,0.00,Shqipëri,19,19,2026-02-08 19:21:21.780
5185,6239,323.91,0.00,UK,3,17,2026-02-08 19:21:21.800
5186,3932,931.86,0.00,UK,19,54,2026-02-08 19:21:21.813
5187,1413,6990.65,0.01,Shqipëri,2,10,2026-02-08 19:21:21.837
5188,7399,6241.74,1.00,USA,20,25,2026-02-08 19:21:21.853
5189,7154,3677.13,0.01,UK,22,75,2026-02-08 19:21:21.870
5190,4163,86.97,0.00,UK,22,96,2026-02-08 19:21:21.890
5191,6104,642.93,0.00,Germany,14,84,2026-02-08 19:21:21.903
