device_id,user_id,device_fingerprint,os,browser,first_seen,last_seen,trusted
2652,5688,DEV-915826669-2652,Windows 11,Edge,2026-01-04 18:51:56.247,2026-01-10 18:51:56.247,1
2653,7419,DEV-2108914757-2653,Windows 11,Safari,2025-07-08 18:51:56.260,2025-07-31 18:51:56.260,0
2654,9768,DEV-1435201074-2654,Android,Firefox,2025-03-15 18:51:56.267,2025-04-11 18:51:56.267,1
2655,5499,DEV-1515156222-2655,iOS,Chrome,2024-05-13 18:51:56.277,2024-06-07 18:51:56.277,1
2656,1993,DEV-1325663347-2656,Linux,Opera,2024-03-01 18:51:56.287,2024-03-01 18:51:56.287,1
2657,2567,DEV-442965116-2657,Linux,Firefox,2024-10-03 18:51:56.297,2024-10-30 18:51:56.297,1
2658,7809,DEV-1974866067-2658,Windows 11,Safari,2025-06-26 18:51:56.307,2025-07-16 18:51:56.307,0
2659,7049,DEV-2118788802-2659,Windows 11,Chrome,2024-05-26 18:51:56.320,2024-06-12 18:51:56.320,1
2660,8132,DEV-1799260592-2660,macOS,Edge,2025-01-17 18:51:56.330,2025-01-29 18:51:56.330,0
2661,1573,DEV-53569603-2661,macOS,Edge,2025-10-02 18:51:56.347,2025-10-30 18:51:56.347,0
2662,6865,DEV-545170586-2662,macOS,Edge,2024-06-22 18:51:56.353,2024-07-13 18:51:56.353,1
2663,9681,DEV-1837464013-2663,Windows 10,Chrome,2025-01-03 18:51:56.360,2025-01-06 18:51:56.360,1
2664,8064,DEV-1381266381-2664,iOS,Opera,2025-12-07 18:51:56.370,2025-12-25 18:51:56.370,0
2665,3017,DEV-442298110-2665,Linux,Opera,2026-01-22 18:51:56.377,2026-02-02 18:51:56.377,1
2666,4690,DEV-1468177701-2666,Linux,Chrome,2024-06-21 18:51:56.383,2024-07-18 18:51:56.383,1
2667,5061,DEV-213966674-2667,macOS,Chrome,2025-01-17 18:51:56.397,2025-01-24 18:51:56.397,1
2668,3266,DEV-1855677764-2668,Windows 10,Firefox,2026-01-19 18:51:56.400,2026-02-04 18:51:56.400,0
2669,7418,DEV-922172164-2669,Windows 10,Firefox,2024-07-14 18:51:56.410,2024-08-12 18:51:56.410,1
2670,2408,DEV-2098794050-2670,Linux,Firefox,2024-12-01 18:51:56.417,2024-12-04 18:51:56.417,1
2671,3885,DEV-906335823-2671,Windows 10,Opera,2024-04-24 18:51:56.423,2024-05-14 18:51:56.423,1
2672,6455,DEV-636119802-2672,iOS,Chrome,2024-05-04 18:51:56.433,2024-05-10 18:51:56.433,1
2673,9470,DEV-1119444137-2673,Android,Firefox,2024-12-06 18:51:56.440,2024-12-30 18:51:56.440,1
2674,6233,DEV-1645319030-2674,Windows 10,Opera,2025-07-01 18:51:56.450,2025-07-12 18:51:56.450,1
2675,5062,DEV-1224110550-2675,Windows 11,Safari,2025-10-05 18:51:56.457,2025-10-23 18:51:56.457,0
2676,4186,DEV-1459790716-2676,Windows 10,Chrome,2025-01-17 18:51:56.467,2025-02-10 18:51:56.467,1
2677,6263,DEV-522634197-2677,Windows 11,Opera,2024-05-21 18:51:56.480,2024-05-22 18:51:56.480,1
2678,5723,DEV-742802396-2678,iOS,Edge,2025-08-19 18:51:56.483,2025-08-26 18:51:56.483,1
2679,6744,DEV-940731677-2679,iOS,Safari,2025-10-30 18:51:56.497,2025-11-23 18:51:56.497,0
2680,9076,DEV-1711688243-2680,Linux,Edge,2025-01-10 18:51:56.507,2025-01-21 18:51:56.507,1
2681,7156,DEV-131028841-2681,Windows 10,Opera,2024-03-22 18:51:56.523,2024-04-12 18:51:56.523,1
2682,6811,DEV-1551606342-2682,macOS,Opera,2025-01-21 18:51:56.530,2025-02-07 18:51:56.530,0
2683,5871,DEV-877044734-2683,Windows 11,Chrome,2024-12-30 18:51:56.543,2025-01-14 18:51:56.543,1
2684,3071,DEV-38998513-2684,Windows 11,Opera,2025-05-27 18:51:56.557,2025-06-19 18:51:56.557,0
2685,2244,DEV-1899711867-2685,macOS,Edge,2024-11-02 18:51:56.563,2024-11-12 18:51:56.563,1
2686,9381,DEV-1728146813-2686,iOS,Firefox,2025-05-06 18:51:56.570,2025-05-22 18:51:56.570,1
2687,472,DEV-1797215743-2687,Linux,Chrome,2025-12-18 18:51:56.580,2026-01-03 18:51:56.580,1
2688,8116,DEV-524381726-2688,Windows 10,Firefox,2025-04-13 18:51:56.587,2025-05-11 18:51:56.587,1
2689,2764,DEV-848965674-2689,macOS,Chrome,2025-11-23 18:51:56.593,2025-11-23 18:51:56.593,1
2690,2363,DEV-1992815997-2690,Windows 11,Edge,2024-05-15 18:51:56.600,2024-06-01 18:51:56.600,0
2691,4186,DEV-1327911055-2691,Windows 11,Safari,2024-12-27 18:51:56.613,2025-01-13 18:51:56.613,1
2692,2216,DEV-1343843725-2692,Windows 11,Edge,2024-10-31 18:51:56.620,2024-11-04 18:51:56.620,1
2693,3126,DEV-1705730035-2693,macOS,Firefox,2025-02-16 18:51:56.630,2025-03-11 18:51:56.630,1
2694,1435,DEV-595269051-2694,Windows 10,Firefox,2025-12-14 18:51:56.640,2025-12-31 18:51:56.640,0
2695,7416,DEV-763867128-2695,Windows 10,Edge,2025-12-29 18:51:56.647,2026-01-05 18:51:56.647,0
2696,5871,DEV-66236976-2696,Android,Chrome,2025-07-06 18:51:56.653,2025-07-28 18:51:56.653,0
2697,1446,DEV-2002522197-2697,Android,Firefox,2024-07-27 18:51:56.670,2024-08-20 18:51:56.670,1
2698,6624,DEV-708902714-2698,Linux,Firefox,2024-05-20 18:51:56.683,2024-05-29 18:51:56.683,1
2699,362,DEV-1597294315-2699,iOS,Firefox,2024-12-04 18:51:56.690,2024-12-09 18:51:56.690,1
2700,6230,DEV-1637831666-2700,Windows 10,Firefox,2024-07-17 18:51:56.700,2024-07-27 18:51:56.700,0
2701,2460,DEV-935021315-2701,Linux,Chrome,2025-07-10 18:51:56.710,2025-07-10 18:51:56.710,1
2702,8144,DEV-714093828-2702,Android,Opera,2025-10-26 18:51:56.713,2025-11-09 18:51:56.713,1
2703,1431,DEV-1156470904-2703,Windows 10,Opera,2025-06-24 18:51:56.720,2025-07-20 18:51:56.720,1
2704,2640,DEV-633832325-2704,Linux,Safari,2024-07-12 18:51:56.727,2024-07-15 18:51:56.727,1
2705,5480,DEV-1580216988-2705,macOS,Firefox,2024-12-26 18:51:56.733,2025-01-10 18:51:56.733,1
2706,2494,DEV-2121028125-2706,iOS,Opera,2024-08-06 18:51:56.740,2024-08-29 18:51:56.740,0
2707,8011,DEV-1302266240-2707,Android,Opera,2025-08-13 18:51:56.750,2025-08-30 18:51:56.750,1
2708,6709,DEV-1537424690-2708,macOS,Opera,2024-08-26 18:51:56.760,2024-08-28 18:51:56.760,1
2709,9960,DEV-1615149136-2709,Windows 11,Opera,2024-04-02 18:51:56.770,2024-05-01 18:51:56.770,0
2710,7128,DEV-521227027-2710,Windows 11,Safari,2025-11-05 18:51:56.773,2025-11-25 18:51:56.773,1
2711,3931,DEV-1135365412-2711,Windows 11,Chrome,2024-04-16 18:51:56.780,2024-05-01 18:51:56.780,0
2712,3818,DEV-654322689-2712,macOS,Opera,2025-09-23 18:51:56.787,2025-10-19 18:51:56.787,1
2713,4468,DEV-145445731-2713,Android,Edge,2026-01-23 18:51:56.793,2026-01-27 18:51:56.793,0
2714,5899,DEV-2025531484-2714,Windows 10,Edge,2025-08-13 18:51:56.800,2025-08-20 18:51:56.800,1
2715,3719,DEV-1755361773-2715,macOS,Edge,2025-03-19 18:51:56.813,2025-03-27 18:51:56.813,1
2716,8488,DEV-931859618-2716,Windows 10,Edge,2024-09-20 18:51:56.827,2024-10-08 18:51:56.827,1
2717,4191,DEV-84086616-2717,Windows 11,Edge,2025-06-21 18:51:56.840,2025-06-24 18:51:56.840,0
2718,3579,DEV-1603578948-2718,Linux,Firefox,2025-09-01 18:51:56.847,2025-09-29 18:51:56.847,1
2719,3045,DEV-706444159-2719,Linux,Safari,2025-10-30 18:51:56.850,2025-11-25 18:51:56.850,1
2720,779,DEV-1942038318-2720,Android,Safari,2024-08-16 18:51:56.857,2024-09-08 18:51:56.857,1
2721,6165,DEV-833921334-2721,Windows 11,Opera,2025-11-25 18:51:56.863,2025-12-08 18:51:56.863,0
2722,2072,DEV-1487770094-2722,Android,Chrome,2025-02-07 18:51:56.867,2025-03-04 18:51:56.867,1
2723,9425,DEV-647392696-2723,Linux,Edge,2024-11-19 18:51:56.873,2024-11-19 18:51:56.873,0
2724,6901,DEV-1965139336-2724,Linux,Opera,2025-05-08 18:51:56.880,2025-05-29 18:51:56.880,1
2725,3586,DEV-1521354090-2725,Linux,Safari,2026-01-06 18:51:56.887,2026-01-14 18:51:56.887,1
2726,8596,DEV-164472535-2726,Linux,Opera,2025-02-03 18:51:56.893,2025-02-21 18:51:56.893,1
2727,776,DEV-677312611-2727,Windows 11,Edge,2024-02-15 18:51:56.900,2024-02-25 18:51:56.900,0
2728,7551,DEV-1213406831-2728,Android,Edge,2024-08-05 18:51:56.910,2024-08-05 18:51:56.910,1
2729,5303,DEV-681680002-2729,macOS,Edge,2025-04-15 18:51:56.913,2025-04-17 18:51:56.913,0
2730,638,DEV-1830803782-2730,Linux,Opera,2026-01-07 18:51:56.930,2026-01-25 18:51:56.930,1
2731,594,DEV-317509024-2731,Android,Safari,2025-11-29 18:51:56.943,2025-12-19 18:51:56.943,1
2732,450,DEV-1909818648-2732,Android,Chrome,2025-05-09 18:51:56.953,2025-05-25 18:51:56.953,1
2733,2802,DEV-609440140-2733,macOS,Edge,2025-09-10 18:51:56.960,2025-09-15 18:51:56.960,1
2734,7101,DEV-2124321429-2734,macOS,Safari,2024-02-23 18:51:56.963,2024-03-13 18:51:56.963,1
2735,3235,DEV-777491719-2735,Windows 10,Firefox,2024-04-28 18:51:56.970,2024-05-05 18:51:56.970,1
2736,5044,DEV-1942866220-2736,macOS,Firefox,2026-01-14 18:51:56.977,2026-02-08 18:51:56.977,0
2737,3863,DEV-64270790-2737,iOS,Firefox,2025-04-18 18:51:56.980,2025-04-27 18:51:56.980,1
2738,9614,DEV-1964809605-2738,Windows 10,Safari,2024-12-19 18:51:56.987,2024-12-24 18:51:56.987,1
2739,2075,DEV-163758460-2739,Windows 10,Chrome,2025-11-02 18:51:56.993,2025-11-26 18:51:56.993,0
2740,9688,DEV-796388876-2740,Linux,Chrome,2025-08-24 18:51:57.000,2025-09-13 18:51:57.000,0
2741,7988,DEV-1739090655-2741,Linux,Edge,2024-08-05 18:51:57.010,2024-09-01 18:51:57.010,1
2742,6921,DEV-2131373517-2742,Linux,Chrome,2025-03-21 18:51:57.020,2025-04-11 18:51:57.020,0
2743,5501,DEV-1052951090-2743,macOS,Firefox,2024-12-10 18:51:57.030,2024-12-14 18:51:57.030,0
2744,7977,DEV-787365083-2744,Linux,Firefox,2024-07-26 18:51:57.037,2024-08-09 18:51:57.037,1
2745,9053,DEV-1652432863-2745,Linux,Chrome,2024-05-06 18:51:57.043,2024-06-01 18:51:57.043,0
2746,3,DEV-1942161612-2746,Linux,Chrome,2024-12-03 18:51:57.050,2024-12-06 18:51:57.050,1
2747,8822,DEV-1253293921-2747,Windows 11,Chrome,2024-06-03 18:51:57.060,2024-06-06 18:51:57.060,1
2748,1180,DEV-15762528-2748,Linux,Opera,2024-11-15 18:51:57.070,2024-11-20 18:51:57.070,1
2749,3761,DEV-1743715652-2749,Android,Firefox,2025-04-08 18:51:57.080,2025-04-24 18:51:57.080,1
2750,8997,DEV-1814759680-2750,Windows 11,Safari,2024-07-06 18:51:57.087,2024-07-22 18:51:57.087,1
2751,3507,DEV-205188521-2751,Windows 10,Opera,2024-07-06 18:51:57.093,2024-07-21 18:51:57.093,0
2752,5672,DEV-1843663869-2752,iOS,Safari,2025-12-05 18:51:57.103,2025-12-20 18:51:57.103,1
2753,5127,DEV-1551660543-2753,Linux,Edge,2025-06-22 18:51:57.110,2025-06-23 18:51:57.110,0
2754,8226,DEV-1911486941-2754,Windows 11,Firefox,2025-12-29 18:51:57.117,2026-01-24 18:51:57.117,1
2755,5985,DEV-1466408164-2755,macOS,Chrome,2025-04-07 18:51:57.120,2025-04-11 18:51:57.120,0
2756,103,DEV-2089806106-2756,Linux,Edge,2025-03-11 18:51:57.130,2025-03-14 18:51:57.130,0
2757,3451,DEV-1641939156-2757,Windows 11,Edge,2024-06-25 18:51:57.137,2024-06-25 18:51:57.137,1
2758,3643,DEV-370269271-2758,iOS,Firefox,2025-06-13 18:51:57.143,2025-07-09 18:51:57.143,1
2759,6469,DEV-1678107318-2759,macOS,Edge,2024-07-19 18:51:57.153,2024-08-10 18:51:57.153,1
2760,1269,DEV-771737147-2760,macOS,Firefox,2024-10-31 18:51:57.163,2024-11-29 18:51:57.163,1
2761,3466,DEV-579545198-2761,macOS,Opera,2024-07-06 18:51:57.170,2024-07-17 18:51:57.170,0
2762,1904,DEV-1903900339-2762,Linux,Edge,2024-12-21 18:51:57.173,2025-01-07 18:51:57.173,1
2763,8931,DEV-589786565-2763,Linux,Chrome,2024-04-26 18:51:57.183,2024-05-22 18:51:57.183,0
2764,1188,DEV-1514558931-2764,iOS,Opera,2025-04-11 18:51:57.190,2025-05-10 18:51:57.190,1
2765,6714,DEV-152166886-2765,iOS,Edge,2025-04-26 18:51:57.197,2025-05-24 18:51:57.197,0
2766,5764,DEV-620174726-2766,Android,Chrome,2025-01-07 18:51:57.203,2025-01-08 18:51:57.203,1
2767,9168,DEV-1628604891-2767,Windows 11,Opera,2025-04-12 18:51:57.213,2025-05-09 18:51:57.213,1
2768,9983,DEV-1311023937-2768,macOS,Edge,2024-03-16 18:51:57.220,2024-04-03 18:51:57.220,0
2769,3824,DEV-609002673-2769,iOS,Chrome,2024-04-04 18:51:57.230,2024-04-18 18:51:57.230,1
2770,6957,DEV-1016443401-2770,Windows 11,Safari,2025-02-12 18:51:57.240,2025-02-26 18:51:57.240,1
2771,3306,DEV-1553661376-2771,Linux,Opera,2025-05-18 18:51:57.250,2025-06-15 18:51:57.250,0
2772,3440,DEV-685650065-2772,macOS,Safari,2024-12-07 18:51:57.263,2024-12-10 18:51:57.263,0
2773,5296,DEV-697899626-2773,Linux,Opera,2025-08-14 18:51:57.273,2025-08-26 18:51:57.273,1
2774,9459,DEV-1593650866-2774,macOS,Safari,2024-05-25 18:51:57.287,2024-06-21 18:51:57.287,0
2775,9569,DEV-2043630501-2775,Windows 10,Chrome,2025-03-17 18:51:57.303,2025-04-15 18:51:57.303,1
2776,9395,DEV-335643257-2776,Linux,Firefox,2025-04-18 18:51:57.317,2025-05-02 18:51:57.317,0
2777,5210,DEV-678040832-2777,Linux,Firefox,2026-01-29 18:51:57.327,2026-01-30 18:51:57.327,0
2778,9562,DEV-442044534-2778,Windows 10,Chrome,2024-04-11 18:51:57.333,2024-04-13 18:51:57.333,1
2779,6283,DEV-683334660-2779,Android,Firefox,2024-11-25 18:51:57.340,2024-12-13 18:51:57.340,1
2780,8915,DEV-1991582151-2780,Android,Chrome,2025-07-31 18:51:57.350,2025-08-12 18:51:57.350,0
2781,6960,DEV-1396558944-2781,Windows 10,Opera,2024-07-06 18:51:57.360,2024-08-02 18:51:57.360,1
2782,6302,DEV-619983970-2782,iOS,Safari,2025-03-02 18:51:57.370,2025-03-24 18:51:57.370,1
2783,2908,DEV-394447288-2783,Windows 10,Edge,2024-12-12 18:51:57.377,2024-12-17 18:51:57.377,1
2784,4743,DEV-195565892-2784,Linux,Opera,2024-10-21 18:51:57.383,2024-10-23 18:51:57.383,1
2785,1389,DEV-1084446181-2785,iOS,Safari,2024-10-02 18:51:57.397,2024-10-10 18:51:57.397,1
2786,1702,DEV-1020321873-2786,iOS,Safari,2024-03-29 18:51:57.403,2024-04-25 18:51:57.403,1
2787,9745,DEV-577244310-2787,Linux,Edge,2024-11-14 18:51:57.417,2024-11-21 18:51:57.417,1
2788,2199,DEV-2022711997-2788,Windows 10,Chrome,2025-04-21 18:51:57.420,2025-04-25 18:51:57.420,1
2789,5002,DEV-10267801-2789,Linux,Edge,2024-09-21 18:51:57.433,2024-10-03 18:51:57.433,1
2790,9037,DEV-440298910-2790,Android,Opera,2026-02-05 18:51:57.450,2026-03-06 18:51:57.450,1
2791,1098,DEV-1091468281-2791,Linux,Safari,2026-01-10 18:51:57.460,2026-01-11 18:51:57.460,1
2792,2406,DEV-293957119-2792,Windows 11,Firefox,2025-11-21 18:51:57.473,2025-11-25 18:51:57.473,0
2793,8585,DEV-189147214-2793,Windows 11,Chrome,2025-04-21 18:51:57.483,2025-05-02 18:51:57.483,1
2794,4328,DEV-1013882005-2794,Linux,Edge,2025-11-17 18:51:57.497,2025-11-17 18:51:57.497,1
2795,6361,DEV-893203958-2795,Android,Edge,2025-04-10 18:51:57.507,2025-04-13 18:51:57.507,0
2796,3092,DEV-177423747-2796,Linux,Firefox,2024-10-18 18:51:57.517,2024-11-03 18:51:57.517,1
2797,7673,DEV-36374303-2797,Windows 10,Firefox,2024-08-11 18:51:57.527,2024-08-28 18:51:57.527,0
2798,3818,DEV-927742047-2798,Windows 11,Safari,2025-02-11 18:51:57.537,2025-03-06 18:51:57.537,1
2799,192,DEV-315997739-2799,Windows 11,Chrome,2024-04-08 18:51:57.543,2024-04-19 18:51:57.543,0
2800,4864,DEV-1792505052-2800,Linux,Safari,2024-03-04 18:51:57.553,2024-03-19 18:51:57.553,0
2801,5266,DEV-2013849738-2801,Android,Chrome,2024-03-26 18:51:57.560,2024-03-28 18:51:57.560,1
2802,2022,DEV-838557528-2802,Windows 11,Edge,2024-10-10 18:51:57.563,2024-10-14 18:51:57.563,1
2803,2390,DEV-2014586654-2803,iOS,Safari,2025-10-01 18:51:57.570,2025-10-30 18:51:57.570,1
2804,9192,DEV-1375129687-2804,Linux,Firefox,2024-02-18 18:51:57.573,2024-03-07 18:51:57.573,1
2805,1100,DEV-1330134574-2805,iOS,Firefox,2025-04-23 18:51:57.587,2025-05-17 18:51:57.587,1
2806,9073,DEV-494870500-2806,Android,Opera,2025-12-13 18:51:57.590,2026-01-04 18:51:57.590,1
2807,7476,DEV-180709926-2807,iOS,Opera,2024-11-13 18:51:57.597,2024-11-29 18:51:57.597,1
2808,497,DEV-1660227554-2808,iOS,Safari,2025-10-11 18:51:57.600,2025-10-18 18:51:57.600,0
2809,3419,DEV-731041951-2809,Android,Edge,2025-12-18 18:51:57.603,2026-01-04 18:51:57.603,1
2810,8265,DEV-706596618-2810,Windows 10,Firefox,2024-04-13 18:51:57.610,2024-04-24 18:51:57.610,1
2811,9386,DEV-1751513003-2811,Linux,Chrome,2025-02-27 18:51:57.620,2025-03-16 18:51:57.620,0
2812,16,DEV-938820047-2812,Linux,Safari,2025-08-29 18:51:57.627,2025-09-13 18:51:57.627,1
2813,9098,DEV-286245806-2813,macOS,Edge,2024-11-22 18:51:57.633,2024-12-16 18:51:57.633,0
2814,2748,DEV-896074473-2814,Windows 11,Firefox,2025-04-26 18:51:57.640,2025-05-16 18:51:57.640,0
2815,988,DEV-138768262-2815,Windows 11,Firefox,2025-05-08 18:51:57.647,2025-06-06 18:51:57.647,1
2816,2251,DEV-1741184557-2816,Windows 10,Opera,2025-06-01 18:51:57.650,2025-06-24 18:51:57.650,1
2817,7561,DEV-558360898-2817,Windows 11,Opera,2025-03-23 18:51:57.657,2025-03-30 18:51:57.657,1
2818,4670,DEV-795960765-2818,Windows 11,Opera,2025-07-30 18:51:57.663,2025-08-11 18:51:57.663,1
2819,8728,DEV-1937702904-2819,Android,Firefox,2025-05-22 18:51:57.670,2025-06-05 18:51:57.670,1
2820,8864,DEV-439658513-2820,Android,Opera,2025-06-14 18:51:57.680,2025-06-24 18:51:57.680,0
2821,602,DEV-1153937357-2821,iOS,Edge,2024-07-31 18:51:57.687,2024-08-21 18:51:57.687,1
2822,6750,DEV-1392404945-2822,Linux,Firefox,2024-04-23 18:51:57.693,2024-05-08 18:51:57.693,1
2823,9276,DEV-1087611385-2823,macOS,Chrome,2025-11-04 18:51:57.700,2025-11-15 18:51:57.700,1
2824,5226,DEV-1327997805-2824,Windows 10,Safari,2024-12-10 18:51:57.707,2025-01-05 18:51:57.707,0
2825,7046,DEV-360486131-2825,Windows 10,Safari,2025-04-04 18:51:57.720,2025-04-19 18:51:57.720,1
2826,8557,DEV-403229811-2826,Android,Firefox,2025-01-07 18:51:57.730,2025-01-27 18:51:57.730,1
2827,5633,DEV-127038839-2827,Windows 11,Edge,2024-08-12 18:51:57.740,2024-09-05 18:51:57.740,1
2828,6397,DEV-2100624820-2828,macOS,Edge,2024-05-26 18:51:57.750,2024-06-20 18:51:57.750,1
2829,5645,DEV-1406385652-2829,macOS,Safari,2024-04-13 18:51:57.760,2024-04-29 18:51:57.760,0
2830,2293,DEV-1767409438-2830,Windows 10,Firefox,2024-11-18 18:51:57.770,2024-11-27 18:51:57.770,0
2831,6177,DEV-1080862283-2831,macOS,Chrome,2025-10-09 18:51:57.777,2025-10-13 18:51:57.777,1
2832,1054,DEV-705095537-2832,Windows 11,Firefox,2025-08-25 18:51:57.790,2025-09-10 18:51:57.790,1
2833,4990,DEV-1003769785-2833,iOS,Edge,2024-12-13 18:51:57.807,2024-12-14 18:51:57.807,1
2834,522,DEV-2016511082-2834,Windows 11,Chrome,2024-10-08 18:51:57.813,2024-11-02 18:51:57.813,1
2835,3830,DEV-1074300664-2835,macOS,Firefox,2025-12-18 18:51:57.817,2025-12-18 18:51:57.817,0
2836,2036,DEV-1189888364-2836,macOS,Chrome,2024-03-09 18:51:57.827,2024-03-11 18:51:57.827,1
2837,663,DEV-2137688468-2837,Windows 11,Chrome,2024-07-27 18:51:57.833,2024-08-24 18:51:57.833,0
2838,5371,DEV-1704153233-2838,Windows 10,Safari,2025-10-23 18:51:57.850,2025-11-09 18:51:57.850,1
2839,6745,DEV-915082516-2839,Windows 11,Chrome,2024-04-30 18:51:57.887,2024-05-27 18:51:57.887,1
2840,8042,DEV-406106510-2840,Windows 11,Firefox,2024-09-22 18:51:57.900,2024-10-02 18:51:57.900,0
2841,2297,DEV-152343052-2841,Windows 11,Edge,2025-09-05 18:51:57.917,2025-09-09 18:51:57.917,1
2842,1765,DEV-563189713-2842,Windows 11,Safari,2024-10-04 18:51:57.930,2024-10-20 18:51:57.930,0
2843,7748,DEV-1644485383-2843,Android,Opera,2026-01-16 18:51:57.937,2026-01-25 18:51:57.937,1
2844,9523,DEV-122970755-2844,Windows 10,Firefox,2025-01-18 18:51:57.950,2025-02-09 18:51:57.950,1
2845,8813,DEV-373223830-2845,Android,Edge,2025-02-03 18:51:57.953,2025-02-25 18:51:57.953,0
2846,7388,DEV-1398005853-2846,macOS,Chrome,2024-03-28 18:51:57.967,2024-04-06 18:51:57.967,0
2847,2520,DEV-148274148-2847,macOS,Firefox,2026-01-26 18:51:57.970,2026-02-05 18:51:57.970,1
2848,7070,DEV-809196624-2848,Android,Firefox,2024-07-27 18:51:57.980,2024-07-29 18:51:57.980,1
2849,37,DEV-898477072-2849,iOS,Chrome,2025-09-25 18:51:57.990,2025-10-10 18:51:57.990,0
2850,5206,DEV-1255885129-2850,Windows 10,Firefox,2024-10-19 18:51:58.000,2024-10-20 18:51:58.000,0
2851,8897,DEV-1646794609-2851,Linux,Firefox,2025-10-06 18:51:58.007,2025-10-24 18:51:58.007,1
2852,1258,DEV-1058136229-2852,iOS,Edge,2026-01-05 18:51:58.013,2026-01-16 18:51:58.013,0
2853,8986,DEV-1712812428-2853,Linux,Firefox,2025-01-13 18:51:58.030,2025-01-25 18:51:58.030,0
2854,5467,DEV-941531361-2854,Windows 10,Edge,2024-12-26 18:51:58.040,2025-01-23 18:51:58.040,1
2855,2749,DEV-1100249956-2855,Android,Firefox,2025-02-18 18:51:58.047,2025-02-22 18:51:58.047,1
2856,394,DEV-620935112-2856,Android,Chrome,2024-06-08 18:51:58.053,2024-06-29 18:51:58.053,1
2857,7892,DEV-1971828981-2857,iOS,Firefox,2025-07-27 18:51:58.060,2025-08-08 18:51:58.060,1
2858,5957,DEV-1876701708-2858,macOS,Chrome,2024-11-21 18:51:58.063,2024-12-10 18:51:58.063,0
2859,5606,DEV-1537533703-2859,macOS,Opera,2025-09-15 18:51:58.070,2025-10-12 18:51:58.070,1
2860,3696,DEV-80703138-2860,Windows 10,Firefox,2025-04-24 18:51:58.073,2025-05-09 18:51:58.073,0
2861,2278,DEV-814166586-2861,Android,Chrome,2026-02-08 18:51:58.080,2026-03-05 18:51:58.080,1
2862,4303,DEV-892489688-2862,macOS,Edge,2025-08-01 18:51:58.087,2025-08-05 18:51:58.087,1
2863,3578,DEV-1525759611-2863,Linux,Chrome,2025-04-19 18:51:58.090,2025-05-13 18:51:58.090,1
2864,1306,DEV-1548424477-2864,Linux,Opera,2025-12-02 18:51:58.097,2025-12-07 18:51:58.097,1
2865,4776,DEV-81572642-2865,Windows 10,Opera,2026-01-11 18:51:58.100,2026-01-16 18:51:58.100,1
2866,8147,DEV-78002453-2866,macOS,Opera,2025-08-31 18:51:58.103,2025-09-15 18:51:58.103,0
2867,1309,DEV-51623249-2867,Linux,Chrome,2025-12-06 18:51:58.110,2026-01-01 18:51:58.110,0
2868,5700,DEV-1369622214-2868,Windows 10,Chrome,2024-04-13 18:51:58.117,2024-04-15 18:51:58.117,0
2869,862,DEV-1873105182-2869,iOS,Safari,2025-12-02 18:51:58.123,2025-12-20 18:51:58.123,1
2870,7911,DEV-1663165903-2870,Android,Safari,2024-06-27 18:51:58.127,2024-06-28 18:51:58.127,1
2871,6939,DEV-1413228195-2871,iOS,Edge,2024-05-09 18:51:58.130,2024-06-06 18:51:58.130,1
2872,9332,DEV-550039473-2872,Windows 10,Safari,2024-12-27 18:51:58.137,2025-01-17 18:51:58.137,1
2873,6526,DEV-633197333-2873,Windows 10,Opera,2024-08-30 18:51:58.143,2024-09-19 18:51:58.143,0
2874,3112,DEV-2111419919-2874,Windows 10,Chrome,2024-11-27 18:51:58.150,2024-12-18 18:51:58.150,0
2875,9219,DEV-476917914-2875,Android,Firefox,2025-08-13 18:51:58.157,2025-09-11 18:51:58.157,1
2876,3090,DEV-1632260353-2876,Windows 10,Firefox,2025-03-20 18:51:58.170,2025-03-25 18:51:58.170,0
2877,7262,DEV-758312810-2877,macOS,Opera,2024-10-11 18:51:58.173,2024-10-23 18:51:58.173,1
2878,1424,DEV-825827271-2878,iOS,Firefox,2025-06-06 18:51:58.180,2025-06-22 18:51:58.180,1
2879,25,DEV-1915187444-2879,iOS,Chrome,2024-06-13 18:51:58.183,2024-06-18 18:51:58.183,1
2880,8515,DEV-25190713-2880,iOS,Chrome,2024-06-14 18:51:58.190,2024-06-15 18:51:58.190,1
2881,9188,DEV-1950994452-2881,Windows 11,Edge,2025-10-12 18:51:58.200,2025-10-13 18:51:58.200,0
2882,959,DEV-781479322-2882,Linux,Chrome,2025-12-22 18:51:58.210,2026-01-17 18:51:58.210,1
2883,3811,DEV-1656245839-2883,Windows 11,Chrome,2024-08-20 18:51:58.217,2024-08-24 18:51:58.217,1
2884,6523,DEV-560455603-2884,iOS,Opera,2025-08-04 18:51:58.230,2025-08-04 18:51:58.230,1
2885,602,DEV-730289436-2885,iOS,Safari,2025-08-18 18:51:58.240,2025-09-12 18:51:58.240,1
2886,2047,DEV-1229075128-2886,iOS,Safari,2026-01-25 18:51:58.247,2026-02-19 18:51:58.247,1
2887,8807,DEV-201977280-2887,Linux,Firefox,2024-09-14 18:51:58.260,2024-09-16 18:51:58.260,1
2888,8340,DEV-1213028684-2888,Windows 10,Opera,2025-08-31 18:51:58.263,2025-09-06 18:51:58.263,1
2889,6283,DEV-1322324435-2889,Windows 11,Chrome,2024-12-07 18:51:58.277,2024-12-12 18:51:58.277,0
