merchant_id,merchant_name,category,country,risk_score,created_at
2497,Merchant_156994055_2497,Electronics,Kosove,46,2024-05-31 18:56:59.727
2498,Merchant_1135791087_2498,Education,Kosove,89,2024-12-24 18:56:59.727
2499,Merchant_1427856709_2499,Automotive,Spain,41,2025-07-04 18:56:59.730
2500,Merchant_201339750_2500,Sports,UK,51,2024-05-27 18:56:59.730
2501,Merchant_65436588_2501,Beauty,Italy,27,2025-11-08 18:56:59.730
2502,Merchant_1108321232_2502,Restaurants,Shqipëri,53,2023-03-15 18:56:59.730
2503,Merchant_440026766_2503,Restaurants,Switzerland,2,2025-11-23 18:56:59.730
2504,Merchant_732930685_2504,Clothing,UK,70,2023-06-30 18:56:59.730
2505,Merchant_1376591684_2505,Furniture,Netherlands,4,2025-12-16 18:56:59.730
2506,Merchant_77228161_2506,Restaurants,Spain,59,2025-03-16 18:56:59.730
2507,Merchant_1261945053_2507,Entertainment,Shqipëri,51,2026-01-17 18:56:59.730
2508,Merchant_195053899_2508,Furniture,Switzerland,56,2023-03-30 18:56:59.730
2509,Merchant_72680790_2509,Groceries,Kosove,31,2024-07-04 18:56:59.730
2510,Merchant_386682725_2510,Beauty,USA,4,2024-05-27 18:56:59.730
2511,Merchant_48855049_2511,Furniture,Kosove,7,2024-09-16 18:56:59.730
2512,Merchant_172018502_2512,Beauty,Kosove,30,2023-09-09 18:56:59.730
2513,Merchant_1182750457_2513,Travel,USA,47,2025-12-11 18:56:59.733
2514,Merchant_1243757621_2514,Education,Netherlands,6,2023-03-23 18:56:59.733
2515,Merchant_1180052491_2515,Automotive,Kosove,59,2025-02-06 18:56:59.733
2516,Merchant_1204720013_2516,Travel,Netherlands,71,2025-04-18 18:56:59.733
2517,Merchant_1811632678_2517,Travel,Kosove,31,2025-02-01 18:56:59.733
2518,Merchant_1104884452_2518,Electronics,Spain,71,2024-10-25 18:56:59.733
2519,Merchant_15845415_2519,Beauty,France,46,2024-10-12 18:56:59.733
2520,Merchant_1753868498_2520,Education,Germany,51,2024-12-01 18:56:59.733
2521,Merchant_409142153_2521,Entertainment,Kosove,64,2023-02-24 18:56:59.733
2522,Merchant_403124105_2522,Education,Netherlands,23,2023-05-25 18:56:59.733
2523,Merchant_1708648648_2523,Healthcare,Kosove,4,2023-04-03 18:56:59.737
2524,Merchant_276181199_2524,Beauty,France,9,2025-05-10 18:56:59.737
2525,Merchant_1370525640_2525,Entertainment,France,40,2023-05-14 18:56:59.737
2526,Merchant_95679405_2526,Travel,Italy,78,2023-07-15 18:56:59.737
2527,Merchant_1689246787_2527,Entertainment,Shqipëri,71,2026-01-25 18:56:59.737
2528,Merchant_1220383563_2528,Clothing,Kosove,77,2024-04-14 18:56:59.737
2529,Merchant_1212105721_2529,Groceries,USA,83,2024-01-10 18:56:59.740
2530,Merchant_945116259_2530,Beauty,Spain,19,2025-04-18 18:56:59.740
2531,Merchant_1459775294_2531,Furniture,Germany,61,2025-10-19 18:56:59.740
2532,Merchant_335848298_2532,Beauty,Spain,97,2025-02-19 18:56:59.740
2533,Merchant_72254117_2533,Restaurants,Spain,32,2023-12-10 18:56:59.740
2534,Merchant_1669288367_2534,Education,Italy,65,2024-11-06 18:56:59.740
2535,Merchant_776528573_2535,Education,Shqipëri,64,2025-04-30 18:56:59.740
2536,Merchant_1173359716_2536,Entertainment,USA,60,2025-05-19 18:56:59.740
2537,Merchant_2088235857_2537,Electronics,Spain,100,2024-03-17 18:56:59.740
2538,Merchant_166560846_2538,Electronics,Netherlands,4,2023-02-23 18:56:59.743
2539,Merchant_1609918596_2539,Education,Germany,54,2024-09-27 18:56:59.743
2540,Merchant_1422716911_2540,Education,France,85,2024-09-10 18:56:59.743
2541,Merchant_1243924290_2541,Travel,Kosove,15,2025-07-16 18:56:59.743
2542,Merchant_207401792_2542,Automotive,Netherlands,33,2023-03-25 18:56:59.743
2543,Merchant_1381153395_2543,Automotive,Italy,69,2025-11-07 18:56:59.743
2544,Merchant_1026064720_2544,Beauty,Italy,37,2025-12-13 18:56:59.743
2545,Merchant_696189772_2545,Sports,Kosove,33,2026-01-09 18:56:59.747
2546,Merchant_497139134_2546,Travel,Italy,91,2025-11-12 18:56:59.747
2547,Merchant_776407603_2547,Clothing,Kosove,7,2023-05-16 18:56:59.747
2548,Merchant_1228076783_2548,Automotive,France,76,2025-05-12 18:56:59.747
2549,Merchant_1190183621_2549,Furniture,Spain,66,2025-03-08 18:56:59.747
2550,Merchant_858095226_2550,Travel,Italy,40,2025-09-24 18:56:59.747
2551,Merchant_2021609591_2551,Beauty,France,46,2025-11-24 18:56:59.747
2552,Merchant_1897683588_2552,Beauty,Kosove,71,2026-01-20 18:56:59.747
2553,Merchant_1277696904_2553,Restaurants,Switzerland,35,2024-03-07 18:56:59.750
2554,Merchant_1287853_2554,Automotive,Germany,31,2024-05-16 18:56:59.750
2555,Merchant_317435857_2555,Travel,USA,11,2025-11-20 18:56:59.750
2556,Merchant_1090729368_2556,Education,Shqipëri,44,2025-02-05 18:56:59.750
2557,Merchant_14130687_2557,Restaurants,Switzerland,20,2024-12-27 18:56:59.750
2558,Merchant_220165348_2558,Furniture,Switzerland,83,2024-07-15 18:56:59.750
2559,Merchant_980947170_2559,Electronics,Netherlands,43,2023-06-07 18:56:59.750
2560,Merchant_176186513_2560,Furniture,France,79,2023-04-26 18:56:59.750
2561,Merchant_119036986_2561,Groceries,Shqipëri,74,2024-12-23 18:56:59.750
2562,Merchant_1074472435_2562,Travel,Kosove,48,2024-07-19 18:56:59.750
2563,Merchant_1586726034_2563,Entertainment,Italy,70,2023-08-07 18:56:59.753
2564,Merchant_1346691341_2564,Healthcare,Netherlands,82,2025-05-04 18:56:59.753
2565,Merchant_1923828936_2565,Clothing,Germany,57,2024-01-13 18:56:59.753
2566,Merchant_1618813115_2566,Electronics,Spain,53,2023-10-23 18:56:59.753
2567,Merchant_1370169374_2567,Furniture,Switzerland,88,2023-04-20 18:56:59.753
2568,Merchant_767864147_2568,Restaurants,Switzerland,40,2024-04-06 18:56:59.753
2569,Merchant_239381417_2569,Clothing,Switzerland,93,2023-07-11 18:56:59.753
2570,Merchant_1773499284_2570,Groceries,Germany,61,2024-12-07 18:56:59.753
2571,Merchant_146243296_2571,Entertainment,Italy,39,2023-02-28 18:56:59.753
2572,Merchant_708651931_2572,Sports,Netherlands,15,2025-03-16 18:56:59.757
2573,Merchant_264583939_2573,Sports,Spain,43,2026-02-06 18:56:59.757
2574,Merchant_974299391_2574,Travel,Spain,56,2025-06-03 18:56:59.757
2575,Merchant_1157592187_2575,Automotive,Italy,43,2024-04-26 18:56:59.757
2576,Merchant_691992548_2576,Automotive,Shqipëri,51,2026-01-26 18:56:59.757
2577,Merchant_2032802067_2577,Entertainment,Germany,1,2023-12-29 18:56:59.760
2578,Merchant_1166556242_2578,Automotive,Switzerland,85,2024-08-25 18:56:59.760
2579,Merchant_513401133_2579,Entertainment,USA,96,2024-02-12 18:56:59.760
2580,Merchant_1972746292_2580,Beauty,Switzerland,50,2023-07-10 18:56:59.760
2581,Merchant_1267888945_2581,Furniture,Italy,21,2023-10-18 18:56:59.760
2582,Merchant_999325227_2582,Sports,Germany,94,2025-06-03 18:56:59.760
2583,Merchant_1624229835_2583,Beauty,Kosove,33,2024-04-02 18:56:59.760
2584,Merchant_158324562_2584,Entertainment,Kosove,9,2025-01-04 18:56:59.760
2585,Merchant_1217793899_2585,Travel,USA,49,2024-12-08 18:56:59.760
2586,Merchant_731974534_2586,Groceries,Shqipëri,6,2023-11-08 18:56:59.763
2587,Merchant_11652359_2587,Electronics,Italy,61,2025-09-13 18:56:59.763
2588,Merchant_309639051_2588,Automotive,Italy,88,2024-05-26 18:56:59.763
2589,Merchant_832458261_2589,Beauty,Italy,9,2025-04-05 18:56:59.763
2590,Merchant_638375265_2590,Education,UK,31,2025-09-17 18:56:59.763
2591,Merchant_445957020_2591,Clothing,Netherlands,38,2023-11-24 18:56:59.763
2592,Merchant_925442098_2592,Entertainment,Netherlands,9,2024-05-17 18:56:59.763
2593,Merchant_689993730_2593,Restaurants,UK,90,2025-07-12 18:56:59.767
2594,Merchant_237208289_2594,Groceries,France,52,2025-05-24 18:56:59.767
2595,Merchant_1905093713_2595,Sports,UK,87,2024-06-29 18:56:59.767
2596,Merchant_1984898441_2596,Restaurants,Italy,27,2024-01-30 18:56:59.767
2597,Merchant_2106085907_2597,Clothing,Italy,73,2023-06-10 18:56:59.767
2598,Merchant_1844668336_2598,Travel,USA,75,2023-07-24 18:56:59.770
2599,Merchant_1966973164_2599,Clothing,UK,1,2025-02-20 18:56:59.770
2600,Merchant_273985901_2600,Healthcare,Kosove,4,2024-04-27 18:56:59.770
2601,Merchant_833707261_2601,Electronics,Germany,20,2025-09-29 18:56:59.770
2602,Merchant_982410893_2602,Entertainment,Netherlands,49,2025-02-28 18:56:59.770
2603,Merchant_606395520_2603,Travel,Netherlands,100,2025-08-01 18:56:59.770
2604,Merchant_1538953653_2604,Furniture,Shqipëri,83,2024-09-17 18:56:59.770
2605,Merchant_1203503265_2605,Clothing,France,25,2023-03-16 18:56:59.773
2606,Merchant_1232379347_2606,Restaurants,France,82,2023-06-24 18:56:59.773
2607,Merchant_341762813_2607,Entertainment,UK,73,2024-10-13 18:56:59.773
2608,Merchant_1838531146_2608,Entertainment,Netherlands,26,2026-01-09 18:56:59.773
2609,Merchant_1428043339_2609,Travel,Switzerland,1,2025-12-04 18:56:59.773
2610,Merchant_90276951_2610,Healthcare,Spain,88,2023-09-21 18:56:59.773
2611,Merchant_1626997441_2611,Electronics,Switzerland,18,2024-12-11 18:56:59.773
2612,Merchant_2003717165_2612,Groceries,Italy,49,2025-07-04 18:56:59.777
2613,Merchant_799339691_2613,Restaurants,Spain,24,2023-05-23 18:56:59.777
2614,Merchant_1826051170_2614,Beauty,Spain,42,2025-11-14 18:56:59.777
2615,Merchant_347854011_2615,Entertainment,Netherlands,56,2025-10-10 18:56:59.777
2616,Merchant_2046628730_2616,Automotive,Shqipëri,96,2025-03-02 18:56:59.777
2617,Merchant_997204658_2617,Furniture,Kosove,18,2025-08-01 18:56:59.777
2618,Merchant_710097210_2618,Travel,Spain,50,2024-10-11 18:56:59.777
2619,Merchant_1921002809_2619,Beauty,Germany,40,2024-01-10 18:56:59.777
2620,Merchant_1297786304_2620,Beauty,Switzerland,99,2023-03-04 18:56:59.780
2621,Merchant_1543978267_2621,Travel,Kosove,84,2024-12-05 18:56:59.780
2622,Merchant_1092196270_2622,Furniture,Germany,88,2024-01-26 18:56:59.780
2623,Merchant_2137909524_2623,Automotive,UK,29,2023-11-10 18:56:59.780
2624,Merchant_1543775188_2624,Groceries,Germany,97,2024-01-27 18:56:59.780
2625,Merchant_578131914_2625,Groceries,Italy,92,2023-05-20 18:56:59.780
2626,Merchant_1992940372_2626,Entertainment,Kosove,13,2023-05-16 18:56:59.780
2627,Merchant_1181071536_2627,Groceries,Spain,94,2025-04-05 18:56:59.780
2628,Merchant_800211238_2628,Beauty,Shqipëri,52,2023-07-16 18:56:59.780
2629,Merchant_328948855_2629,Sports,USA,62,2024-06-27 18:56:59.780
2630,Merchant_1613823880_2630,Education,Germany,82,2026-01-03 18:56:59.780
2631,Merchant_1600278783_2631,Education,UK,34,2023-08-15 18:56:59.783
2632,Merchant_156802591_2632,Clothing,Italy,64,2025-10-21 18:56:59.783
2633,Merchant_1507394606_2633,Clothing,Kosove,39,2024-03-13 18:56:59.783
2634,Merchant_1485989630_2634,Entertainment,USA,78,2024-04-18 18:56:59.783
2635,Merchant_227486694_2635,Groceries,Italy,70,2024-09-23 18:56:59.783
2636,Merchant_1959490563_2636,Groceries,Italy,2,2024-12-18 18:56:59.783
2637,Merchant_1886223676_2637,Sports,Shqipëri,84,2025-04-13 18:56:59.783
2638,Merchant_317766203_2638,Entertainment,Italy,68,2024-09-12 18:56:59.783
2639,Merchant_1868679759_2639,Clothing,Netherlands,56,2023-05-28 18:56:59.783
2640,Merchant_1291101921_2640,Entertainment,UK,31,2025-03-19 18:56:59.787
2641,Merchant_471121941_2641,Automotive,Spain,16,2023-10-07 18:56:59.787
2642,Merchant_1581120026_2642,Sports,Germany,20,2025-06-29 18:56:59.787
2643,Merchant_935156271_2643,Education,France,89,2023-05-26 18:56:59.787
2644,Merchant_1782166148_2644,Entertainment,Kosove,25,2023-09-20 18:56:59.787
2645,Merchant_774342788_2645,Clothing,Switzerland,78,2023-04-05 18:56:59.787
2646,Merchant_733416220_2646,Groceries,Kosove,72,2023-11-04 18:56:59.787
2647,Merchant_115760788_2647,Sports,Shqipëri,46,2024-01-11 18:56:59.790
2648,Merchant_113724343_2648,Automotive,Germany,53,2025-03-11 18:56:59.790
2649,Merchant_1119609360_2649,Restaurants,Spain,1,2025-05-16 18:56:59.790
2650,Merchant_1193271642_2650,Electronics,USA,48,2025-04-08 18:56:59.790
2651,Merchant_275731582_2651,Travel,Netherlands,72,2023-10-22 18:56:59.790
2652,Merchant_593579076_2652,Restaurants,Switzerland,44,2025-08-22 18:56:59.790
2653,Merchant_1978723764_2653,Groceries,Switzerland,57,2024-07-04 18:56:59.790
2654,Merchant_404491716_2654,Healthcare,Italy,46,2025-09-18 18:56:59.790
2655,Merchant_121614213_2655,Groceries,USA,14,2024-02-04 18:56:59.790
2656,Merchant_239564442_2656,Furniture,Netherlands,13,2026-01-18 18:56:59.790
2657,Merchant_1024879258_2657,Education,Shqipëri,11,2023-10-23 18:56:59.790
2658,Merchant_875340991_2658,Beauty,Germany,53,2023-10-06 18:56:59.790
2659,Merchant_513024660_2659,Sports,Italy,59,2025-01-25 18:56:59.793
2660,Merchant_110117883_2660,Electronics,Italy,95,2023-09-08 18:56:59.793
2661,Merchant_847567667_2661,Electronics,Spain,12,2025-11-02 18:56:59.793
2662,Merchant_452489465_2662,Automotive,UK,33,2025-07-21 18:56:59.793
2663,Merchant_1590875606_2663,Restaurants,UK,90,2025-01-01 18:56:59.793
2664,Merchant_488691150_2664,Entertainment,Kosove,33,2025-08-15 18:56:59.793
2665,Merchant_29042540_2665,Groceries,Germany,79,2023-03-27 18:56:59.797
2666,Merchant_1722999464_2666,Healthcare,Italy,98,2024-01-02 18:56:59.797
2667,Merchant_602535021_2667,Clothing,Spain,2,2024-12-24 18:56:59.797
2668,Merchant_1591089994_2668,Travel,Germany,75,2025-12-11 18:56:59.797
2669,Merchant_1241468793_2669,Travel,Shqipëri,96,2025-01-27 18:56:59.797
2670,Merchant_2115784663_2670,Healthcare,USA,66,2023-11-23 18:56:59.800
2671,Merchant_1348895036_2671,Education,France,93,2023-05-14 18:56:59.800
2672,Merchant_390603671_2672,Electronics,Italy,2,2024-01-14 18:56:59.800
2673,Merchant_1390162765_2673,Automotive,Shqipëri,20,2024-10-17 18:56:59.800
2674,Merchant_872850023_2674,Clothing,Germany,45,2025-12-21 18:56:59.800
2675,Merchant_1509630505_2675,Sports,USA,37,2025-04-26 18:56:59.800
2676,Merchant_1487954540_2676,Automotive,Shqipëri,68,2023-11-18 18:56:59.800
2677,Merchant_17768339_2677,Sports,Germany,98,2024-07-01 18:56:59.800
2678,Merchant_1183585971_2678,Automotive,France,99,2026-01-22 18:56:59.800
2679,Merchant_795025332_2679,Education,USA,31,2025-06-06 18:56:59.800
2680,Merchant_838697579_2680,Automotive,Kosove,9,2023-10-24 18:56:59.803
2681,Merchant_66068856_2681,Sports,France,88,2023-10-16 18:56:59.803
2682,Merchant_266608736_2682,Education,Kosove,75,2025-03-14 18:56:59.803
2683,Merchant_949217676_2683,Groceries,UK,58,2024-01-20 18:56:59.803
2684,Merchant_1975012803_2684,Groceries,UK,65,2025-11-16 18:56:59.803
2685,Merchant_853337139_2685,Entertainment,France,44,2023-10-27 18:56:59.807
2686,Merchant_1812877660_2686,Automotive,Shqipëri,72,2025-01-10 18:56:59.807
2687,Merchant_1837133847_2687,Automotive,UK,61,2023-12-18 18:56:59.807
2688,Merchant_237964950_2688,Automotive,Germany,76,2024-01-14 18:56:59.807
2689,Merchant_388385907_2689,Groceries,USA,5,2023-11-02 18:56:59.807
2690,Merchant_1564561882_2690,Entertainment,Shqipëri,64,2025-02-19 18:56:59.807
2691,Merchant_1027984054_2691,Sports,Switzerland,96,2024-02-28 18:56:59.807
2692,Merchant_2114454159_2692,Entertainment,USA,0,2025-02-14 18:56:59.807
2693,Merchant_1800301009_2693,Restaurants,France,78,2025-01-23 18:56:59.810
2694,Merchant_1605001154_2694,Electronics,Italy,45,2023-08-07 18:56:59.810
2695,Merchant_574228387_2695,Clothing,UK,78,2025-07-20 18:56:59.810
2696,Merchant_1024286256_2696,Beauty,UK,18,2024-04-04 18:56:59.810
2697,Merchant_1717802057_2697,Restaurants,France,38,2023-07-26 18:56:59.810
2698,Merchant_1444028175_2698,Furniture,Italy,22,2025-12-10 18:56:59.810
2699,Merchant_1285201486_2699,Sports,Switzerland,85,2025-10-30 18:56:59.810
2700,Merchant_742474566_2700,Restaurants,UK,26,2025-07-26 18:56:59.810
2701,Merchant_2036758033_2701,Clothing,UK,64,2025-06-14 18:56:59.810
2702,Merchant_2078177565_2702,Groceries,UK,16,2024-10-12 18:56:59.810
2703,Merchant_184321828_2703,Entertainment,Spain,50,2024-05-11 18:56:59.810
2704,Merchant_2076901973_2704,Education,Switzerland,17,2024-02-15 18:56:59.813
2705,Merchant_240277174_2705,Furniture,Shqipëri,80,2025-07-01 18:56:59.813
2706,Merchant_270975619_2706,Education,Shqipëri,44,2025-09-10 18:56:59.813
2707,Merchant_1936641877_2707,Clothing,Shqipëri,31,2024-07-02 18:56:59.813
2708,Merchant_235792361_2708,Education,Italy,31,2025-10-25 18:56:59.813
2709,Merchant_48106601_2709,Travel,France,22,2023-04-09 18:56:59.813
2710,Merchant_996612171_2710,Travel,Spain,47,2024-11-13 18:56:59.813
2711,Merchant_398153855_2711,Electronics,Switzerland,78,2026-02-04 18:56:59.813
2712,Merchant_1635088892_2712,Healthcare,Switzerland,28,2023-03-03 18:56:59.813
2713,Merchant_1124781091_2713,Automotive,UK,37,2025-06-12 18:56:59.817
2714,Merchant_1228716750_2714,Automotive,Netherlands,80,2025-08-25 18:56:59.817
2715,Merchant_510141047_2715,Beauty,Switzerland,84,2024-11-30 18:56:59.817
2716,Merchant_1410238350_2716,Sports,Netherlands,87,2025-02-25 18:56:59.817
2717,Merchant_538475959_2717,Travel,France,100,2024-05-05 18:56:59.817
2718,Merchant_1247229899_2718,Entertainment,Shqipëri,58,2025-12-16 18:56:59.817
2719,Merchant_122557883_2719,Education,Germany,68,2025-06-24 18:56:59.817
2720,Merchant_1872698245_2720,Healthcare,UK,88,2023-03-05 18:56:59.817
2721,Merchant_980624919_2721,Travel,Switzerland,88,2025-03-30 18:56:59.817
2722,Merchant_659109580_2722,Travel,Germany,30,2024-03-16 18:56:59.820
2723,Merchant_594047714_2723,Healthcare,France,13,2023-03-16 18:56:59.820
2724,Merchant_1883896227_2724,Automotive,Shqipëri,58,2024-02-04 18:56:59.820
2725,Merchant_374079505_2725,Groceries,Germany,41,2023-12-26 18:56:59.820
2726,Merchant_79635972_2726,Healthcare,USA,13,2023-03-08 18:56:59.820
2727,Merchant_1229406795_2727,Education,Spain,26,2024-08-18 18:56:59.820
2728,Merchant_839003652_2728,Automotive,France,22,2025-12-05 18:56:59.820
2729,Merchant_913833257_2729,Healthcare,Shqipëri,25,2025-06-14 18:56:59.820
2730,Merchant_109825189_2730,Restaurants,Switzerland,75,2024-06-15 18:56:59.820
2731,Merchant_1445086462_2731,Beauty,USA,83,2024-09-22 18:56:59.823
2732,Merchant_1890507754_2732,Education,UK,17,2023-08-29 18:56:59.823
2733,Merchant_1937764149_2733,Sports,USA,59,2025-05-12 18:56:59.823
2734,Merchant_815492525_2734,Sports,USA,16,2023-11-08 18:56:59.823
2735,Merchant_480726569_2735,Beauty,Kosove,6,2024-07-04 18:56:59.823
2736,Merchant_401321217_2736,Healthcare,Spain,1,2023-07-08 18:56:59.827
2737,Merchant_1648039800_2737,Beauty,Italy,99,2025-04-14 18:56:59.827
2738,Merchant_1855564526_2738,Clothing,Germany,54,2025-12-03 18:56:59.827
2739,Merchant_1771081775_2739,Automotive,Italy,35,2023-12-09 18:56:59.827
2740,Merchant_1957633916_2740,Electronics,Kosove,85,2025-08-20 18:56:59.827
2741,Merchant_1955526478_2741,Beauty,Spain,15,2025-09-04 18:56:59.830
2742,Merchant_673018314_2742,Automotive,USA,36,2025-12-08 18:56:59.830
2743,Merchant_1206647671_2743,Clothing,UK,17,2024-05-03 18:56:59.830
2744,Merchant_1000318515_2744,Education,Switzerland,27,2025-09-21 18:56:59.830
2745,Merchant_22195028_2745,Entertainment,Spain,69,2023-12-12 18:56:59.830
2746,Merchant_590000534_2746,Healthcare,Kosove,48,2023-10-04 18:56:59.830
2747,Merchant_1513977062_2747,Groceries,Shqipëri,65,2023-09-19 18:56:59.830
2748,Merchant_1167751035_2748,Entertainment,Spain,17,2025-03-16 18:56:59.830
2749,Merchant_1610634788_2749,Electronics,UK,48,2024-06-02 18:56:59.830
2750,Merchant_1858539950_2750,Electronics,Switzerland,59,2025-05-12 18:56:59.830
2751,Merchant_924694695_2751,Restaurants,Shqipëri,70,2025-05-01 18:56:59.833
2752,Merchant_205791118_2752,Education,USA,10,2024-02-10 18:56:59.833
2753,Merchant_21689793_2753,Education,Switzerland,79,2024-02-02 18:56:59.833
2754,Merchant_675576902_2754,Restaurants,Germany,60,2023-03-06 18:56:59.833
2755,Merchant_508608655_2755,Education,Kosove,61,2025-10-15 18:56:59.833
2756,Merchant_2119825218_2756,Beauty,Kosove,59,2023-09-15 18:56:59.833
2757,Merchant_1553736796_2757,Education,USA,100,2023-07-10 18:56:59.833
2758,Merchant_523283751_2758,Healthcare,Spain,57,2025-09-21 18:56:59.833
2759,Merchant_712309027_2759,Sports,Netherlands,57,2025-10-02 18:56:59.833
2760,Merchant_354340623_2760,Electronics,Spain,9,2023-05-15 18:56:59.837
2761,Merchant_802947288_2761,Sports,Shqipëri,0,2025-03-04 18:56:59.837
2762,Merchant_483588881_2762,Entertainment,UK,51,2025-08-06 18:56:59.837
2763,Merchant_1415702427_2763,Entertainment,USA,21,2024-01-26 18:56:59.837
2764,Merchant_2082546122_2764,Travel,Kosove,45,2024-12-22 18:56:59.837
2765,Merchant_1401496985_2765,Healthcare,Shqipëri,7,2025-01-26 18:56:59.837
2766,Merchant_1249858600_2766,Entertainment,Italy,83,2023-10-25 18:56:59.837
2767,Merchant_443830017_2767,Healthcare,Kosove,0,2023-08-21 18:56:59.837
2768,Merchant_68124399_2768,Electronics,Spain,46,2023-05-18 18:56:59.837
2769,Merchant_1766583524_2769,Restaurants,Germany,20,2024-12-19 18:56:59.840
2770,Merchant_291645259_2770,Travel,Kosove,58,2025-12-03 18:56:59.840
2771,Merchant_297275438_2771,Entertainment,USA,88,2023-09-12 18:56:59.840
2772,Merchant_48970530_2772,Electronics,France,31,2024-12-11 18:56:59.840
2773,Merchant_704756602_2773,Beauty,Netherlands,18,2023-10-09 18:56:59.840
2774,Merchant_402820517_2774,Travel,Netherlands,9,2024-03-11 18:56:59.840
2775,Merchant_1800859082_2775,Furniture,Netherlands,68,2025-09-24 18:56:59.840
2776,Merchant_755319275_2776,Groceries,Spain,81,2025-07-28 18:56:59.840
2777,Merchant_1370305938_2777,Beauty,Italy,100,2023-10-18 18:56:59.840
2778,Merchant_284794559_2778,Automotive,Italy,11,2024-10-14 18:56:59.840
2779,Merchant_49834258_2779,Automotive,Spain,96,2025-05-15 18:56:59.840
2780,Merchant_204685684_2780,Groceries,USA,59,2023-12-25 18:56:59.840
2781,Merchant_1710150201_2781,Entertainment,Italy,76,2023-09-03 18:56:59.843
2782,Merchant_536450810_2782,Beauty,Germany,85,2023-08-28 18:56:59.843
2783,Merchant_1369617617_2783,Entertainment,Italy,97,2025-08-01 18:56:59.843
2784,Merchant_1038272397_2784,Healthcare,France,53,2023-02-17 18:56:59.843
2785,Merchant_1184726484_2785,Restaurants,Shqipëri,23,2025-02-17 18:56:59.843
2786,Merchant_1129914096_2786,Sports,Netherlands,86,2023-06-07 18:56:59.843
2787,Merchant_1009311046_2787,Travel,France,6,2024-11-04 18:56:59.843
2788,Merchant_1674446374_2788,Restaurants,Spain,45,2025-12-28 18:56:59.843
2789,Merchant_1310668952_2789,Furniture,Germany,7,2025-05-03 18:56:59.843
2790,Merchant_652023714_2790,Restaurants,Switzerland,50,2023-03-08 18:56:59.847
2791,Merchant_2020732049_2791,Restaurants,Italy,58,2023-07-06 18:56:59.847
2792,Merchant_2049138354_2792,Groceries,Italy,93,2023-05-20 18:56:59.847
2793,Merchant_1671155744_2793,Automotive,Germany,10,2025-11-19 18:56:59.847
2794,Merchant_381998942_2794,Beauty,Germany,41,2023-10-16 18:56:59.847
2795,Merchant_715364367_2795,Healthcare,Spain,48,2025-09-26 18:56:59.847
2796,Merchant_4020184_2796,Furniture,Netherlands,84,2025-04-17 18:56:59.847
2797,Merchant_1063219160_2797,Automotive,Switzerland,63,2025-02-17 18:56:59.847
2798,Merchant_641757716_2798,Beauty,Kosove,14,2024-11-15 18:56:59.850
2799,Merchant_920043700_2799,Travel,Switzerland,83,2024-07-04 18:56:59.850
2800,Merchant_35870014_2800,Travel,Spain,37,2025-11-09 18:56:59.850
2801,Merchant_925676706_2801,Travel,Germany,66,2025-11-15 18:56:59.850
2802,Merchant_1761796259_2802,Education,Germany,77,2025-10-22 18:56:59.850
2803,Merchant_1393868952_2803,Clothing,USA,13,2024-05-20 18:56:59.850
2804,Merchant_1510584807_2804,Electronics,UK,35,2023-10-30 18:56:59.850
2805,Merchant_1747218194_2805,Automotive,France,67,2024-07-25 18:56:59.853
2806,Merchant_1189856515_2806,Sports,UK,91,2024-12-09 18:56:59.853
2807,Merchant_1530529068_2807,Clothing,Switzerland,100,2023-10-07 18:56:59.853
2808,Merchant_2114484704_2808,Education,Netherlands,69,2025-05-13 18:56:59.853
2809,Merchant_76801414_2809,Sports,Italy,68,2023-11-04 18:56:59.853
2810,Merchant_141567457_2810,Automotive,USA,40,2024-10-27 18:56:59.853
2811,Merchant_1153360928_2811,Entertainment,Shqipëri,73,2023-11-01 18:56:59.857
2812,Merchant_67788390_2812,Clothing,Netherlands,80,2025-11-09 18:56:59.857
2813,Merchant_1605243114_2813,Beauty,UK,84,2026-01-08 18:56:59.857
2814,Merchant_1030005533_2814,Entertainment,France,72,2024-07-17 18:56:59.857
2815,Merchant_1986757630_2815,Education,USA,87,2023-10-04 18:56:59.857
2816,Merchant_1905038371_2816,Entertainment,Germany,51,2023-11-12 18:56:59.857
2817,Merchant_1240280426_2817,Sports,Shqipëri,68,2024-01-12 18:56:59.857
2818,Merchant_102290550_2818,Healthcare,Netherlands,80,2025-08-08 18:56:59.857
2819,Merchant_246424114_2819,Travel,Spain,26,2024-06-13 18:56:59.860
2820,Merchant_2030649455_2820,Electronics,Switzerland,88,2024-07-17 18:56:59.860
2821,Merchant_1630171664_2821,Sports,Shqipëri,36,2025-06-03 18:56:59.860
2822,Merchant_569975634_2822,Healthcare,Italy,62,2023-11-03 18:56:59.860
2823,Merchant_64409333_2823,Furniture,Shqipëri,63,2023-03-28 18:56:59.860
2824,Merchant_201910948_2824,Travel,Spain,14,2023-10-28 18:56:59.860
2825,Merchant_2085816344_2825,Healthcare,Netherlands,96,2024-08-01 18:56:59.860
2826,Merchant_1751042127_2826,Groceries,Spain,33,2025-01-15 18:56:59.860
2827,Merchant_643457957_2827,Sports,Kosove,96,2026-01-18 18:56:59.860
2828,Merchant_564156931_2828,Clothing,Kosove,92,2023-11-29 18:56:59.860
2829,Merchant_730863327_2829,Sports,Germany,54,2023-08-31 18:56:59.860
